headword,word,tag,line_number,filename,context,text_type,reason,oxford_context,riverside_context,oxford_reason,riverside_reason
connen,can,v%pr_pl,The Canon's Yeoman's Tale 1395,data/oxford_txts/CYT_oxford.txt,"In this craft, that men can nat com therby,°",BOTH,Present plural must end in -en or -e,"In this craft, that men can nat com therby,°",In this craft that men kan nat come therby,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,arn,v%pr_pl,House of Fame 1008,data/oxford_txts/HF_oxford.txt,How alle these arn set in hevene;,BOTH,Present plural must end in -en or -e,How alle these arn set in hevene;,How alle these arn set in hevene,Present plural must end in -en or -e,Present plural must end in -en or -e
preien,prey,v%inf,The Summoner's Tale 1814,data/oxford_txts/SumT_oxford.txt,"I wolde prey yow that ye nat yow greve,°",BOTH,Infinitive must end in -en or -e,"I wolde prey yow that ye nat yow greve,°",I wolde prey yow that ye nat yow greve,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Franklin's Tale 1410,data/oxford_txts/FranT_oxford.txt,"Han slain hemself, for verray° drede and wo",BOTH,Present plural must end in -en or -e,"Han slain hemself, for verray° drede and wo",Han slayn hemself for verrey drede and wo,Present plural must end in -en or -e,Present plural must end in -en or -e
seien,seyn,v%inf,The Franklin's Tale 864,data/oxford_txts/FranT_oxford.txt,"And seyn right thus, with sorweful sikes° colde:",BOTH,Infinitive must end in -en or -e,"And seyn right thus, with sorweful sikes° colde:",And seyn right thus with sorweful sikes colde,Infinitive must end in -en or -e,Infinitive must end in -en or -e
usen,used,v%pt_pl,House of Fame 1247,data/oxford_txts/HF_oxford.txt,And al that used clarion,BOTH,Past plural must end in -en or -e,And al that used clarion,And alle that used clarion,Past plural must end in -en or -e,Past plural must end in -en or -e
sheuen,shewe,v%pr_3,The Canon's Yeoman's Tale 916,data/oxford_txts/CYT_oxford.txt,Though that the feend noght in our sighte him shewe,BOTH,Present 3rd sg must end in -th,Though that the feend noght in our sighte him shewe,Though that the feend noght in oure sighte hym shewe,Present 3rd sg must end in -th,Present 3rd sg must end in -th
sufferen,suffred,v%pt_pl,Book of the Duchess 1292,data/oxford_txts/BD_oxford.txt,"For sothe, ylich° they suffred tho",BOTH,Past plural must end in -en or -e,"For sothe, ylich° they suffred tho",For sothe ylyche they suffred thoo,Past plural must end in -en or -e,Past plural must end in -en or -e
triklen,trikled,v%pt_pl,The Prioress' Tale 674,data/oxford_txts/PrT_oxford.txt,"His salte teres trikled doun as rein,°",BOTH,Past plural must end in -en or -e,"His salte teres trikled doun as rein,°",His salte teeris trikled doun as reyn,Past plural must end in -en or -e,Past plural must end in -en or -e
stonden,stant,v%pr_3,Troilus and Criseyde; Book II 1392,data/oxford_txts/TC2_oxford.txt,"Acheved wel, and stant withouten doute",BOTH,Present 3rd sg must end in -th,"Acheved wel, and stant withouten doute",Acheved wel and stant withouten doute,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%inf,The Miller's Tale 3506,data/oxford_txts/MilT_oxford.txt,For this vengaunce thou shalt han therfore,BOTH,Infinitive must end in -en or -e,For this vengaunce thou shalt han therfore,For this vengeaunce thou shalt han therfore,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Wife of Bath's Tale 1186,data/oxford_txts/WBT_oxford.txt,"I holde° him riche, al° hadde he nat a sherte.",BOTH,"Weak pt sg must end in -ed, -d, or -t","I holde° him riche, al° hadde he nat a sherte.",I holde hym riche al hadde he nat a sherte,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
slen,slain,v%ppl,The Canon's Yeoman's Tale 1436,data/oxford_txts/CYT_oxford.txt,"Ne dyeth nat, but if that° he be slain",BOTH,Strong participle must end in -en or -e,"Ne dyeth nat, but if that° he be slain",Ne dyeth nat but if that he be slayn,Strong participle must end in -en or -e,Strong participle must end in -en or -e
sitten,sit,v%pr_3,The Merchant's Tale 1947,data/oxford_txts/MerT_oxford.txt,That on his beddes side sit° ful softe.,BOTH,Present 3rd sg must end in -th,That on his beddes side sit° ful softe.,That on his beddes syde sit ful softe,Present 3rd sg must end in -th,Present 3rd sg must end in -th
slepen,slepte,v%pt_3,The Reeve's Tale 4194,data/oxford_txts/RvT_oxford.txt,"This wenche lay upright,° and faste slepte",BOTH,Strong pt sg must not end in -en or -e,"This wenche lay upright,° and faste slepte",This wenche lay uprighte and faste slepte,Strong pt sg must not end in -en or -e,Strong pt sg must not end in -en or -e
don,do,v%inf,The Clerk's Tale 664,data/oxford_txts/ClT_oxford.txt,"For wiste I° that my deeth wolde do yow ese,°",BOTH,Infinitive must end in -en or -e,"For wiste I° that my deeth wolde do yow ese,°",For wiste I that my deeth wolde do yow ese,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%inf,The Pardoner's Tale 783,data/oxford_txts/PardT_oxford.txt,"Today, that we sholde han so fair a grace?°",BOTH,Infinitive must end in -en or -e,"Today, that we sholde han so fair a grace?°",Today that we sholde han so fair a grace,Infinitive must end in -en or -e,Infinitive must end in -en or -e
bringen,broghte,v%pt_3,The Shipman's Tale 70,data/oxford_txts/ShipT_oxford.txt,"With him broghte he a jubbe° of malvesie,°",BOTH,"Weak pt sg must end in -ed, -d, or -t","With him broghte he a jubbe° of malvesie,°",With hym broghte he a jubbe of malvesye,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Canon's Yeoman's Tale 1372,data/oxford_txts/CYT_oxford.txt,"By God, they wolden han so greet envie",BOTH,Infinitive must end in -en or -e,"By God, they wolden han so greet envie",By God they wolden han so greet envye,Infinitive must end in -en or -e,Infinitive must end in -en or -e
menen,mene,v%pr_3,Troilus and Criseyde; Book III 1164,data/oxford_txts/TC3_oxford.txt,"What harm was that, sin I non ivel mene?",BOTH,Present 3rd sg must end in -th,"What harm was that, sin I non ivel mene?",What harm was that syn I non yvel mene,Present 3rd sg must end in -th,Present 3rd sg must end in -th
slen,slain,v%ppl,The Franklin's Tale 1369,data/oxford_txts/FranT_oxford.txt,"Had slain Phidoun in Athens, atte feste",BOTH,Strong participle must end in -en or -e,"Had slain Phidoun in Athens, atte feste",Hadde slayn Phidon in Atthenes atte feste,Strong participle must end in -en or -e,Strong participle must end in -en or -e
smerten,smerte,v%pr_3,The General Prologue 230,data/oxford_txts/GP_oxford.txt,He may nat wepe althogh him sore smerte.,BOTH,Present 3rd sg must end in -th,He may nat wepe althogh him sore smerte.,He may nat wepe althogh hym soore smerte,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%inf,The Second Nun's Tale 237,data/oxford_txts/SNT_oxford.txt,I pray yow that my brother may han grace,BOTH,Infinitive must end in -en or -e,I pray yow that my brother may han grace,I pray yow that my brother may han grace,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,hadde,v%pt_3,Book of the Duchess 794,data/oxford_txts/BD_oxford.txt,That malice° hadde my corage°,BOTH,"Weak pt sg must end in -ed, -d, or -t",That malice° hadde my corage°,That malyce hadde my corage,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
fallen,falle,v%pr_3,The Nun's Priest's Tale 3410,data/oxford_txts/NPT_oxford.txt,A verray° pestilence° upon yow falle!,BOTH,Present 3rd sg must end in -th,A verray° pestilence° upon yow falle!,A verray pestilence upon yow falle,Present 3rd sg must end in -th,Present 3rd sg must end in -th
slen,slain,v%ppl,The Pardoner's Tale 679,data/oxford_txts/PardT_oxford.txt,He hath a thousand slain this pestilence:°,BOTH,Strong participle must end in -en or -e,He hath a thousand slain this pestilence:°,He hath a thousand slayn this pestilence,Strong participle must end in -en or -e,Strong participle must end in -en or -e
haven,hadde,v%pt_3,The Knight's Tale 2872,data/oxford_txts/KnT_oxford.txt,"With cloth of gold, the richest that he hadde.",BOTH,"Weak pt sg must end in -ed, -d, or -t","With cloth of gold, the richest that he hadde.",With clooth of gold the richeste that he hadde,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
don,doon,v%inf,Troilus and Criseyde; Book V 1140,data/oxford_txts/TC5_oxford.txt,And I wol doon hem holden up the yate,BOTH,Infinitive must end in -en or -e,And I wol doon hem holden up the yate,And I wol don hem holden up the yate,Infinitive must end in -en or -e,Infinitive must end in -en or -e
shinen,shine,v%pr_3,Troilus and Criseyde; Book III 768,data/oxford_txts/TC3_oxford.txt,And slepen wolen til the sonne shine.,BOTH,Present 3rd sg must end in -th,And slepen wolen til the sonne shine.,And slepen wollen til the sonne shyne,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,don,v%inf,Troilus and Criseyde; Book IV 69,data/oxford_txts/TC4_oxford.txt,"For love of God, to don that reverence",BOTH,Infinitive must end in -en or -e,"For love of God, to don that reverence",For love of God to don that reverence,Infinitive must end in -en or -e,Infinitive must end in -en or -e
sen,say,v%pt_pl,The Clerk's Tale 1114,data/oxford_txts/ClT_oxford.txt,"Thise ladies, whan that they hir time say,°",BOTH,Past plural must end in -en or -e,"Thise ladies, whan that they hir time say,°",Thise ladyes whan that they hir tyme say,Past plural must end in -en or -e,Past plural must end in -en or -e
kissen,kiste,v%pr_3,Troilus and Criseyde; Book II 250,data/oxford_txts/TC2_oxford.txt,And with that word hir uncle anoon hir kiste,BOTH,Present 3rd sg must end in -th,And with that word hir uncle anoon hir kiste,And with that word hire uncle anoon hire kiste,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Physician's Tale 80,data/oxford_txts/PhyT_oxford.txt,And han forsaken fully swich meschaunce°,BOTH,Present plural must end in -en or -e,And han forsaken fully swich meschaunce°,And han forsaken fully swich meschaunce,Present plural must end in -en or -e,Present plural must end in -en or -e
don,do,v%inf,Troilus and Criseyde; Book V 187,data/oxford_txts/TC5_oxford.txt,And wol do fain that is him leef and dere;,BOTH,Infinitive must end in -en or -e,And wol do fain that is him leef and dere;,And wol do fayn that is hym lief and dere,Infinitive must end in -en or -e,Infinitive must end in -en or -e
speken,speke,v%pr_3,The Manciple's Tale 324,data/oxford_txts/MancT_oxford.txt,For man sholde him avise° what he speke.,BOTH,Present 3rd sg must end in -th,For man sholde him avise° what he speke.,For man sholde hym avyse what he speeke,Present 3rd sg must end in -th,Present 3rd sg must end in -th
dighten,dighte,v%pt_3,Troilus and Criseyde; Book II 948,data/oxford_txts/TC2_oxford.txt,And every wight out at the dore him dighte,BOTH,"Weak pt sg must end in -ed, -d, or -t",And every wight out at the dore him dighte,And every wight out at the dore hym dyghte,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Merchant's Tale 1959,data/oxford_txts/MerT_oxford.txt,"He wolde of hir,° he seide, han som plesaunce",BOTH,Infinitive must end in -en or -e,"He wolde of hir,° he seide, han som plesaunce",He wolde of hire he seyde han som plesaunce,Infinitive must end in -en or -e,Infinitive must end in -en or -e
smerten,smerte,v%pr_3,Troilus and Criseyde; Book III 146,data/oxford_txts/TC3_oxford.txt,"Receiven wel, how sore that me smerte",BOTH,Present 3rd sg must end in -th,"Receiven wel, how sore that me smerte",Receyven wel how sore that me smerte,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Franklin's Tale 963,data/oxford_txts/FranT_oxford.txt,"And hadde yknowen him of time yore,°",BOTH,"Weak pt sg must end in -ed, -d, or -t","And hadde yknowen him of time yore,°",And hadde yknowen hym of tyme yoore,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
lakken,lakke,v%pr_3,The Canon's Yeoman's Tale 1419,data/oxford_txts/CYT_oxford.txt,Look that your minde lakke noght his sight.,BOTH,Present 3rd sg must end in -th,Look that your minde lakke noght his sight.,Looke that youre mynde lakke noght his sight,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%inf,Troilus and Criseyde; Book I 872,data/oxford_txts/TC1_oxford.txt,As though men sholde han lad him into helle,BOTH,Infinitive must end in -en or -e,As though men sholde han lad him into helle,As though men sholde han led hym into helle,Infinitive must end in -en or -e,Infinitive must end in -en or -e
forbeden,forbede,v%pr_3,The Merchant's Tale 1665,data/oxford_txts/MerT_oxford.txt,"And elles,° God forbede but he sente°",BOTH,Present 3rd sg must end in -th,"And elles,° God forbede but he sente°",And elles God forbede but he sente,Present 3rd sg must end in -th,Present 3rd sg must end in -th
bringen,broghte,v%pt_3,The Canon's Yeoman's Tale 1021,data/oxford_txts/CYT_oxford.txt,That broghte this preest to confusioun.°,BOTH,"Weak pt sg must end in -ed, -d, or -t",That broghte this preest to confusioun.°,That broghte this preest to confusioun,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Pardoner's Tale 924,data/oxford_txts/PardT_oxford.txt,"Offren, and han min absolucioun",BOTH,Infinitive must end in -en or -e,"Offren, and han min absolucioun",Offren and han myn absolucion,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%pr_pl,House of Fame 1632,data/oxford_txts/HF_oxford.txt,Han these sory creatures!,BOTH,Present plural must end in -en or -e,Han these sory creatures!,Han these sory creatures,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%pr_pl,The Physician's Tale 77,data/oxford_txts/PhyT_oxford.txt,"Outher° for ye han kept your honestee,°",BOTH,Present plural must end in -en or -e,"Outher° for ye han kept your honestee,°",Outher for ye han kept youre honestee,Present plural must end in -en or -e,Present plural must end in -en or -e
witen,wel,v%pr_pl,The Summoner's Tale 2199,data/oxford_txts/SumT_oxford.txt,"As ye han herd biforn, ye woot wel what.",BOTH,Present plural must end in -en or -e,"As ye han herd biforn, ye woot wel what.",As ye han herd biforn ye woot wel what,Present plural must end in -en or -e,Present plural must end in -en or -e
yeven,yaf,v%pt_pl,The Summoner's Tale 1756,data/oxford_txts/SumT_oxford.txt,"And what° men yaf° hem, leide it on his bak.",BOTH,Past plural must end in -en or -e,"And what° men yaf° hem, leide it on his bak.",And what men yaf hem leyde it on his bak,Past plural must end in -en or -e,Past plural must end in -en or -e
forsaken,forsake,v%pr_3,The Physician's Tale 286,data/oxford_txts/PhyT_oxford.txt,"Forsaketh° sinne, er sinne yow forsake.",BOTH,Present 3rd sg must end in -th,"Forsaketh° sinne, er sinne yow forsake.",Forsaketh synne er synne yow forsake,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1260,data/oxford_txts/TC3_oxford.txt,"As I, which ye han brought fro cares colde.",BOTH,Present plural must end in -en or -e,"As I, which ye han brought fro cares colde.",As I which ye han brought fro cares colde,Present plural must end in -en or -e,Present plural must end in -en or -e
wepen,wepe,v%pr_3,Troilus and Criseyde; Book IV 591,data/oxford_txts/TC4_oxford.txt,Bet is that othere than thyselven wepe,BOTH,Present 3rd sg must end in -th,Bet is that othere than thyselven wepe,Bet is that othere than thiselven wepe,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,House of Fame 1661,data/oxford_txts/HF_oxford.txt,Folk that han ful trewely,BOTH,Present plural must end in -en or -e,Folk that han ful trewely,Folk that han ful trewely,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,ar,v%pr_pl,The Shipman's Tale 350,data/oxford_txts/ShipT_oxford.txt,That ye in hele° ar comen hoom again.,BOTH,Present plural must end in -en or -e,That ye in hele° ar comen hoom again.,That ye in heele ar comen hom agayn,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%pr_pl,House of Fame 1054,data/oxford_txts/HF_oxford.txt,"“Now,” quod I, “whil we han space",BOTH,Present plural must end in -en or -e,"“Now,” quod I, “whil we han space",Now quod I while we han space,Present plural must end in -en or -e,Present plural must end in -en or -e
seien,seyn,v%inf,The Knight's Tale 1839,data/oxford_txts/KnT_oxford.txt,"This is to seyn, she may nat now han bothe",BOTH,Infinitive must end in -en or -e,"This is to seyn, she may nat now han bothe",This is to seyn she may nat now han bothe,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,do,v%inf,House of Fame 261,data/oxford_txts/HF_oxford.txt,That any woman mighte do,BOTH,Infinitive must end in -en or -e,That any woman mighte do,That any woman myghte do,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Clerk's Tale 381,data/oxford_txts/ClT_oxford.txt,"A corone° on hir heed they han ydressed,°",BOTH,Present plural must end in -en or -e,"A corone° on hir heed they han ydressed,°",A corone on hire heed they han ydressed,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%pr_pl,The Wife of Bath's Prologue 769,data/oxford_txts/WBPro_oxford.txt,And somme han drive nailes in hir brain,BOTH,Present plural must end in -en or -e,And somme han drive nailes in hir brain,And somme han dryve nayles in hir brayn,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%pr_pl,The Reeve's Tale 4232,data/oxford_txts/RvT_oxford.txt,This joly lif han thise two clerkes lad°,BOTH,Present plural must end in -en or -e,This joly lif han thise two clerkes lad°,This joly lyf han thise two clerkes lad,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%pr_pl,Troilus and Criseyde; Book I 242,data/oxford_txts/TC1_oxford.txt,Than they that han be most with love ynome;,BOTH,Present plural must end in -en or -e,Than they that han be most with love ynome;,Than they that han be most with love ynome,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%inf,Troilus and Criseyde; Book I 922,data/oxford_txts/TC1_oxford.txt,And thus they wolde han brought hemself alofte,BOTH,Infinitive must end in -en or -e,And thus they wolde han brought hemself alofte,And thus they wolde han brought hemself alofte,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%pr_pl,Troilus and Criseyde; Book IV 1296,data/oxford_txts/TC4_oxford.txt,"“Now herkeneth this, ye han wel understonde",BOTH,Present plural must end in -en or -e,"“Now herkeneth this, ye han wel understonde",Now herkneth this ye han wel understonde,Present plural must end in -en or -e,Present plural must end in -en or -e
don,do,v%inf,House of Fame 1582,data/oxford_txts/HF_oxford.txt,"Hem that me list, and do hem shame.”",BOTH,Infinitive must end in -en or -e,"Hem that me list, and do hem shame.”",Hem that me liste and do hem shame,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,do,v%inf,The Wife of Bath's Prologue 408,data/oxford_txts/WBPro_oxford.txt,Ther wolde I chide and do hem no plesaunce;,BOTH,Infinitive must end in -en or -e,Ther wolde I chide and do hem no plesaunce;,Ther wolde I chide and do hem no plesaunce,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%inf,Troilus and Criseyde; Book V 981,data/oxford_txts/TC5_oxford.txt,“And that doth me to han so gret a wonder,BOTH,Infinitive must end in -en or -e,“And that doth me to han so gret a wonder,And that doth me to han so gret a wonder,Infinitive must end in -en or -e,Infinitive must end in -en or -e
helpen,help,v%pr_3,Troilus and Criseyde; Book II 1126,data/oxford_txts/TC2_oxford.txt,"Or, help me God, so pleinly for to seyne",BOTH,Present 3rd sg must end in -th,"Or, help me God, so pleinly for to seyne",Or helpe me God so pleynly for to seyne,Present 3rd sg must end in -th,Present 3rd sg must end in -th
bisechen,bisoughte,v%pt_3,Troilus and Criseyde; Book IV 669,data/oxford_txts/TC4_oxford.txt,Ful bisily to Juppiter bisoughte,BOTH,"Weak pt sg must end in -ed, -d, or -t",Ful bisily to Juppiter bisoughte,Ful bisily to Jupiter bisoughte,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Wife of Bath's Tale 1188,data/oxford_txts/WBT_oxford.txt,For he wolde han that° is nat in his might.,BOTH,Infinitive must end in -en or -e,For he wolde han that° is nat in his might.,For he wolde han that is nat in his myght,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ginnen,gan,v%pt_pl,Troilus and Criseyde; Book III 1115,data/oxford_txts/TC3_oxford.txt,"They gan to frote, and wete his temples tweine",BOTH,Past plural must end in -en or -e,"They gan to frote, and wete his temples tweine",They gan to frote and wete his temples tweyne,Past plural must end in -en or -e,Past plural must end in -en or -e
seien,seyn,v%inf,The Summoner's Tale 2035,data/oxford_txts/SumT_oxford.txt,"That is to seyn, bothe oon, and two, and three!’",BOTH,Infinitive must end in -en or -e,"That is to seyn, bothe oon, and two, and three!’",That is to seyn bothe oon and two and thre,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%inf,The Wife of Bath's Prologue 814,data/oxford_txts/WBPro_oxford.txt,To han the governance of hous and lond,BOTH,Infinitive must end in -en or -e,To han the governance of hous and lond,To han the governance of hous and lond,Infinitive must end in -en or -e,Infinitive must end in -en or -e
gladen,glade,v%pr_3,The Clerk's Tale 822,data/oxford_txts/ClT_oxford.txt,And also wisly° he my soule glade—,BOTH,Present 3rd sg must end in -th,And also wisly° he my soule glade—,And also wysly he my soule glaade,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,Troilus and Criseyde; Book I 27,data/oxford_txts/TC1_oxford.txt,Han felt that Love dorste yow displese;,BOTH,Present plural must end in -en or -e,Han felt that Love dorste yow displese;,Han felt that Love dorste yow displese,Present plural must end in -en or -e,Present plural must end in -en or -e
don,doon,v%inf,The General Prologue 776,data/oxford_txts/GP_oxford.txt,"As I seide erst, and doon yow som confort.",BOTH,Infinitive must end in -en or -e,"As I seide erst, and doon yow som confort.",As I seyde erst and doon yow som confort,Infinitive must end in -en or -e,Infinitive must end in -en or -e
wedden,weddede,v%pt_3,The Knight's Tale 868,data/oxford_txts/KnT_oxford.txt,And weddede the quene Ipolita,BOTH,"Weak pt sg must end in -ed, -d, or -t",And weddede the quene Ipolita,And weddede the queene Ypolita,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
don,doon,v%inf,The Wife of Bath's Tale 1210,data/oxford_txts/WBT_oxford.txt,"Seyn that men sholde an old wight° doon favour,°",BOTH,Infinitive must end in -en or -e,"Seyn that men sholde an old wight° doon favour,°",Seyn that men sholde an oold wight doon favour,Infinitive must end in -en or -e,Infinitive must end in -en or -e
wissen,wisse,v%pr_3,The Summoner's Tale 1858,data/oxford_txts/SumT_oxford.txt,"In min avisioun,° so God me wisse!°",BOTH,Present 3rd sg must end in -th,"In min avisioun,° so God me wisse!°",In myn avision so God me wisse,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,pine,v%pr_3,Parliament of Fowls 335,data/oxford_txts/PF_oxford.txt,"And greye, I mene the goshauk, that doth pine°",BOTH,Present 3rd sg must end in -th,"And greye, I mene the goshauk, that doth pine°",And grey I mene the goshauk that doth pyne,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%inf,Troilus and Criseyde; Book IV 1357,data/oxford_txts/TC4_oxford.txt,And every wight han libertee to bleve,BOTH,Infinitive must end in -en or -e,And every wight han libertee to bleve,And every wight han liberte to bleve,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ba,pa,v%inf,The Miller's Tale 3709,data/oxford_txts/MilT_oxford.txt,"“As help me God, it wol nat be ‘com pa me,’°",BOTH,Infinitive must end in -en or -e,"“As help me God, it wol nat be ‘com pa me,’°",As help me God it wol nat be com pa me,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Knight's Tale 2153,data/oxford_txts/KnT_oxford.txt,An hundred lordes hadde he in his route,BOTH,"Weak pt sg must end in -ed, -d, or -t",An hundred lordes hadde he in his route,An hundred lordes hadde he in his route,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
twisten,twiste,v%pt_1,The Wife of Bath's Prologue 494,data/oxford_txts/WBPro_oxford.txt,"In many wise, how sore° I him twiste.°",BOTH,"Weak pt sg must end in -ed, -d, or -t","In many wise, how sore° I him twiste.°",In many wise how soore I hym twiste,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
lakken,lakkede,v%pt_3,The General Prologue 756,data/oxford_txts/GP_oxford.txt,And of manhod him lakkede right naught.,BOTH,"Weak pt sg must end in -ed, -d, or -t",And of manhod him lakkede right naught.,And of manhod hym lakkede right naught,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Monk's Tale 2253,data/oxford_txts/MkT_oxford.txt,"I seye nat that she hadde most fairnesse,°",BOTH,"Weak pt sg must end in -ed, -d, or -t","I seye nat that she hadde most fairnesse,°",I seye nat that she hadde moost fairnesse,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Pardoner's Tale 708,data/oxford_txts/PardT_oxford.txt,And many a grisly ooth than han they sworn,BOTH,Present plural must end in -en or -e,And many a grisly ooth than han they sworn,And many a grisly ooth thanne han they sworn,Present plural must end in -en or -e,Present plural must end in -en or -e
mortheren,mordred,v%pt_pl,Book of the Duchess 724,data/oxford_txts/BD_oxford.txt,And° ye for sorwe mordred° yourselve,BOTH,Past plural must end in -en or -e,And° ye for sorwe mordred° yourselve,And ye for sorwe mordred yourselve,Past plural must end in -en or -e,Past plural must end in -en or -e
haven,han,v%inf,The Clerk's Tale 793,data/oxford_txts/ClT_oxford.txt,To han yow to my wif for your goodnesse,BOTH,Infinitive must end in -en or -e,To han yow to my wif for your goodnesse,To han yow to my wyf for youre goodnesse,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%pr_pl,House of Fame 1168,data/oxford_txts/HF_oxford.txt,Ne han the cunning° to descrive,BOTH,Present plural must end in -en or -e,Ne han the cunning° to descrive,Ne han the kunnynge to descrive,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%inf,The Pardoner's Tale 725,data/oxford_txts/PardT_oxford.txt,And therfore moot I han° min age stille,BOTH,Infinitive must end in -en or -e,And therfore moot I han° min age stille,And therfore moot I han myn age stille,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,do,v%inf,The General Prologue 500,data/oxford_txts/GP_oxford.txt,"That if gold ruste, what shal iren do?",BOTH,Infinitive must end in -en or -e,"That if gold ruste, what shal iren do?",That if gold ruste what shal iren do,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,doon,v%inf,The Clerk's Tale 105,data/oxford_txts/ClT_oxford.txt,"And ye, my lord, to doon right as yow leste.°",BOTH,Infinitive must end in -en or -e,"And ye, my lord, to doon right as yow leste.°",And ye my lord to doon right as yow leste,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Knight's Tale 929,data/oxford_txts/KnT_oxford.txt,We han ben waitinge al this fourtenight;,BOTH,Present plural must end in -en or -e,We han ben waitinge al this fourtenight;,We han ben waitynge al this fourtenyght,Present plural must end in -en or -e,Present plural must end in -en or -e
haven,han,v%pr_pl,The Franklin's Tale 1420,data/oxford_txts/FranT_oxford.txt,Sith that so manie han hemselven slain,BOTH,Present plural must end in -en or -e,Sith that so manie han hemselven slain,Sith that so manye han hemselven slayn,Present plural must end in -en or -e,Present plural must end in -en or -e
singen,song,v%pt_pl,Book of the Duchess 304,data/oxford_txts/BD_oxford.txt,Had herd; for somme of hem song lowe,BOTH,Past plural must end in -en or -e,Had herd; for somme of hem song lowe,Had herd for som of hem song lowe,Past plural must end in -en or -e,Past plural must end in -en or -e
seien,seyn,v%inf,Troilus and Criseyde; Book IV 1479,data/oxford_txts/TC4_oxford.txt,"Us alle, and seyn this citee nis but lorn;",BOTH,Infinitive must end in -en or -e,"Us alle, and seyn this citee nis but lorn;",Us alle and seyn this cite nys but lorn,Infinitive must end in -en or -e,Infinitive must end in -en or -e
