headword,word,tag,line_number,filename,context,text_type,reason
aspien,spie,v%pr_3,The Miller's Tale 3566,data/oxford_txts/MilT_oxford.txt,That no man of our purveaunce° spie.,OXFORD,Present 3rd sg must end in -th
clepen,clep,v%inf,The Miller's Tale 3577,data/oxford_txts/MilT_oxford.txt,"Than wol I clep,° ‘how! Alison! how! John!",OXFORD,Infinitive must end in -en or -e
seien,seyn,v%inf,The Miller's Tale 3579,data/oxford_txts/MilT_oxford.txt,"And thou wolt seyn, ‘hail, maister Nicholay!",OXFORD,Infinitive must end in -en or -e
speken,speke,v%pr_3,The Miller's Tale 3586,data/oxford_txts/MilT_oxford.txt,That noon of us ne speke nat a word,OXFORD,Present 3rd sg must end in -th
comen,com,v%inf,The Miller's Tale 3616,data/oxford_txts/MilT_oxford.txt,Noës flood com walwing° as the see,OXFORD,Infinitive must end in -en or -e
heren,here,v%pr_3,The Miller's Tale 3642,data/oxford_txts/MilT_oxford.txt,"Awaitinge on the rein, if he it here.",OXFORD,Present 3rd sg must end in -th
seien,seyn,v%inf,The Miller's Tale 3670,data/oxford_txts/MilT_oxford.txt,"Wher that he be, I can nat sothly° seyn.”",OXFORD,Infinitive must end in -en or -e
stonden,stant,v%pr_3,The Miller's Tale 3677,data/oxford_txts/MilT_oxford.txt,That stant° ful lowe upon his boures° wal.,OXFORD,Present 3rd sg must end in -th
risen,rist,v%pr_3,The Miller's Tale 3688,data/oxford_txts/MilT_oxford.txt,Up rist this joly lovere Absolon,OXFORD,Present 3rd sg must end in -th
helpen,help,v%pr_3,The Miller's Tale 3709,data/oxford_txts/MilT_oxford.txt,"“As help me God, it wol nat be ‘com pa me,’°",OXFORD,Present 3rd sg must end in -th
ba,pa,v%inf,The Miller's Tale 3709,data/oxford_txts/MilT_oxford.txt,"“As help me God, it wol nat be ‘com pa me,’°",OXFORD,Infinitive must end in -en or -e
setten,sette,v%pt_3,The Miller's Tale 3756,data/oxford_txts/MilT_oxford.txt,"Of paramours° he sette nat a kers,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
clepen,cleped,v%pt_pl,The Miller's Tale 3761,data/oxford_txts/MilT_oxford.txt,Until a smith° men cleped daun° Gerveis,OXFORD,Past plural must end in -en or -e
witen,woot,v%pr_pl,The Miller's Tale 3771,data/oxford_txts/MilT_oxford.txt,"By Seinte Noet, ye woot° wel what I mene.”",OXFORD,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Miller's Tale 3774,data/oxford_txts/MilT_oxford.txt,He hadde more tow° on his distaf°,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
answeren,answerde,v%pt_3,The Miller's Tale 3779,data/oxford_txts/MilT_oxford.txt,"¶Gerveis answerde, “Certes, were it gold",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
don,do,v%inf,The Miller's Tale 3782,data/oxford_txts/MilT_oxford.txt,"Ey, Cristes foo!° what wol ye do therwith?”",OXFORD,Infinitive must end in -en or -e
answeren,answerde,v%pt_3,The Miller's Tale 3790,data/oxford_txts/MilT_oxford.txt,"¶This Alison answerde, “Who is ther",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
scapen,scape,v%pr_3,The Miller's Tale 3800,data/oxford_txts/MilT_oxford.txt,He sholde kisse his ers er that he scape.°,OXFORD,Present 3rd sg must end in -th
sterten,sterte,v%pt_3,The Miller's Tale 3816,data/oxford_txts/MilT_oxford.txt,¶This carpenter out of his slomber sterte,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Miller's Tale 3837,data/oxford_txts/MilT_oxford.txt,And hadde hem hanged in the roof above;,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
answeren,answerde,v%pt_3,The Miller's Tale 3843,data/oxford_txts/MilT_oxford.txt,For what so° that this carpenter answerde,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
heren,herde,v%pt_3,The Miller's Tale 3844,data/oxford_txts/MilT_oxford.txt,"It was for noght, no man his reson herde;",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
seien,sayn,v%inf,The Manciple's Tale 143,data/oxford_txts/MancT_oxford.txt,"Save only, if the soth° that I shal sayn",OXFORD,Infinitive must end in -en or -e
haven,han,v%inf,The Manciple's Tale 159,data/oxford_txts/MancT_oxford.txt,That no man sholde han put him° from hir grace.°,OXFORD,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Manciple's Tale 198,data/oxford_txts/MancT_oxford.txt,For under him another hadde she,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
leien,leyn,v%pr_pl,The Manciple's Tale 222,data/oxford_txts/MancT_oxford.txt,Men leyn that oon as lowe as lith that other.°,OXFORD,Present plural must end in -en or -e
don,doon,v%inf,The Manciple's Tale 232,data/oxford_txts/MancT_oxford.txt,And may nat doon so greet an harm as he,OXFORD,Infinitive must end in -en or -e
slen,slain,v%ppl,The Manciple's Tale 265,data/oxford_txts/MancT_oxford.txt,And in his ire° his wif thanne hath he slain.°,OXFORD,Strong participle must end in -en or -e
don,doon,v%inf,The Manciple's Tale 278,data/oxford_txts/MancT_oxford.txt,"O rakel° hand, to doon so foule amis!",OXFORD,Infinitive must end in -en or -e
slen,slain,v%ppl,The Manciple's Tale 302,data/oxford_txts/MancT_oxford.txt,In tokening° that thurgh thee my wif is slain.”,OXFORD,Strong participle must end in -en or -e
seien,seyn,v%pr_pl,The Manciple's Tale 314,data/oxford_txts/MancT_oxford.txt,"Daun° Salomon, as wise clerkes seyn",OXFORD,Present plural must end in -en or -e
techen,taughte,v%pt_3,The Manciple's Tale 317,data/oxford_txts/MancT_oxford.txt,"But nathelees, thus taughte me my dame:",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
speken,speke,v%pr_3,The Manciple's Tale 324,data/oxford_txts/MancT_oxford.txt,For man sholde him avise° what he speke.,OXFORD,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Manciple's Tale 336,data/oxford_txts/MancT_oxford.txt,Ther° lasse° speking hadde ynough suffised,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
seien,sayn,v%inf,The Manciple's Tale 353,data/oxford_txts/MancT_oxford.txt,"But he that hath misseid,° I dar wel sayn",OXFORD,Infinitive must end in -en or -e
blouen,blow,v%inf,The Pardoner's Tale 481,data/oxford_txts/PardT_oxford.txt,To kindle and blow the fir of lecherie,OXFORD,Infinitive must end in -en or -e
seien,sayn,v%inf,The Pardoner's Tale 502,data/oxford_txts/PardT_oxford.txt,"Lo, how dere, shortly for to sayn",OXFORD,Infinitive must end in -en or -e
seien,sey,v%inf,The Pardoner's Tale 572,data/oxford_txts/PardT_oxford.txt,"And thanne wol he sey, “Sampsoun, Sampsoun.”",OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Pardoner's Tale 587,data/oxford_txts/PardT_oxford.txt,Of win-yeving° to hem that han justise.°,OXFORD,Present plural must end in -en or -e
dien,dide,v%pt_3,The Pardoner's Tale 658,data/oxford_txts/PardT_oxford.txt,"Now, for the love of Crist that for us dide,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
sitten,satte,v%pt_3,The Pardoner's Tale 664,data/oxford_txts/PardT_oxford.txt,"And as they satte, they herde a belle clinke°",OXFORD,Strong pt sg must not end in -en or -e
comen,cam,v%pt_pl,The Pardoner's Tale 671,data/oxford_txts/PardT_oxford.txt,"It was me told,° er ye cam heer, two houres;",OXFORD,Past plural must end in -en or -e
slen,yslain,v%ppl,The Pardoner's Tale 673,data/oxford_txts/PardT_oxford.txt,"And sodeinly he was yslain tonight,°",OXFORD,Strong participle must end in -en or -e
slen,slain,v%ppl,The Pardoner's Tale 679,data/oxford_txts/PardT_oxford.txt,He hath a thousand slain this pestilence:°,OXFORD,Strong participle must end in -en or -e
techen,taughte,v%pt_3,The Pardoner's Tale 684,data/oxford_txts/PardT_oxford.txt,"Thus taughte me my dame,° I sey namore.”",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
slen,slain,v%ppl,The Pardoner's Tale 686,data/oxford_txts/PardT_oxford.txt,"“The child seith sooth,° for he hath slain this yeer",OXFORD,Strong participle must end in -en or -e
haven,han,v%pr_pl,The Pardoner's Tale 702,data/oxford_txts/PardT_oxford.txt,"Togidres° han thise three her trouthes° plight,°",OXFORD,Present plural must end in -en or -e
haven,han,v%pr_pl,The Pardoner's Tale 708,data/oxford_txts/PardT_oxford.txt,And many a grisly ooth than han they sworn,OXFORD,Present plural must end in -en or -e
haven,han,v%pr_pl,The Pardoner's Tale 711,data/oxford_txts/PardT_oxford.txt,¶Whan they han goon nat fully° half a mile,OXFORD,Present plural must end in -en or -e
haven,han,v%inf,The Pardoner's Tale 712,data/oxford_txts/PardT_oxford.txt,Right° as they wolde han troden° over a stile,OXFORD,Infinitive must end in -en or -e
sen,see,v%pr_3,The Pardoner's Tale 715,data/oxford_txts/PardT_oxford.txt,"And seide thus, “Now, lordes, God yow see!”°",OXFORD,Present 3rd sg must end in -th
haven,han,v%inf,The Pardoner's Tale 725,data/oxford_txts/PardT_oxford.txt,And therfore moot I han° min age stille,OXFORD,Infinitive must end in -en or -e
haven,han,v%inf,The Pardoner's Tale 727,data/oxford_txts/PardT_oxford.txt,"Ne deeth, allas! ne wol nat° han my lif;",OXFORD,Infinitive must end in -en or -e
don,do,v%inf,The Pardoner's Tale 737,data/oxford_txts/PardT_oxford.txt,"But yet to me she wol nat do that grace,°",OXFORD,Infinitive must end in -en or -e
speken,spake,v%pt_3,The Pardoner's Tale 776,data/oxford_txts/PardT_oxford.txt,¶The worste of hem he spake the firste word.,OXFORD,Strong pt sg must not end in -en or -e
haven,han,v%inf,The Pardoner's Tale 783,data/oxford_txts/PardT_oxford.txt,"Today, that we sholde han so fair a grace?°",OXFORD,Infinitive must end in -en or -e
witen,woot,v%pr_pl,The Pardoner's Tale 786,data/oxford_txts/PardT_oxford.txt,For wel ye woot that al this gold is oures—,OXFORD,Present plural must end in -en or -e
seien,seyn,v%inf,The Pardoner's Tale 789,data/oxford_txts/PardT_oxford.txt,"Men wolde seyn that we were theves stronge,°",OXFORD,Infinitive must end in -en or -e
don,doon,v%inf,The Pardoner's Tale 818,data/oxford_txts/PardT_oxford.txt,"What shal we doon, what shal we to him seye?”",OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Pardoner's Tale 836,data/oxford_txts/PardT_oxford.txt,"To sleen the thridde, as ye han herd me seye.",OXFORD,Present plural must end in -en or -e
haven,had,v%pt_pl,The Pardoner's Tale 880,data/oxford_txts/PardT_oxford.txt,For right as they had cast° his deeth bifore,OXFORD,Past plural must end in -en or -e
taken,tak,v%inf,The Pardoner's Tale 886,data/oxford_txts/PardT_oxford.txt,To tak the botel ther° the poison was,OXFORD,Infinitive must end in -en or -e
haven,had,v%pt_pl,The Pardoner's Tale 892,data/oxford_txts/PardT_oxford.txt,"Than had thise wrecches two, er hir ending.°",OXFORD,Past plural must end in -en or -e
foryeven,foryeve,v%pr_3,The Pardoner's Tale 904,data/oxford_txts/PardT_oxford.txt,"¶Now, good men, God foryeve yow your trespas,°",OXFORD,Present 3rd sg must end in -th
graunten,graunte,v%pr_3,The Pardoner's Tale 917,data/oxford_txts/PardT_oxford.txt,So graunte yow his pardon to receive;,OXFORD,Present 3rd sg must end in -th
haven,han,v%inf,The Pardoner's Tale 924,data/oxford_txts/PardT_oxford.txt,"Offren, and han min absolucioun",OXFORD,Infinitive must end in -en or -e
kissen,kiss,v%inf,The Pardoner's Tale 944,data/oxford_txts/PardT_oxford.txt,And thou shalt kiss the reliks everichon,OXFORD,Infinitive must end in -en or -e
answeren,answerde,v%pt_3,The Pardoner's Tale 956,data/oxford_txts/PardT_oxford.txt,¶This Pardoner answerde nat a word;,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
kissen,kiss,v%pr_pl,The Pardoner's Tale 965,data/oxford_txts/PardT_oxford.txt,I prey yow that ye kiss the Pardoner.,OXFORD,Present plural must end in -en or -e
ben,wer,v%pt_pl,The Shipman's Tale 35,data/oxford_txts/ShipT_oxford.txt,Wer bothe two yborn in o° village,OXFORD,Past plural must end in -en or -e
seien,seith,v%pr_pl,The Shipman's Tale 37,data/oxford_txts/ShipT_oxford.txt,"And he again, he seith nat ones nay",OXFORD,Present plural must end in -en or -e
don,doon,v%inf,The Shipman's Tale 45,data/oxford_txts/ShipT_oxford.txt,"To doon plesaunce, and also greet costage.°",OXFORD,Infinitive must end in -en or -e
bringen,broghte,v%pt_3,The Shipman's Tale 70,data/oxford_txts/ShipT_oxford.txt,"With him broghte he a jubbe° of malvesie,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
shitten,shette,v%pt_3,The Shipman's Tale 85,data/oxford_txts/ShipT_oxford.txt,For which ful faste° his countour-dore he shette;°,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
sitten,sit,v%pr_3,The Shipman's Tale 88,data/oxford_txts/ShipT_oxford.txt,And thus he sit til it was passed prime.°,OXFORD,Present 3rd sg must end in -th
stonden,stant,v%pr_3,The Shipman's Tale 114,data/oxford_txts/ShipT_oxford.txt,"“Nay, cosin min, it stant° nat so with me.",OXFORD,Present 3rd sg must end in -th
tellen,tell,v%inf,The Shipman's Tale 120,data/oxford_txts/ShipT_oxford.txt,“Dar I nat tell how that it stant with me.,OXFORD,Infinitive must end in -en or -e
stonden,stant,v%pr_3,The Shipman's Tale 120,data/oxford_txts/ShipT_oxford.txt,“Dar I nat tell how that it stant with me.,OXFORD,Present 3rd sg must end in -th
forbeden,forbede,v%pr_3,The Shipman's Tale 125,data/oxford_txts/ShipT_oxford.txt,"And seide, “Allas, my nece, God forbede",OXFORD,Present 3rd sg must end in -th
fordon,fordo,v%pr_3,The Shipman's Tale 127,data/oxford_txts/ShipT_oxford.txt,Fordo° yourself; but telleth me your grief;,OXFORD,Present 3rd sg must end in -th
sitten,sit,v%pr_3,The Shipman's Tale 163,data/oxford_txts/ShipT_oxford.txt,"But sith I am a wif, it sit° nat me",OXFORD,Present 3rd sg must end in -th
helpen,help,v%pr_3,The Shipman's Tale 170,data/oxford_txts/ShipT_oxford.txt,"As help me God, he is noght worth at al",OXFORD,Present 3rd sg must end in -th
witen,woot,v%pr_pl,The Shipman's Tale 173,data/oxford_txts/ShipT_oxford.txt,And wel ye woot that wommen naturelly,OXFORD,Present plural must end in -en or -e
don,doon,v%inf,The Shipman's Tale 189,data/oxford_txts/ShipT_oxford.txt,If that yow list° to doon that° I yow praye.,OXFORD,Infinitive must end in -en or -e
don,doon,v%inf,The Shipman's Tale 191,data/oxford_txts/ShipT_oxford.txt,And doon to yow what plesance° and service,OXFORD,Infinitive must end in -en or -e
don,doon,v%inf,The Shipman's Tale 192,data/oxford_txts/ShipT_oxford.txt,"That I may doon, right as° yow list° devise.",OXFORD,Infinitive must end in -en or -e
deliveren,deliver,v%inf,The Shipman's Tale 200,data/oxford_txts/ShipT_oxford.txt,I wol deliver yow out of this care;°,OXFORD,Infinitive must end in -en or -e
forbeden,forbede,v%pr_3,The Shipman's Tale 208,data/oxford_txts/ShipT_oxford.txt,"¶“Now, elles° God forbede, sir,” quod she",OXFORD,Present 3rd sg must end in -th
shitten,shette,v%pt_3,The Shipman's Tale 249,data/oxford_txts/ShipT_oxford.txt,"And with that word his countour-dore he shette,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
giden,gide,v%pr_3,The Shipman's Tale 259,data/oxford_txts/ShipT_oxford.txt,God and Seint Austin spede° yow and gide!°,OXFORD,Present 3rd sg must end in -th
preien,prey,v%inf,The Shipman's Tale 270,data/oxford_txts/ShipT_oxford.txt,I wolde prey yow; for to lene° me,OXFORD,Infinitive must end in -en or -e
helpen,help,v%pr_3,The Shipman's Tale 274,data/oxford_txts/ShipT_oxford.txt,"God help me so, I wolde° it were youres!",OXFORD,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Shipman's Tale 333,data/oxford_txts/ShipT_oxford.txt,To borwe of certein frendes that he hadde,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
answeren,answerde,v%pt_3,The Shipman's Tale 349,data/oxford_txts/ShipT_oxford.txt,"Daun John answerde, “Certes, I am fain°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
ben,ar,v%pr_pl,The Shipman's Tale 350,data/oxford_txts/ShipT_oxford.txt,That ye in hele° ar comen hoom again.,OXFORD,Present plural must end in -en or -e
shulen,shold,v%pt_pl,The Shipman's Tale 352,data/oxford_txts/ShipT_oxford.txt,"Of twenty thousand sheeld shold ye nat misse,°",OXFORD,Past plural must end in -en or -e
lenen,lent,v%pt_pl,The Shipman's Tale 354,data/oxford_txts/ShipT_oxford.txt,Lent me gold; and as I can and may,OXFORD,Past plural must end in -en or -e
witen,woot,v%pr_pl,The Shipman's Tale 385,data/oxford_txts/ShipT_oxford.txt,"And woot ye why? by God, as that I gesse",OXFORD,Present plural must end in -en or -e
haven,han,v%pr_pl,The Shipman's Tale 386,data/oxford_txts/ShipT_oxford.txt,That ye han maad° a maner straungenesse°,OXFORD,Present plural must end in -en or -e
haven,han,v%inf,The Shipman's Tale 388,data/oxford_txts/ShipT_oxford.txt,"Ye sholde han warned me, er° I had gon",OXFORD,Infinitive must end in -en or -e
don,doon,v%inf,The Shipman's Tale 408,data/oxford_txts/ShipT_oxford.txt,"To doon therwith min honour and my prow,°",OXFORD,Infinitive must end in -en or -e
answeren,answer,v%inf,The Shipman's Tale 412,data/oxford_txts/ShipT_oxford.txt,"I wol answer yow shortly, to the point.",OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Shipman's Tale 413,data/oxford_txts/ShipT_oxford.txt,Ye han mo slakker° dettours than am I!,OXFORD,Present plural must end in -en or -e
paien,pay,v%inf,The Shipman's Tale 414,data/oxford_txts/ShipT_oxford.txt,For I wol pay yow wel and redily,OXFORD,Infinitive must end in -en or -e
paien,pay,v%inf,The Shipman's Tale 424,data/oxford_txts/ShipT_oxford.txt,"By God, I wol nat pay yow but abedde.",OXFORD,Infinitive must end in -en or -e
seien,sey,v%inf,The Merchant's Tale 1254,data/oxford_txts/MerT_oxford.txt,"I can nat sey, but swich a greet corage°",OXFORD,Infinitive must end in -en or -e
sitten,sit,v%pr_3,The Merchant's Tale 1277,data/oxford_txts/MerT_oxford.txt,And trewely it sit° wel to be so,OXFORD,Present 3rd sg must end in -th
lien,lie,v%pr_3,The Merchant's Tale 1292,data/oxford_txts/MerT_oxford.txt,Thogh that he lie bedrede° til he sterve.°,OXFORD,Present 3rd sg must end in -th
cursen,corse,v%pr_3,The Merchant's Tale 1308,data/oxford_txts/MerT_oxford.txt,"Writeth this man, ther° God his bones corse!°",OXFORD,Present 3rd sg must end in -th
preien,prey,v%inf,The Merchant's Tale 1353,data/oxford_txts/MerT_oxford.txt,Or elles° prey to God him for to sende,OXFORD,Infinitive must end in -en or -e
slepen,slepte,v%pt_3,The Merchant's Tale 1368,data/oxford_txts/MerT_oxford.txt,"And slow° him, Olofernus, whil he slepte.",OXFORD,Strong pt sg must not end in -en or -e
haven,han,v%inf,The Merchant's Tale 1371,data/oxford_txts/MerT_oxford.txt,"Sholde han be slain; and loke,° Ester also",OXFORD,Infinitive must end in -en or -e
connen,can,v%pr_pl,The Merchant's Tale 1424,data/oxford_txts/MerT_oxford.txt,"They can° so muchel craft° on Wades boot,°",OXFORD,Present plural must end in -en or -e
haven,han,v%inf,The Merchant's Tale 1432,data/oxford_txts/MerT_oxford.txt,I wol non old wif han right for this cause.°,OXFORD,Infinitive must end in -en or -e
haven,hadde,v%pt_1,The Merchant's Tale 1433,data/oxford_txts/MerT_oxford.txt,"For if so were, I hadde swich mischaunce,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Merchant's Tale 1434,data/oxford_txts/MerT_oxford.txt,"That I in hir ne coude° han no plesaunce,°",OXFORD,Infinitive must end in -en or -e
haven,had,v%pt_pl,The Merchant's Tale 1438,data/oxford_txts/MerT_oxford.txt,Yet were me lever° houndes had me eten,OXFORD,Past plural must end in -en or -e
don,do,v%inf,The Merchant's Tale 1460,data/oxford_txts/MerT_oxford.txt,I woot myselven best what I may do.,OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Merchant's Tale 1467,data/oxford_txts/MerT_oxford.txt,"And sin that ye han herd al min entente,°",OXFORD,Present plural must end in -en or -e
seien,seyn,v%inf,The Merchant's Tale 1472,data/oxford_txts/MerT_oxford.txt,"But atte laste, shortly for to seyn",OXFORD,Infinitive must end in -en or -e
haven,had,v%pt_pl,The Merchant's Tale 1479,data/oxford_txts/MerT_oxford.txt,"Ful litel nede° had ye, my lord so dere",OXFORD,Past plural must end in -en or -e
holden,hold,v%pr_3,The Merchant's Tale 1490,data/oxford_txts/MerT_oxford.txt,I hold° your owene conseil is the beste.,OXFORD,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Merchant's Tale 1506,data/oxford_txts/MerT_oxford.txt,Ye han yourselven shewed° heer today,OXFORD,Present plural must end in -en or -e
heren,herde,v%pt_3,The Merchant's Tale 1519,data/oxford_txts/MerT_oxford.txt,"¶Justinus, that ay° stille sat and herde,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Merchant's Tale 1522,data/oxford_txts/MerT_oxford.txt,"Sin ye han seid,° and herkneth° what I seye.",OXFORD,Present plural must end in -en or -e
connen,coud,v%pt_pl,The Merchant's Tale 1539,data/oxford_txts/MerT_oxford.txt,"Ne man ne° beest, swich as men coud devise;",OXFORD,Past plural must end in -en or -e
haven,hadde,v%pt_3,The Merchant's Tale 1541,data/oxford_txts/MerT_oxford.txt,"With any wif, if so were that she° hadde",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
wepen,wept,v%ppl,The Merchant's Tale 1544,data/oxford_txts/MerT_oxford.txt,"For God it woot, I have wept many a tere",OXFORD,Strong participle must end in -en or -e
seien,seyn,v%pr_pl,The Merchant's Tale 1551,data/oxford_txts/MerT_oxford.txt,Seyn that I have the moste stedefast° wif,OXFORD,Present plural must end in -en or -e
don,do,v%inf,The Merchant's Tale 1554,data/oxford_txts/MerT_oxford.txt,"Ye mowe, for me, right as° yow liketh do;°",OXFORD,Infinitive must end in -en or -e
ben,a,v%pr_pl,The Merchant's Tale 1555,data/oxford_txts/MerT_oxford.txt,"Aviseth yow,° ye been a man of age",OXFORD,Present plural must end in -en or -e
seien,seyn,v%inf,The Merchant's Tale 1563,data/oxford_txts/MerT_oxford.txt,"This is to seyn, to doon hir ful plesaunce.°",OXFORD,Infinitive must end in -en or -e
seien,sey,v%pr_pl,The Merchant's Tale 1571,data/oxford_txts/MerT_oxford.txt,"To my purpos; Placebo, what sey ye?”",OXFORD,Present plural must end in -en or -e
haven,have,v%pr_3,The Merchant's Tale 1589,data/oxford_txts/MerT_oxford.txt,For if that oon° have beaute in hir face,OXFORD,Present 3rd sg must end in -th
stonden,stant,v%pr_3,The Merchant's Tale 1590,data/oxford_txts/MerT_oxford.txt,Another stant° so in the peples grace°,OXFORD,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Merchant's Tale 1607,data/oxford_txts/MerT_oxford.txt,For whan that° he himself concluded hadde,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
maken,make,v%pr_3,The Merchant's Tale 1619,data/oxford_txts/MerT_oxford.txt,That noon of hem none argumentes make,OXFORD,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Merchant's Tale 1624,data/oxford_txts/MerT_oxford.txt,Which that° of beautee hadde greet renoun,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Merchant's Tale 1627,data/oxford_txts/MerT_oxford.txt,"Which maide, he seide, he wolde han to his wif,°",OXFORD,Infinitive must end in -en or -e
failen,faille,v%pr_3,The Merchant's Tale 1632,data/oxford_txts/MerT_oxford.txt,And shapen° that he faille nat to spede;°,OXFORD,Present 3rd sg must end in -th
haven,han,v%inf,The Merchant's Tale 1638,data/oxford_txts/MerT_oxford.txt,Ther may no man han parfit° blisses two,OXFORD,Infinitive must end in -en or -e
seien,seyn,v%pr_pl,The Merchant's Tale 1664,data/oxford_txts/MerT_oxford.txt,In which ye seyn ther is no wo ne strif.,OXFORD,Present plural must end in -en or -e
forbeden,forbede,v%pr_3,The Merchant's Tale 1665,data/oxford_txts/MerT_oxford.txt,"And elles,° God forbede but he sente°",OXFORD,Present 3rd sg must end in -th
haven,have,v%pr_3,The Merchant's Tale 1688,data/oxford_txts/MerT_oxford.txt,"“Fareth now wel,° God have yow in his grace.”°",OXFORD,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Merchant's Tale 1690,data/oxford_txts/MerT_oxford.txt,"Han take hir leve,° and ech of hem of other.°",OXFORD,Present plural must end in -en or -e
seien,seyn,v%inf,The Merchant's Tale 1729,data/oxford_txts/MerT_oxford.txt,"And certeinly, I dar right wel seyn this",OXFORD,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Merchant's Tale 1755,data/oxford_txts/MerT_oxford.txt,"But nathelees, yet hadde he greet pitee,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
forbeden,forbede,v%pr_3,The Merchant's Tale 1761,data/oxford_txts/MerT_oxford.txt,But God forbede that I dide al my might!°,OXFORD,Present 3rd sg must end in -th
don,do,v%inf,The Merchant's Tale 1791,data/oxford_txts/MerT_oxford.txt,Entendeth° for to do thee vileinie.°,OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Merchant's Tale 1816,data/oxford_txts/MerT_oxford.txt,And they han doon right as he wol devise.°,OXFORD,Present plural must end in -en or -e
comen,come,v%pr_3,The Merchant's Tale 1830,data/oxford_txts/MerT_oxford.txt,Er time come that I wil doun descende.°,OXFORD,Present 3rd sg must end in -th
don,do,v%inf,The Merchant's Tale 1838,data/oxford_txts/MerT_oxford.txt,For in our actes we mow do no sinne.,OXFORD,Infinitive must end in -en or -e
don,do,v%inf,The Merchant's Tale 1839,data/oxford_txts/MerT_oxford.txt,A man may do no sinne with his wif,OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Merchant's Tale 1841,data/oxford_txts/MerT_oxford.txt,For we han leve to pleye us° by the lawe.”,OXFORD,Present plural must end in -en or -e
haven,han,v%inf,The Merchant's Tale 1862,data/oxford_txts/MerT_oxford.txt,"For every labour° somtime moot han reste,°",OXFORD,Infinitive must end in -en or -e
seien,seyn,v%inf,The Merchant's Tale 1864,data/oxford_txts/MerT_oxford.txt,"This is to seyn, no lives° creature",OXFORD,Infinitive must end in -en or -e
tellen,tell,v%inf,The Merchant's Tale 1872,data/oxford_txts/MerT_oxford.txt,Tell thy wo? She wole alwey seye ‘nay’;,OXFORD,Infinitive must end in -en or -e
sitten,sit,v%pr_3,The Merchant's Tale 1895,data/oxford_txts/MerT_oxford.txt,"In halle sit this Januarie, and May",OXFORD,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Merchant's Tale 1922,data/oxford_txts/MerT_oxford.txt,Whan ye han been in chambre out of this halle,OXFORD,Present plural must end in -en or -e
sitten,sit,v%pr_3,The Merchant's Tale 1934,data/oxford_txts/MerT_oxford.txt,Doun by his beddes side sit she than,OXFORD,Present 3rd sg must end in -th
discoveren,discover,v%pr_pl,The Merchant's Tale 1942,data/oxford_txts/MerT_oxford.txt,“Mercy! And that ye nat discover° me;,OXFORD,Present plural must end in -en or -e
geten,get,v%pr_pl,The Merchant's Tale 1945,data/oxford_txts/MerT_oxford.txt,And wente hir wey; ye get namore of° me.,OXFORD,Present plural must end in -en or -e
sitten,sit,v%pr_3,The Merchant's Tale 1947,data/oxford_txts/MerT_oxford.txt,That on his beddes side sit° ful softe.,OXFORD,Present 3rd sg must end in -th
