headword,word,line_number,filename,context,is_elided,is_final,source_csv
simple,simple,The Nun's Priest's Tale 2826,data/oxford_txts/NPT_oxford.txt,In pacience ladde a ful simple lif,False,False,NPT_gui_complete.csv
deinte,deintee,The Nun's Priest's Tale 2835,data/oxford_txts/NPT_oxford.txt,No deintee° morsel passed thurgh hir throte;,False,False,NPT_gui_complete.csv
drie,drie,The Nun's Priest's Tale 2848,data/oxford_txts/NPT_oxford.txt,"With stikkes, and a drie dich withoute",False,False,NPT_gui_complete.csv
fair,faire,The Nun's Priest's Tale 2870,data/oxford_txts/NPT_oxford.txt,Was cleped° faire damisel° Pertelote.,False,False,NPT_gui_complete.csv
red,rede,The Nun's Priest's Tale 2928,data/oxford_txts/NPT_oxford.txt,"Of youre rede colera,° pardee",False,False,NPT_gui_complete.csv
dere,dere,The Nun's Priest's Tale 3006,data/oxford_txts/NPT_oxford.txt,"Now help me, dere brother, er I die;",False,False,NPT_gui_complete.csv
large,large,The Nun's Priest's Tale 3159,data/oxford_txts/NPT_oxford.txt,Of o° thing God hath sent me large grace;°,False,False,NPT_gui_complete.csv
softe,softe,The Nun's Priest's Tale 3167,data/oxford_txts/NPT_oxford.txt,For whan I fele anight° your softe side,False,False,NPT_gui_complete.csv
fals,false,The Nun's Priest's Tale 3228,data/oxford_txts/NPT_oxford.txt,"False dissimilour,° O Greek Sinon",False,False,NPT_gui_complete.csv
simple,simple,The Nun's Priest's Tale 3245,data/oxford_txts/NPT_oxford.txt,(Nedely clepe° I simple necessitee);,False,False,NPT_gui_complete.csv
fre,free,The Nun's Priest's Tale 3246,data/oxford_txts/NPT_oxford.txt,"Or elles, if free chois be graunted me",False,False,NPT_gui_complete.csv
dere,dere,The Nun's Priest's Tale 3347,data/oxford_txts/NPT_oxford.txt,"¶O Gaufred,° dere maister soverain,°",False,False,NPT_gui_complete.csv
ofte,ofte,The Summoner's Prologue 1675,data/oxford_txts/SumPro_oxford.txt,"For pardee,° ye han ofte time herd telle",False,False,SumPro_gui_complete.csv
ouen,owne,Troilus and Criseyde; Book I 51,data/oxford_txts/TC1_oxford.txt,As though I were hir owne brother dere.,False,False,TC1_gui_complete.csv
humble,humble,Troilus and Criseyde; Book I 124,data/oxford_txts/TC1_oxford.txt,And she him thonked with ful humble chere,False,False,TC1_gui_complete.csv
neue,newe,Troilus and Criseyde; Book I 157,data/oxford_txts/TC1_oxford.txt,"With newe grene, of lusty Ver the prime",False,False,TC1_gui_complete.csv
sote,swote,Troilus and Criseyde; Book I 158,data/oxford_txts/TC1_oxford.txt,And swote smellen floures white and rede,False,False,TC1_gui_complete.csv
blind,blinde,Troilus and Criseyde; Book I 202,data/oxford_txts/TC1_oxford.txt,O verrey foles! nice and blinde be ye;,False,False,TC1_gui_complete.csv
proud,proude,Troilus and Criseyde; Book I 225,data/oxford_txts/TC1_oxford.txt,So ferde it by this fers and proude knight;,False,False,TC1_gui_complete.csv
wise,wise,Troilus and Criseyde; Book I 233,data/oxford_txts/TC1_oxford.txt,"Ye wise, proude, and worthy folkes alle",False,False,TC1_gui_complete.csv
bitter,bittre,Troilus and Criseyde; Book I 385,data/oxford_txts/TC1_oxford.txt,"Yelt bittre fruit, though swete seed be sowe.",False,False,TC1_gui_complete.csv
swete,swete,Troilus and Criseyde; Book I 385,data/oxford_txts/TC1_oxford.txt,"Yelt bittre fruit, though swete seed be sowe.",False,False,TC1_gui_complete.csv
humble,humble,Troilus and Criseyde; Book I 433,data/oxford_txts/TC1_oxford.txt,"Into hir hond, and with ful humble chere",False,False,TC1_gui_complete.csv
dere,dere,Troilus and Criseyde; Book I 535,data/oxford_txts/TC1_oxford.txt,"O mercy, dere herte, and help me from",False,False,TC1_gui_complete.csv
long,longe,Troilus and Criseyde; Book I 718,data/oxford_txts/TC1_oxford.txt,"As I best can, gon sithen longe while.",False,False,TC1_gui_complete.csv
dere,dere,Troilus and Criseyde; Book I 810,data/oxford_txts/TC1_oxford.txt,What! many a man hath love ful dere ybought,False,False,TC1_gui_complete.csv
blaunk,blaunche,Troilus and Criseyde; Book I 916,data/oxford_txts/TC1_oxford.txt,"And som, thou seidest, hadde a blaunche fevere",False,False,TC1_gui_complete.csv
ofte,ofte,Troilus and Criseyde; Book I 920,data/oxford_txts/TC1_oxford.txt,"And some han feined ofte time, and tolde",False,False,TC1_gui_complete.csv
fre,free,Troilus and Criseyde; Book I 958,data/oxford_txts/TC1_oxford.txt,"Be lusty, free, persevere in thy servise",False,False,TC1_gui_complete.csv
wise,wise,Troilus and Criseyde; Book I 976,data/oxford_txts/TC1_oxford.txt,For this have I herd seide of wise ylered,False,False,TC1_gui_complete.csv
sobre,sobre,Troilus and Criseyde; Book I 1013,data/oxford_txts/TC1_oxford.txt,"With sobre chere, although his herte pleide",False,False,TC1_gui_complete.csv
ded,dede,Troilus and Criseyde; Book I 1083,data/oxford_txts/TC1_oxford.txt,Dede were his japes and his crueltee,False,False,TC1_gui_complete.csv
sobre,sobre,Prologue to Sir Thopas 692,data/oxford_txts/ThopPro_oxford.txt,"As sobre° was, that wonder was to se",False,False,ThopPro_gui_complete.csv
deinte,deintee,Prologue to Sir Thopas 711,data/oxford_txts/ThopPro_oxford.txt,"Som deintee° thing, me thinketh by his chere.”°",False,False,ThopPro_gui_complete.csv
