headword,forms,following_rules,violating_rules,total,compliance_pct
whispering,['whispringe'],1,0,1,100.0
whistlen,['whistle'],1,0,1,100.0
whistlinge,['whistelinge'],1,0,1,100.0
whiten,['whiten'],1,0,1,100.0
willen,"['wolden', 'wilt', 'weel', 'wel', 'woldestow', 'wol', 'woldest', 'wile', 'wolen', 'wold', 'wole', 'wolt', 'wille', 'wolde', 'woln', 'he', 'will', 'wil']",1365,130,1495,91.3
willinge,['willing'],0,1,1,0.0
wilnen,"['wilnest', 'wilnen', 'wilneth', 'wilned', 'wilne']",9,0,9,100.0
win-yevinge,['winyeving'],0,1,1,0.0
winken,"['winke', 'winketh']",7,0,7,100.0
winnen,"['win', 'wan', 'wonnen', 'winnen', 'wonne', 'wanne', 'winne']",89,2,91,97.8
wipen,"['wiped', 'wipen', 'wipe']",5,0,5,100.0
wishen,"['wisshe', 'wish', 'wissh']",2,1,3,66.67
wissen,['wisse'],6,0,6,100.0
withdrauen,['withdrawe'],3,0,3,100.0
withholden,"['withholde', 'withholden']",6,0,6,100.0
withseien,"['withseye', 'withseide', 'withseyn']",5,1,6,83.33
withstonden,"['withstood', 'withstandeth', 'withstode', 'withstonde']",13,0,13,100.0
witnessen,['witnessen'],1,0,1,100.0
witnessinge,"['witnessing', 'witnessinge']",1,1,2,50.0
wiven,['wive'],2,0,2,100.0
wlispen,['lipsed'],1,0,1,100.0
wonden,['wonde'],1,0,1,100.0
wondren,"['wondreden', 'wondre', 'wondren', 'wondreth', 'wondred']",20,2,22,90.91
wondringe,"['wonderinge', 'wondring']",1,2,3,33.33
worshipen,['worshipe'],3,0,3,100.0
worthen,"['worthen', 'worth']",9,0,9,100.0
wouen,"['wowe', 'wowed', 'woweth']",6,0,6,100.0
wouing,['wowing'],0,1,1,0.0
wounden,"['wounde', 'wounded']",8,0,8,100.0
wrappen,"['wrapped', 'wrappe']",6,0,6,100.0
wratthen,"['wrathen', 'wrathed']",2,0,2,100.0
wreien,"['wreie', 'wreye']",4,0,4,100.0
wreken,"['wrak', 'ywroke', 'wreken', 'wreke', 'wroken']",20,0,20,100.0
wresten,['wreste'],1,0,1,100.0
wrestlen,"['wrastlen', 'wrastleth', 'wrastle']",3,0,3,100.0
wrestling,"['wrastling', 'wrastlinge']",1,2,3,33.33
wringen,"['wrong', 'wringeth', 'wringe']",8,0,8,100.0
writen,"['wrote', 'writen', 'ywrite', 'writ', 'wrot', 'wroot', 'write', 'writeth', 'writest', 'written', 'ywriten']",138,0,138,100.0
writhen,"['writhe', 'writh', 'writhen']",3,0,3,100.0
writhing,['writhing'],0,1,1,0.0
writinge,"['writing', 'writinge']",1,4,5,20.0
yeden,"['yede', 'yeden']",4,0,4,100.0
yelden,"['yolden', 'yelt', 'yolde', 'yelden', 'yelde', 'yeldeth']",14,0,14,100.0
yelding,['yeldinge'],1,0,1,100.0
yellen,"['yelleden', 'yolle']",2,0,2,100.0
yelpen,['yelpe'],2,0,2,100.0
yernen,['yerne'],3,0,3,100.0
yeven,"['yif', 'gaf', 'yaf', 'yeveth', 'iyive', 'yeven', 'give', 'yiveth', 'yiven', 'yave', 'yeve', 'yive', 'yyeve', 'yevest', 'yaven', 'him']",228,3,231,98.7
yevinge,['yevinge'],1,0,1,100.0
yexen,['yexeth'],1,0,1,100.0
yicchen,['icched'],1,0,1,100.0
