headword,word,tag,line_number,filename,context,text_type,reason,oxford_context,riverside_context,oxford_reason,riverside_reason
ben,is,v%pr_3,The Knight's Tale 1839,data/oxford_txts/KnT_oxford.txt,"This is to seyn, she may nat now han bothe",BOTH,Present 3rd sg must end in -th,"This is to seyn, she may nat now han bothe",This is to seyn she may nat now han bothe,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book I 1020,data/oxford_txts/TC1_oxford.txt,Or nil not here or trowen how it is.,BOTH,Present 3rd sg must end in -th,Or nil not here or trowen how it is.,Or nyl nat here or trowen how it is,Present 3rd sg must end in -th,Present 3rd sg must end in -th
mouen,may,v%pr_3,The Miller's Tale 3555,data/oxford_txts/MilT_oxford.txt,"But Robin may nat wite of this, thy knave,°",BOTH,Present 3rd sg must end in -th,"But Robin may nat wite of this, thy knave,°",But Robyn may nat wite of this thy knave,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,doon,v%inf,Troilus and Criseyde; Book V 399,data/oxford_txts/TC5_oxford.txt,That wel unnethe it doon shal us duresse.,BOTH,Infinitive must end in -en or -e,That wel unnethe it doon shal us duresse.,That wel unneth it don shal us duresse,Infinitive must end in -en or -e,Infinitive must end in -en or -e
connen,can,v%pr_3,The Pardoner's Tale 561,data/oxford_txts/PardT_oxford.txt,"He can no conseil° kepe, it is no drede.",BOTH,Present 3rd sg must end in -th,"He can no conseil° kepe, it is no drede.",He kan no conseil kepe it is no drede,Present 3rd sg must end in -th,Present 3rd sg must end in -th
listen,list,v%pr_3,Troilus and Criseyde; Book I 840,data/oxford_txts/TC1_oxford.txt,"For, as hir list, she pleieth with free and bonde.”",BOTH,Present 3rd sg must end in -th,"For, as hir list, she pleieth with free and bonde.”",For as hire list she pleyeth with free and bonde,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book II 304,data/oxford_txts/TC2_oxford.txt,"For hardely, the werste of this is do;",BOTH,Present 3rd sg must end in -th,"For hardely, the werste of this is do;",For hardely the werst of this is do,Present 3rd sg must end in -th,Present 3rd sg must end in -th
senden,sende,v%pr_3,Troilus and Criseyde; Book III 343,data/oxford_txts/TC3_oxford.txt,That God me sende deeth or sone lisse.”,BOTH,Present 3rd sg must end in -th,That God me sende deeth or sone lisse.”,That God me sende deth or soone lisse,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Canon's Yeoman's Tale 783,data/oxford_txts/CYT_oxford.txt,"Is lost also, which we upon it leye.",BOTH,Present 3rd sg must end in -th,"Is lost also, which we upon it leye.",Is lost also which we upon it laye,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shulen,shal,v%pr_3,Troilus and Criseyde; Book V 1085,data/oxford_txts/TC5_oxford.txt,But al shal passe; and thus take I my leve.”,BOTH,Present 3rd sg must end in -th,But al shal passe; and thus take I my leve.”,But al shal passe and thus take I my leve,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,doon,v%inf,Book of the Duchess 188,data/oxford_txts/BD_oxford.txt,And tolde him what he shulde doon,BOTH,Infinitive must end in -en or -e,And tolde him what he shulde doon,And tolde hym what he shulde doon,Infinitive must end in -en or -e,Infinitive must end in -en or -e
witen,woot,v%pr_3,The Merchant's Tale 1444,data/oxford_txts/MerT_oxford.txt,"That woot namore of it than woot my page,°",BOTH,Present 3rd sg must end in -th,"That woot namore of it than woot my page,°",That woot namoore of it than woot my page,Present 3rd sg must end in -th,Present 3rd sg must end in -th
witen,woot,v%pr_3,The Clerk's Tale 155,data/oxford_txts/ClT_oxford.txt,"For God it woot,° that children ofte been",BOTH,Present 3rd sg must end in -th,"For God it woot,° that children ofte been",For God it woot that children ofte been,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shelden,shilde,v%pr_3,The Shipman's Tale 264,data/oxford_txts/ShipT_oxford.txt,"Farwel, cosin; God shilde° yow fro care.°",BOTH,Present 3rd sg must end in -th,"Farwel, cosin; God shilde° yow fro care.°",Farewel cosyn God shilde yow fro care,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Summoner's Tale 1782,data/oxford_txts/SumT_oxford.txt,“How han ye fare° sith° that March bigan?,BOTH,Present plural must end in -en or -e,“How han ye fare° sith° that March bigan?,How han ye fare sith that March bigan,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,The Shipman's Tale 161,data/oxford_txts/ShipT_oxford.txt,Min housbond is to me the worste man,BOTH,Present 3rd sg must end in -th,Min housbond is to me the worste man,Myn housbonde is to me the worste man,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The General Prologue 658,data/oxford_txts/GP_oxford.txt,"“Purs is the ercedeknes helle,” seide he.",BOTH,Present 3rd sg must end in -th,"“Purs is the ercedeknes helle,” seide he.",Purs is the ercedekenes helle seyde he,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,House of Fame 810,data/oxford_txts/HF_oxford.txt,That loude or privee° spoken is,BOTH,Present 3rd sg must end in -th,That loude or privee° spoken is,That lowd or pryvee spoken ys,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Knight's Tale 1413,data/oxford_txts/KnT_oxford.txt,To Athenes is he goon the nexte° way.,BOTH,Present 3rd sg must end in -th,To Athenes is he goon the nexte° way.,To Atthenes is he goon the nexte way,Present 3rd sg must end in -th,Present 3rd sg must end in -th
comen,cam,v%pt_pl,The Clerk's Tale 477,data/oxford_txts/ClT_oxford.txt,"Ye woot yourself wel, how that ye cam here",BOTH,Past plural must end in -en or -e,"Ye woot yourself wel, how that ye cam here",Ye woot youreself wel how that ye cam heere,Past plural must end in -en or -e,Past plural must end in -en or -e
heren,herde,v%pt_3,The Knight's Tale 902,data/oxford_txts/KnT_oxford.txt,That herde swich another weimentinge;°,BOTH,"Weak pt sg must end in -ed, -d, or -t",That herde swich another weimentinge;°,That herde swich another waymentynge,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
witen,wot,v%pr_pl,Troilus and Criseyde; Book IV 1254,data/oxford_txts/TC4_oxford.txt,"“Lo, herte min, wel wot ye this,” quod she",BOTH,Present plural must end in -en or -e,"“Lo, herte min, wel wot ye this,” quod she",Lo herte myn wel woot ye this quod she,Present plural must end in -en or -e,Present plural must end in -en or -e
connen,can,v%pr_3,Troilus and Criseyde; Book II 1197,data/oxford_txts/TC2_oxford.txt,"Can he theron? for, by my trouthe, I noot.”",BOTH,Present 3rd sg must end in -th,"Can he theron? for, by my trouthe, I noot.”",Kan he theron For by my trouthe I noot,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Summoner's Tale 1943,data/oxford_txts/SumT_oxford.txt,And by that lord that clepid° is Seint Yve,BOTH,Present 3rd sg must end in -th,And by that lord that clepid° is Seint Yve,And by that lord that clepid is Seint Yve,Present 3rd sg must end in -th,Present 3rd sg must end in -th
gon,gon,v%pr_pl,The Physician's Tale 267,data/oxford_txts/PhyT_oxford.txt,For which unto this Apius they gon,BOTH,Present plural must end in -en or -e,For which unto this Apius they gon,For which unto this Apius they gon,Present plural must end in -en or -e,Present plural must end in -en or -e
mouen,may,v%pr_3,The Wife of Bath's Prologue 264,data/oxford_txts/WBPro_oxford.txt,It may so longe assailled been overal.,BOTH,Present 3rd sg must end in -th,It may so longe assailled been overal.,It may so longe assailled been overal,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Merchant's Tale 2015,data/oxford_txts/MerT_oxford.txt,He is so plesant unto every man,BOTH,Present 3rd sg must end in -th,He is so plesant unto every man,He is so plesant unto every man,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,do,v%inf,The Friar's Tale 1364,data/oxford_txts/FriT_oxford.txt,Do striken hir out of our lettres blake;,BOTH,Infinitive must end in -en or -e,Do striken hir out of our lettres blake;,Do striken hire out of oure lettres blake,Infinitive must end in -en or -e,Infinitive must end in -en or -e
wenden,wente,v%pt_3,Troilus and Criseyde; Book V 1303,data/oxford_txts/TC5_oxford.txt,“Thou hast not writen hir sin that she wente,BOTH,"Weak pt sg must end in -ed, -d, or -t",“Thou hast not writen hir sin that she wente,Thow hast nat writen hire syn that she wente,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
don,do,v%inf,Troilus and Criseyde; Book III 1292,data/oxford_txts/TC3_oxford.txt,"To do me live, if that yow liste, or sterve",BOTH,Infinitive must end in -en or -e,"To do me live, if that yow liste, or sterve",To do me lyve if that yow liste or sterve,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,is,v%pr_3,The Shipman's Tale 284,data/oxford_txts/ShipT_oxford.txt,"My gold is youres, whan that it yow leste.°",BOTH,Present 3rd sg must end in -th,"My gold is youres, whan that it yow leste.°",My gold is youres whan that it yow leste,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shulen,shal,v%pr_3,The General Prologue 792,data/oxford_txts/GP_oxford.txt,"In this viage, shal telle tales tweye",BOTH,Present 3rd sg must end in -th,"In this viage, shal telle tales tweye",In this viage shal telle tales tweye,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,hadde,v%pt_3,Troilus and Criseyde; Book I 188,data/oxford_txts/TC1_oxford.txt,"Hadde he to noon, to reven him his reste",BOTH,"Weak pt sg must end in -ed, -d, or -t","Hadde he to noon, to reven him his reste",Hadde he to non to reven hym his reste,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
moten,mot,v%pr_3,Troilus and Criseyde; Book II 439,data/oxford_txts/TC2_oxford.txt,But sith I see my lord mot nedes die,BOTH,Present 3rd sg must end in -th,But sith I see my lord mot nedes die,But sith I se my lord mot nedes dye,Present 3rd sg must end in -th,Present 3rd sg must end in -th
rennen,ran,v%pt_pl,The Nun's Priest's Tale 3381,data/oxford_txts/NPT_oxford.txt,"Ha, ha, the fox!” and after him they ran",BOTH,Past plural must end in -en or -e,"Ha, ha, the fox!” and after him they ran",Ha ha The fox and after hym they ran,Past plural must end in -en or -e,Past plural must end in -en or -e
witen,woot,v%pr_3,The Squire's Tale 573,data/oxford_txts/SqT_oxford.txt,"As him, God woot! ne never shal namo.°",BOTH,Present 3rd sg must end in -th,"As him, God woot! ne never shal namo.°",As hym God woot ne nevere shal namo,Present 3rd sg must end in -th,Present 3rd sg must end in -th
leven,leve,v%pr_3,The Friar's Tale 1644,data/oxford_txts/FriT_oxford.txt,And leve° thise somnours goode men bicome!,BOTH,Present 3rd sg must end in -th,And leve° thise somnours goode men bicome!,And leve thise somonours goode men bicome,Present 3rd sg must end in -th,Present 3rd sg must end in -th
holden,holde,v%pr_3,The Clerk's Tale 287,data/oxford_txts/ClT_oxford.txt,If she this wey unto the castel holde.”,BOTH,Present 3rd sg must end in -th,If she this wey unto the castel holde.”,If she this wey unto the castel holde,Present 3rd sg must end in -th,Present 3rd sg must end in -th
mouen,may,v%pr_3,The Squire's Tale 459,data/oxford_txts/SqT_oxford.txt,Or what may ben your help; for west nor eest°,BOTH,Present 3rd sg must end in -th,Or what may ben your help; for west nor eest°,Or what may been youre help For west nor est,Present 3rd sg must end in -th,Present 3rd sg must end in -th
listen,list,v%pr_3,Parliament of Fowls 420,data/oxford_txts/PF_oxford.txt,"Do what hir list,° to do me live or sterve.°",BOTH,Present 3rd sg must end in -th,"Do what hir list,° to do me live or sterve.°",Do what hire lest to do me lyve or sterve,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,be,v%pr_3,Troilus and Criseyde; Book III 1816,data/oxford_txts/TC3_oxford.txt,Al be that ther was som disese among,BOTH,Present 3rd sg must end in -th,Al be that ther was som disese among,Al be that ther was som disese among,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shulen,shal,v%pr_3,The Knight's Tale 2706,data/oxford_txts/KnT_oxford.txt,He shal ben heled of his maladie.,BOTH,Present 3rd sg must end in -th,He shal ben heled of his maladie.,He shal been heeled of his maladye,Present 3rd sg must end in -th,Present 3rd sg must end in -th
willen,wol,v%pr_pl,The Clerk's Tale 143,data/oxford_txts/ClT_oxford.txt,"“Ye wol,” quod he, “min owene peple dere",BOTH,Present plural must end in -en or -e,"“Ye wol,” quod he, “min owene peple dere",Ye wol quod he myn owene peple deere,Present plural must end in -en or -e,Present plural must end in -en or -e
shulen,shul,v%pr_pl,The Merchant's Tale 2273,data/oxford_txts/MerT_oxford.txt,Yit shul we wommen visage it° hardily,BOTH,Present plural must end in -en or -e,Yit shul we wommen visage it° hardily,Yit shul we wommen visage it hardily,Present plural must end in -en or -e,Present plural must end in -en or -e
shulen,shal,v%pr_3,The Franklin's Tale 1058,data/oxford_txts/FranT_oxford.txt,"Which in the sign shal be of the Leoun,°",BOTH,Present 3rd sg must end in -th,"Which in the sign shal be of the Leoun,°",Which in the signe shal be of the Leon,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1099,data/oxford_txts/CYT_oxford.txt,"Of metals, which ye han herd me reherce",BOTH,Present plural must end in -en or -e,"Of metals, which ye han herd me reherce",Of metals whiche ye han herd me reherce,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,The Knight's Tale 2456,data/oxford_txts/KnT_oxford.txt,Min is the drenching° in the see so wan;°,BOTH,Present 3rd sg must end in -th,Min is the drenching° in the see so wan;°,Myn is the drenchyng in the see so wan,Present 3rd sg must end in -th,Present 3rd sg must end in -th
loken,loketh,v%pr_pl,Troilus and Criseyde; Book II 1648,data/oxford_txts/TC2_oxford.txt,Now loketh ye (for I wol have no wite,BOTH,Present plural must end in -en or -e,Now loketh ye (for I wol have no wite,Now loketh ye for I wol have no wite,Present plural must end in -en or -e,Present plural must end in -en or -e
gon,gon,v%pr_pl,The Clerk's Tale 420,data/oxford_txts/ClT_oxford.txt,"Gon to Saluce, upon hir to biholde.°",BOTH,Present plural must end in -en or -e,"Gon to Saluce, upon hir to biholde.°",Goon to Saluce upon hire to biholde,Present plural must end in -en or -e,Present plural must end in -en or -e
shulen,shal,v%pr_3,Troilus and Criseyde; Book IV 209,data/oxford_txts/TC4_oxford.txt,"But Antenor, he shal com hoom to toune",BOTH,Present 3rd sg must end in -th,"But Antenor, he shal com hoom to toune",But Antenor he shal com hom to towne,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ginnen,gan,v%pt_pl,Book of the Duchess 1312,data/oxford_txts/BD_oxford.txt,They gan to strake forth;° al was don,BOTH,Past plural must end in -en or -e,They gan to strake forth;° al was don,They gan to strake forth al was doon,Past plural must end in -en or -e,Past plural must end in -en or -e
moten,mot,v%pr_3,Troilus and Criseyde; Book III 828,data/oxford_txts/TC3_oxford.txt,As every joye of worldly thing mot flee,BOTH,Present 3rd sg must end in -th,As every joye of worldly thing mot flee,As every joye of worldly thyng mot flee,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,doon,v%pr_pl,The Physician's Tale 100,data/oxford_txts/PhyT_oxford.txt,"If that they doon, ye shul it dere abeie.°",BOTH,Present plural must end in -en or -e,"If that they doon, ye shul it dere abeie.°",If that they doon ye shul it deere abeye,Present plural must end in -en or -e,Present plural must end in -en or -e
witen,woot,v%pr_3,Troilus and Criseyde; Book II 1360,data/oxford_txts/TC2_oxford.txt,God woot that thy disese dooth me wo.,BOTH,Present 3rd sg must end in -th,God woot that thy disese dooth me wo.,God woot that thi disese doth me wo,Present 3rd sg must end in -th,Present 3rd sg must end in -th
wenden,wente,v%pt_3,Troilus and Criseyde; Book II 596,data/oxford_txts/TC2_oxford.txt,"With this he took his leve, and hoom he wente;",BOTH,"Weak pt sg must end in -ed, -d, or -t","With this he took his leve, and hoom he wente;",With this he took his leve and hom he wente,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,Troilus and Criseyde; Book I 247,data/oxford_txts/TC1_oxford.txt,For alderwisest han therwith ben plesed;,BOTH,Present plural must end in -en or -e,For alderwisest han therwith ben plesed;,For alderwisest han therwith ben plesed,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,Troilus and Criseyde; Book III 769,data/oxford_txts/TC3_oxford.txt,And whan my tale ybrought is to an ende,BOTH,Present 3rd sg must end in -th,And whan my tale ybrought is to an ende,And whan my tale brought is to an ende,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Second Nun's Tale 253,data/oxford_txts/SNT_oxford.txt,"Valerian seid, “Two corones han we",BOTH,Present plural must end in -en or -e,"Valerian seid, “Two corones han we",Valerian seyde Two corones han we,Present plural must end in -en or -e,Present plural must end in -en or -e
connen,can,v%pr_3,Troilus and Criseyde; Book II 21,data/oxford_txts/TC2_oxford.txt,A blind man can nat juggen wel in hewis.,BOTH,Present 3rd sg must end in -th,A blind man can nat juggen wel in hewis.,A blynd man kan nat juggen wel in hewis,Present 3rd sg must end in -th,Present 3rd sg must end in -th
seien,seyn,v%pr_pl,Troilus and Criseyde; Book IV 970,data/oxford_txts/TC4_oxford.txt,And som men seyn that nedely ther is noon;,BOTH,Present plural must end in -en or -e,And som men seyn that nedely ther is noon;,And som men seyn that nedely ther is noon,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,Troilus and Criseyde; Book IV 1114,data/oxford_txts/TC4_oxford.txt,"“For which my counseil is, whan it is night",BOTH,Present 3rd sg must end in -th,"“For which my counseil is, whan it is night",For which my counseil is whan it is nyght,Present 3rd sg must end in -th,Present 3rd sg must end in -th
gon,go,v%inf,The Reeve's Tale 4081,data/oxford_txts/RvT_oxford.txt,"With wilde mares, as faste as he may go.",BOTH,Infinitive must end in -en or -e,"With wilde mares, as faste as he may go.",With wilde mares as faste as he may go,Infinitive must end in -en or -e,Infinitive must end in -en or -e
mouen,may,v%pr_3,Book of the Duchess 892,data/oxford_txts/BD_oxford.txt,She loved as man may do his brother;,BOTH,Present 3rd sg must end in -th,She loved as man may do his brother;,She loved as man may do hys brother,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,be,v%pr_3,The Canon's Yeoman's Tale 917,data/oxford_txts/CYT_oxford.txt,"I trowe he with us be, that ilke° shrewe!°",BOTH,Present 3rd sg must end in -th,"I trowe he with us be, that ilke° shrewe!°",I trowe he with us be that ilke shrewe,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Summoner's Tale 2203,data/oxford_txts/SumT_oxford.txt,Is ther oght° elles? Tel me faithfully.”,BOTH,Present 3rd sg must end in -th,Is ther oght° elles? Tel me faithfully.”,Is ther oght elles Telle me feithfully,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Prioress' Tale 647,data/oxford_txts/PrT_oxford.txt,Tel me what is thy cause for to singe,BOTH,Present 3rd sg must end in -th,Tel me what is thy cause for to singe,Tel me what is thy cause for to synge,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Merchant's Tale 2071,data/oxford_txts/MerT_oxford.txt,"Is woxen blind,° and that al sodeinly.",BOTH,Present 3rd sg must end in -th,"Is woxen blind,° and that al sodeinly.",Is woxen blynd and that al sodeynly,Present 3rd sg must end in -th,Present 3rd sg must end in -th
brennen,brende,v%pt_3,Troilus and Criseyde; Book I 448,data/oxford_txts/TC1_oxford.txt,"And ay the ner he was, the more he brende.",BOTH,"Weak pt sg must end in -ed, -d, or -t","And ay the ner he was, the more he brende.",And ay the ner he was the more he brende,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
heren,herde,v%pt_1,The Nun's Priest's Tale 3301,data/oxford_txts/NPT_oxford.txt,"Save° yow, I herde never man so singe",BOTH,"Weak pt sg must end in -ed, -d, or -t","Save° yow, I herde never man so singe",Save yow I herde nevere man so synge,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,Troilus and Criseyde; Book II 1523,data/oxford_txts/TC2_oxford.txt,"For, pardee, sik is he that is in sorwe.",BOTH,Present 3rd sg must end in -th,"For, pardee, sik is he that is in sorwe.",For parde sik is he that is in sorwe,Present 3rd sg must end in -th,Present 3rd sg must end in -th
connen,can,v%pr_3,Troilus and Criseyde; Book IV 891,data/oxford_txts/TC4_oxford.txt,As ferforth as my wit can comprehende.,BOTH,Present 3rd sg must end in -th,As ferforth as my wit can comprehende.,As ferforth as my wit kan comprehende,Present 3rd sg must end in -th,Present 3rd sg must end in -th
saven,save,v%pr_3,The Summoner's Tale 2112,data/oxford_txts/SumT_oxford.txt,"So God me save, Thomas, by your leve",BOTH,Present 3rd sg must end in -th,"So God me save, Thomas, by your leve",So God me save Thomas by youre leve,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shelden,shelde,v%pr_3,House of Fame 88,data/oxford_txts/HF_oxford.txt,"And shelde° hem fro poverte and shonde,°",BOTH,Present 3rd sg must end in -th,"And shelde° hem fro poverte and shonde,°",And shelde hem fro poverte and shonde,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shulen,shal,v%pr_3,The Reeve's Tale 4321,data/oxford_txts/RvT_oxford.txt,A gilour° shal himself bigiled be.”,BOTH,Present 3rd sg must end in -th,A gilour° shal himself bigiled be.”,A gylour shal hymself bigyled be,Present 3rd sg must end in -th,Present 3rd sg must end in -th
durren,dorste,v%pt_3,Troilus and Criseyde; Book III 1554,data/oxford_txts/TC3_oxford.txt,"In swich a plit, she dorste make him chere.",BOTH,"Weak pt sg must end in -ed, -d, or -t","In swich a plit, she dorste make him chere.",In swich a plit she dorste make hym cheere,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,The Canon's Yeoman's Tale 1134,data/oxford_txts/CYT_oxford.txt,"Shal° make al good, for it is cause of al",BOTH,Present 3rd sg must end in -th,"Shal° make al good, for it is cause of al",Shal make al good for it is cause of al,Present 3rd sg must end in -th,Present 3rd sg must end in -th
connen,can,v%pr_3,Book of the Duchess 902,data/oxford_txts/BD_oxford.txt,I have no wit that can suffise,BOTH,Present 3rd sg must end in -th,I have no wit that can suffise,I have no wit that kan suffise,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%inf,The Shipman's Tale 388,data/oxford_txts/ShipT_oxford.txt,"Ye sholde han warned me, er° I had gon",BOTH,Infinitive must end in -en or -e,"Ye sholde han warned me, er° I had gon",Ye sholde han warned me er I had gon,Infinitive must end in -en or -e,Infinitive must end in -en or -e
willen,wol,v%pr_3,The Merchant's Tale 1300,data/oxford_txts/MerT_oxford.txt,For she wol claime half part al hir lif;,BOTH,Present 3rd sg must end in -th,For she wol claime half part al hir lif;,For she wol clayme half part al hir lyf,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Franklin's Tale 1612,data/oxford_txts/FranT_oxford.txt,"As wel as any of yow, it is no drede!°",BOTH,Present 3rd sg must end in -th,"As wel as any of yow, it is no drede!°",As wel as any of yow it is no drede,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,do,v%inf,Troilus and Criseyde; Book II 1614,data/oxford_txts/TC2_oxford.txt,"What sholde I lenger,” quod he, “do yow dwelle?”",BOTH,Infinitive must end in -en or -e,"What sholde I lenger,” quod he, “do yow dwelle?”",What sholde I lenger quod he do yow dwelle,Infinitive must end in -en or -e,Infinitive must end in -en or -e
don,doon,v%pr_pl,Troilus and Criseyde; Book III 805,data/oxford_txts/TC3_oxford.txt,"What harm they doon, for now live I to longe!",BOTH,Present plural must end in -en or -e,"What harm they doon, for now live I to longe!",What harm they don For now lyve I to longe,Present plural must end in -en or -e,Present plural must end in -en or -e
seien,seyn,v%inf,The Physician's Tale 15,data/oxford_txts/PhyT_oxford.txt,"Or grave,° or peinte; for I dar wel seyn",BOTH,Infinitive must end in -en or -e,"Or grave,° or peinte; for I dar wel seyn",Or grave or peynte for I dar wel seyn,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,is,v%pr_3,Troilus and Criseyde; Book II 127,data/oxford_txts/TC2_oxford.txt,"“Ye, holy God!” quod she, “What thing is that?",BOTH,Present 3rd sg must end in -th,"“Ye, holy God!” quod she, “What thing is that?",Ye holy God quod she what thyng is that,Present 3rd sg must end in -th,Present 3rd sg must end in -th
gon,gon,v%inf,The Franklin's Tale 1167,data/oxford_txts/FranT_oxford.txt,And swich confort he yaf him for to gon,BOTH,Infinitive must end in -en or -e,And swich confort he yaf him for to gon,And swich confort he yaf hym for to gon,Infinitive must end in -en or -e,Infinitive must end in -en or -e
gon,goon,v%pr_pl,The Friar's Tale 1469,data/oxford_txts/FriT_oxford.txt,"¶“ ‘Why,’ quod this somnour, ‘ride ye thanne or goon",BOTH,Present plural must end in -en or -e,"¶“ ‘Why,’ quod this somnour, ‘ride ye thanne or goon",Why quod this somonour ryde ye thanne or goon,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,be,v%pr_3,Troilus and Criseyde; Book I 46,data/oxford_txts/TC1_oxford.txt,That it to Love be worship and plesaunce.,BOTH,Present 3rd sg must end in -th,That it to Love be worship and plesaunce.,That it to Love be worship and plesaunce,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 1178,data/oxford_txts/TC3_oxford.txt,"That is to seyn, that I foryeve al this;",BOTH,Present 3rd sg must end in -th,"That is to seyn, that I foryeve al this;",That is to seyn that I foryeve al this,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Pardoner's Tale 641,data/oxford_txts/PardT_oxford.txt,How that the seconde heste of him is this—,BOTH,Present 3rd sg must end in -th,How that the seconde heste of him is this—,Hou that the seconde heeste of hym is this,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%inf,The Knight's Tale 1839,data/oxford_txts/KnT_oxford.txt,"This is to seyn, she may nat now han bothe",BOTH,Infinitive must end in -en or -e,"This is to seyn, she may nat now han bothe",This is to seyn she may nat now han bothe,Infinitive must end in -en or -e,Infinitive must end in -en or -e
shulen,shul,v%pr_pl,Troilus and Criseyde; Book IV 112,data/oxford_txts/TC4_oxford.txt,Sin ye shul bothe han folk and toun as yerne?,BOTH,Present plural must end in -en or -e,Sin ye shul bothe han folk and toun as yerne?,Syn ye shul bothe han folk and town as yerne,Present plural must end in -en or -e,Present plural must end in -en or -e
willen,wol,v%pr_3,Troilus and Criseyde; Book V 644,data/oxford_txts/TC5_oxford.txt,My ship and me Caribdis wol devoure.”,BOTH,Present 3rd sg must end in -th,My ship and me Caribdis wol devoure.”,My ship and me Caribdis wol devoure,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,hadde,v%pt_3,Troilus and Criseyde; Book IV 1424,data/oxford_txts/TC4_oxford.txt,And verrailich him semed that he hadde,BOTH,"Weak pt sg must end in -ed, -d, or -t",And verrailich him semed that he hadde,And verrayliche him semed that he hadde,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
willen,wol,v%pr_3,The Summoner's Tale 1879,data/oxford_txts/SumT_oxford.txt,"Whoso wol preye, he moot° faste and be clene,°",BOTH,Present 3rd sg must end in -th,"Whoso wol preye, he moot° faste and be clene,°",Whoso wol preye he moot faste and be clene,Present 3rd sg must end in -th,Present 3rd sg must end in -th
willen,wol,v%pr_3,Troilus and Criseyde; Book II 980,data/oxford_txts/TC2_oxford.txt,"It spredeth so for joye, it wol tosterte!",BOTH,Present 3rd sg must end in -th,"It spredeth so for joye, it wol tosterte!",It spredeth so for joie it wol tosterte,Present 3rd sg must end in -th,Present 3rd sg must end in -th
