LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book IV 1230,And gan him in hire armes faste folde,and@conj ginnen@v%pt_3 him@pron%obj in@prep hire@pron1%fem_gen arm@n%pl faste@adv folden@v2%inf,u S u S ux Su Su Sx
Troilus and Criseyde; Book IV 1231,"And seide, “O mercy, God, lo, which a dede!",and@conj seien@v1%pt_3 o@interj merci@n1 god@n1#propn lo@interj which@gram_adj a@indef_art dede@n,u Sx u Su S u S u Sx
Troilus and Criseyde; Book IV 1232,Allas! how neigh we were bothe dede!,alas@interj hou@adv&conj neigh@adv we@pron%pl_nom ben@v%pt_pl bothe@num_adj ded@adj,uS u S u Su Su Sx
Troilus and Criseyde; Book IV 1233,"“Thanne if I ne hadde spoken, as grace was",thanne@adv if@conj ich@pron%nom ne@adv haven@v%pt_1 speken@v%ppl as@conj grace@n ben@v%pt_3,ux S u S ux Su S ux S
Troilus and Criseyde; Book IV 1234,Ye wolde han slain yourself anoon?” quod she.,ye@pron%pl_nom willen@v%pt_pl haven@v%inf slen@v%ppl yourself@pron an-on@adv quethen@v%pt_3 she@pron%nom,u Sx u S uS uS u S
Troilus and Criseyde; Book IV 1235,"“Ye, douteless”; and she answerde, “Allas!",ye@adv douteles@adv and@conj she@pron%nom answeren@v%pt_3 alas@interj,u SuS u S uSx uS
Troilus and Criseyde; Book IV 1236,"For, by that ilke Lord that made me",for@conj bi@prep that@art&gram_adj ilke@pron_gram_adj lord@n that@pron maken@v1%pt_3 me@pron2%obj,u S u Su S u Su S
Troilus and Criseyde; Book IV 1237,I nolde a forlong wey on live han be,ich@pron%nom willen@v%pt_1_neg a@indef_art furlong@n#adj wei@n on@prep lif@n haven@v%inf ben@v%ppl,u Sx u Su S u Sx u S
Troilus and Criseyde; Book IV 1238,"After your deeth, to han be crowned quene",after@prep your@pron%pl_gen deth@n to@part haven@v%inf ben@v%ppl corounen@v1%ppl quene@n2,uS u S u S u Su Sx
Troilus and Criseyde; Book IV 1239,Of al the lond the sonne on shineth shene.,of@prep al@gram_adj the@def_art lond@n the@def_art sonne@n on@adv1 shinen@v%pr_3 shene@adv,u S u S u Sx u Su Sx
Troilus and Criseyde; Book IV 1240,"“But with this selve swerd, which that here is",but@conj with@prep this@gram_adj self@adj sword@n which@pron that@pron her@adv ben@v%pr_3,u S u Sx u S u Su S
Troilus and Criseyde; Book IV 1241,Myselve I wolde have slain!”—quod she tho;,mi-self@pron ich@pron%nom willen@v%pt_1 haven@v%inf slen@v%ppl quethen@v%pt_3 she@pron%nom tho@adv,uSx u S u Su S u S
Troilus and Criseyde; Book IV 1242,"“But ho, for we han right ynow of this",but@conj ho@interj for@conj we@pron%pl_nom haven@v%pr_pl righte@adv inough@n of@prep this@pron,u S u S u S uS u S
Troilus and Criseyde; Book IV 1243,And late us rise and streight to bedde go;,and@conj leten@v%imp us@pron%pl_obj risen@v%inf and@conj streight@adv to@prep bed@n1 gon@v%inf,u Sx u Sx u S u Su S
Troilus and Criseyde; Book IV 1244,And there lat us speken of our wo.,and@conj ther@adv leten@v%imp us@pron%pl_obj speken@v%inf of@prep oure@pron%pl_gen wo@n,u Su S u Su S u S
Troilus and Criseyde; Book IV 1245,"For, by the morter which that I see brenne",for@conj bi@prep the@def_art morter@n1 which@pron that@pron ich@pron%nom sen@v1%pr_1 brennen@v%inf,u S u Su S u S u Sx
Troilus and Criseyde; Book IV 1246,Knowe I ful wel that day is not fer henne.”,knouen@v%pr_1 ich@pron%nom ful@adv wel@adv that@conj dai@n ben@v%pr_3 not@adv fer@adv henne@adv,ux S u S u S u S u Sx
Troilus and Criseyde; Book IV 1247,"Whan they were in hir bedde, in armes folde",whan@adv&conj thei@pron%pl_nom ben@v%pt_pl in@prep here@pron%pl_gen bed@n1 in@prep arm@n%pl folden@v2%ppl_abs,u S ux S u Sx u Su Sx
Troilus and Criseyde; Book IV 1248,Nought was it lik tho nightes herebiforn;,nought@adv ben@v%pt_3 hit@pron like@prep tho@gram_adj%pl night@n%pl her-biforen@adv,u S u S u Su xSuS
Troilus and Criseyde; Book IV 1249,For pitously ech other gan biholde,for@conj pitousli@adv ech@pron_gram_adj other@pron ginnen@v%pt_3 biholden@v%inf,u SuS u Su S uSx
Troilus and Criseyde; Book IV 1250,As they that hadden al hir blisse ylorn,as@conj thei@pron%pl_nom that@pron haven@v%pt_pl al@gram_adj here@pron%pl_gen blisse@n lesen@v4%ppl,u S u Su S u Sx uS
Troilus and Criseyde; Book IV 1251,Biwailinge ay the day that they were born.,biwailen@v%prp_abs ai@adv the@def_art dai@n that@pron thei@pron%pl_nom ben@v%pt_pl beren@v1%ppl,uSux S u S u S ux S
Troilus and Criseyde; Book IV 1252,Til at the last this sorwful wight Criseyde,til@conj at@prep the@def_art laste@adj#n%sup this@gram_adj sorweful@adj wight@n criseyde@n#propn,u S u S u Su S uSx
Troilus and Criseyde; Book IV 1253,To Troilus these ilke wordes seide:—,to@prep troilus@n#propn these@gram_adj%pl ilke@pron_gram_adj word@n%pl seien@v1%pt_3,u SuS ux Su Su Sx
Troilus and Criseyde; Book IV 1254,"“Lo, herte min, wel wot ye this,” quod she",lo@interj herte@n min@pron%gen wel@adv witen@v1%pr_pl ye@pron%pl_nom this@pron quethen@v%pt_3 she@pron%nom,u Su S u S u S u S
Troilus and Criseyde; Book IV 1255,“That if a wight alwey his wo compleine,that@conj if@conj a@indef_art wight@n al-wei@adv his@pron1%gen wo@n compleinen@v%pr_3,u S u S uS u S uSx
Troilus and Criseyde; Book IV 1256,And seketh nought how holpen for to be,and@conj sechen@v%imp nought@adv hou@adv&conj helpen@v%ppl for@prep#adv to@part ben@v%inf,u Su S u Su S u S
Troilus and Criseyde; Book IV 1257,It nis but folie and encrees of peine;,hit@pron ben@v%pr_3_neg but@conj folie@n and@conj encres@n of@prep peine@n,u S u Su S uS u Sx
Troilus and Criseyde; Book IV 1258,And sin that here assembled be we tweine,and@conj sin@conj that@part her@adv assemblen@v1%ppl ben@v%pr_pl we@pron%pl_nom twein@num_n,u S u Sx uSu S u Sx
Troilus and Criseyde; Book IV 1259,To finde bote of wo that we ben inne,to@part finden@v%inf bote@n1 of@prep wo@n that@pron we@pron%pl_nom ben@v%pr_pl inne@prep,u Su Sx u S u S u Sx
Troilus and Criseyde; Book IV 1260,It were al time soone to biginne.,hit@pron ben@v%pt_3 al@adv time@n sone@adv to@part biginnen@v%inf,u Sx u Su Su S uSx
Troilus and Criseyde; Book IV 1261,"“I am a womman, as ful wel ye woot",ich@pron%nom ben@v%pr_1 a@indef_art womman@n as@conj ful@adv wel@adv ye@pron%pl_nom witen@v1%pr_pl,u S u Su S u S u S
Troilus and Criseyde; Book IV 1262,And as I am avised sodeinly,and@conj as@conj ich@pron%nom ben@v%pr_1 avisen@v%ppl sodeinli@adv,u S u S uSu SuS
Troilus and Criseyde; Book IV 1263,"So wol I telle yow, whil it is hoot.",so@adv willen@v%pr_1 ich@pron%nom tellen@v%inf you@pron%pl_obj whil@conj hit@pron ben@v%pr_3 hot@adj,u S u Su S u S u S
Troilus and Criseyde; Book IV 1264,"Me thinketh thus, that neither ye nor I",me@pron2%obj thinken@v1%pr_3 thus@adv that@conj nouther@conj ye@pron%pl_nom nor@conj ich@pron%nom,u Su S u Su S u S
Troilus and Criseyde; Book IV 1265,Ought half this wo to make skilfully.,ouen@v%pt_1 half@n this@gram_adj wo@n to@part maken@v1%inf skilfulli@adv,u S u S u Su SuS
Troilus and Criseyde; Book IV 1266,For there is art ynow for to redresse,for@conj ther@adv ben@v%pr_3 art@n1 inough@adj for@prep#adv to@part redressen@v%inf,u Sx u S uS u S uSx
Troilus and Criseyde; Book IV 1267,"That yet is mis, and sleen this hevinesse.",that@pron yet@adv ben@v%pr_3 mis@adj and@conj slen@v%inf this@gram_adj hevinesse@n,u S u S u S u SuSx
Troilus and Criseyde; Book IV 1268,"“Sooth is, the wo, the which that we ben inne",soth@adj ben@v%pr_3 the@def_art wo@n the@def_art which@pron that@pron we@pron%pl_nom ben@v%pr_pl inne@prep,u S u S u S u S u Sx
Troilus and Criseyde; Book IV 1269,"For ought I woot, for nothing elles is",for@prep ought@pron ich@pron%nom witen@v1%pr_1 for@conj no-thing@pron elles@adj ben@v%pr_3,u S u S u Su Su S
Troilus and Criseyde; Book IV 1270,But for the cause that we sholden twinne.,but@conj for@prep the@def_art cause@n that@pron we@pron%pl_nom shulen@v1%pt_pl twinnen@v1%inf,u S u Su S u Su Sx
Troilus and Criseyde; Book IV 1271,"Considered al, ther nis nomore amis.",consideren@v%ppl_abs al@gram_adjas_n ther@adv ben@v%pr_3_neg no_more@n amis@adj,uSux S u S uSx uS
Troilus and Criseyde; Book IV 1272,But what is thanne a remede unto this,but@conj what@pron ben@v%pr_3 thanne@adv a@indef_art remede@n unto@prep this@pron,u S u Sx u Sux Su S
Troilus and Criseyde; Book IV 1273,But that we shape us soone for to mete?,but@conj that@conj we@pron%pl_nom shapen@v%pr_pl us@pron%pl_obj sone@adv for@prep#adv to@part meten@v4%inf,u S u Sx u Su S u Sx
Troilus and Criseyde; Book IV 1274,"This al and som, my dere herte swete.",this@pron%contr al@gram_adjas_n and@conj som@pron min@pron%gen dere@adj1 herte@n swete@adj,u S u S u Su Su Sx
Troilus and Criseyde; Book IV 1275,“Now that I shal wel bringen it aboute,nou@adv that@conj ich@pron%nom shulen@v1%pr_1 wel@adv bringen@v%inf hit@pron abouten@adv,u S u S u Su S uSx
Troilus and Criseyde; Book IV 1276,"To come ayein, soone after that I go",to@part comen@v%inf ayen@adv sone@adv after@conj that@part ich@pron%nom gon@v%pr_1,u Sx uS ux Su S u S
Troilus and Criseyde; Book IV 1277,Therof am I no maner thing in doute.,ther-of@adv ben@v%pr_1 ich@pron%nom no@gram_adj manere@n#adj thing@n in@prep doute@n,uS u S u Su S u Sx
Troilus and Criseyde; Book IV 1278,"For dredeles, withinne a wouke or two",for@conj dredeles@adv with-inne@prep a@indef_art weke@n or@conj two@num_adj,u SuS uSx u Sx u S
Troilus and Criseyde; Book IV 1279,"I shal ben here; and, that it may be so",ich@pron%nom shulen@v1%pr_1 ben@v%inf her@adv and@conj that@conj hit@pron mouen@v3%pr_3 ben@v%inf so@adv,u S u Sx u S u S u S
Troilus and Criseyde; Book IV 1280,"By alle right, and in a wordes fewe",bi@prep al@gram_adj right@n and@conj in@prep a@indef_art word@n%pl feue@pron_gram_adj,u Su S u S u Su Sx
Troilus and Criseyde; Book IV 1281,I shal yow wel an heep of weyes shewe.,ich@pron%nom shulen@v1%pr_1 you@pron%pl_obj wel@adv a@indef_art hep@n of@prep wei@n%pl sheuen@v1%inf,u S u S u S u Su Sx
Troilus and Criseyde; Book IV 1282,“For which I wol not make long sermoun,for@prep which@pron ich@pron%nom willen@v%pr_1 not@adv maken@v1%inf long@adj1 sermoun@n --@dash,u S u S u Su S uS
Troilus and Criseyde; Book IV 1283,For time ylost may not recovered be;,for@conj time@n losen@v2#adj%ppl mouen@v3%pr_3 not@adv recoveren@v2%ppl ben@v%inf,u Sx uS u S uSux S
Troilus and Criseyde; Book IV 1284,But I wol gon to my conclusioun,but@conj ich@pron%nom willen@v%pr_1 gon@v%inf to@prep min@pron%gen conclusioun@n,u S u S u S uSuS
Troilus and Criseyde; Book IV 1285,"And to the beste, in ought that I can see.",and@conj to@prep the@def_art best@adjas_n%sup in@prep ought@pron that@pron ich@pron%nom connen@v%pr_1 sen@v1%inf,u S u Sx u S u S u S
Troilus and Criseyde; Book IV 1286,"And, for the love of God, foryeve it me",and@conj for@prep the@def_art love@n1 of@prep god@n1#propn foryeven@v%imp hit@pron me@pron2%obj,u S u Sx u S uSx u S
Troilus and Criseyde; Book IV 1287,If I speke ought ayein your hertes reste;,if@conj ich@pron%nom speken@v%pr_1 ought@pron ayen@prep your@pron%pl_gen herte@n%gen reste@n1,u S ux S uS u Su Sx
Troilus and Criseyde; Book IV 1288,"For trewely, I speke it for the beste;",for@conj treuli@adv ich@pron%nom speken@v%pr_1 hit@pron for@prep the@def_art best@adjas_n%sup,u SuS u Sx u S u Sx
Troilus and Criseyde; Book IV 1289,“Makinge alwey a protestacioun,maken@v1%prp_abs al-wei@adv a@indef_art protestacioun@n,uSx uS u SuSuS
Troilus and Criseyde; Book IV 1290,"That now these wordes, which that I shal seye",that@conj nou@adv these@gram_adj%pl word@n%pl which@pron that@pron ich@pron%nom shulen@v1%pr_1 seien@v1%inf,u S ux Su S u S u S
Troilus and Criseyde; Book IV 1291,Nis but to shewe yow my mocioun,ben@v%pr_3_neg but@conj to@part sheuen@v1%inf you@pron%pl_obj min@pron%gen mocioun@n,u S u Su S u SuS
Troilus and Criseyde; Book IV 1292,To finde unto our help the beste weye;,to@part finden@v%inf unto@prep oure@pron%pl_gen help@n the@def_art best@adj%sup wei@n,u Sx uS u S u Su S
Troilus and Criseyde; Book IV 1293,"And taketh it non other wise, I preye.",and@conj taken@v%imp hit@pron non@gram_adj other@gram_adj wise@n2 ich@pron%nom preien@v1%pr_1,u Su S u Su Sx u S
Troilus and Criseyde; Book IV 1294,For in effect whatso ye me comaunde,for@conj in@prep effect@n what-so@adv ye@pron%pl_nom me@pron2%obj commaunden@v%pr_pl,u S uS uS u S uSx
Troilus and Criseyde; Book IV 1295,"That wol I doon, for that is no demaunde.",that@pron willen@v%pr_1 ich@pron%nom don@v1%inf for@conj that@pron ben@v%pr_3 no@gram_adj demaunde@n,u S u S u S u S uSx
Troilus and Criseyde; Book IV 1296,"“Now herkeneth this, ye han wel understonde",nou@adv herkenen@v%imp this@pron ye@pron%pl_nom haven@v%pr_pl wel@adv understonden@v%ppl,u Sux S u S u SuSx
Troilus and Criseyde; Book IV 1297,My goinge graunted is by parlement,min@pron%gen goinge@ger graunten@v%ppl ben@v%pr_3 bi@prep parlemente@n,u Su Su S u SuS
Troilus and Criseyde; Book IV 1298,"So ferforth, that it may not be withstonde",so@adv fer-forth@adv that@conj hit@pron mouen@v3%pr_3 not@adv ben@v%inf withstonden@v%ppl,u Su S u S u S uSx
Troilus and Criseyde; Book IV 1299,"For al this world, as by my jugement.",for@prep al@gram_adj this@gram_adj world@n as@conj bi@prep min@pron%gen jugement@n,u S u S u S u SuS
Troilus and Criseyde; Book IV 1300,And sin ther helpeth noon avisement,and@conj sin@conj ther@adv helpen@v%pr_3 non@gram_adj avisement@n,u S u Su S uSuS
Troilus and Criseyde; Book IV 1301,"To letten it, lat it passe out of minde;",to@part letten@v%inf hit@pron leten@v%imp hit@pron passen@v%inf oute@adv#prep of@prep minde@n1,u Su S u S ux S u Sx
Troilus and Criseyde; Book IV 1302,And lat us shape a bettre wey to finde.,and@conj leten@v%imp us@pron%pl_obj shapen@v%inf a@indef_art bettre@adj%comp wei@n to@part finden@v%inf,u S u Sx u Su S u Sx
Troilus and Criseyde; Book IV 1303,"“The sothe is this, that twinninge of us tweine",the@def_art soth@n ben@v%pr_3 this@pron that@conj twinninge@ger of@prep us@pron%pl_obj twein@num_n,u Sx u S u Sux S u Sx
Troilus and Criseyde; Book IV 1304,Wol us disese and cruelliche anoie.,willen@v%pr_3 us@pron%pl_obj disesen@v%inf and@conj cruelli@adv anoien@v%inf,u S uSx u Sux SuS
Troilus and Criseyde; Book IV 1305,But him bihoveth somtime han a peine,but@conj him@pron%obj bihoven@v%pr_3 som-time@adv haven@v%inf a@indef_art peine@n,u S uSu Sux S u Sx
Troilus and Criseyde; Book IV 1306,"That serveth love, if that he wol have joye.",that@pron serven@v1%pr_3 love@n1#propn if@conj that@part he@pron1%nom willen@v%pr_3 haven@v%inf joie@n,u Sx ux S u S u Sx uS
Troilus and Criseyde; Book IV 1307,And sin I shal no ferthere out of Troye,and@conj sin@conj ich@pron%nom shulen@v1%pr_1 no@adv ferther@adv%comp oute@adv#prep of@prep troie@n1#propn,u S u S u Sxx u S uS
Troilus and Criseyde; Book IV 1308,Than I may ride ayein on half a morwe,than@conj ich@pron%nom mouen@v3%pr_1 riden@v%inf ayen@adv on@prep half@n a@indef_art morwe@n,u S u Sx uS u S u Sx
Troilus and Criseyde; Book IV 1309,It oughte lasse causen us to sorwe.,hit@pron ouen@v%pt_3 lesse@adv%comp causen@v1%inf us@pron%pl_obj to@part sorwen@v%inf,u Su Su Su S u Sx
Troilus and Criseyde; Book IV 1310,So as I shal not so ben hid in muwe,so@adv as@conj ich@pron%nom shulen@v1%pr_1 not@adv so@adv ben@v%inf hiden@v%ppl in@prep meue@n1,u S u S u S u S u Sx
Troilus and Criseyde; Book IV 1311,"That day by day, min owene herte dere",that@conj dai@n bi@prep dai@n min@pron%gen ouen@adj herte@n dere@adj1 --@dash,u S u S u Sux Su Sx
Troilus and Criseyde; Book IV 1312,Sin wel ye woot that it is now a truwe,sin@conj wel@adv ye@pron%pl_nom witen@v1%pr_pl that@conj hit@pron ben@v%pr_3 nou@adv a@indef_art treue@n1,u S u S u S u S u Sx
Troilus and Criseyde; Book IV 1313,Ye shul ful wel al min estat yhere.,ye@pron%pl_nom shulen@v1%pr_pl ful@adv wel@adv al@gram_adj min@pron%gen estat@n iheren@v%inf,u S u S u S uS uSx
Troilus and Criseyde; Book IV 1314,"And er that truwe is doon, I shal ben here",and@conj er@conj1 that@part treue@n1 ben@v%pr_3 don@v1%ppl ich@pron%nom shulen@v1%pr_1 ben@v%inf her@adv,u S u Sx u S u S u Sx
Troilus and Criseyde; Book IV 1315,And thanne have ye bothe Antenor ywonne,and@conj thanne@adv haven@v%pr_pl ye@pron%pl_nom bothe@num_conj antenor@n#propn iwinnen@v%ppl,u Sx ux S ux SuS uSx
Troilus and Criseyde; Book IV 1316,"And me also; beth glad now, if ye conne;",and@conj me@pron2%obj also@adv ben@v%imp glad@adj nou@adv if@conj ye@pron%pl_nom connen@v%pr_pl,u S uS u S u S u Sx
Troilus and Criseyde; Book IV 1317,"“And thenk right thus, ‘Criseyde is now agoon",and@conj thinken@v2%imp righte@adv thus@adv criseyde@n#propn ben@v%pr_3 nou@adv agon@v%ppl,u S u S uSx u S uS
Troilus and Criseyde; Book IV 1318,But what! she shal come hastely ayeyn’;,but@conj what@interj she@pron%nom shulen@v1%pr_3 comen@v%inf hastilie@adv ayen@adv,u S x u Su SuS uS
Troilus and Criseyde; Book IV 1319,"And whanne, allas? by God, lo, right anoon",and@conj whan@adv&conj alas@interj bi@prep god@n1#propn lo@interj righte@adv an-on@adv,u Sx uS u S u S uS
Troilus and Criseyde; Book IV 1320,"Er dayes ten, this dar I saufly seyn.",er@prep dai@n%pl ten@num_adj this@pron durren@v%pr_1 ich@pron%nom saufli@adv seien@v1%inf,u Su S u S u Su S
Troilus and Criseyde; Book IV 1321,And thanne at erste shul we been so fain,and@conj thanne@adv at@prep erest@adj#n%sup shulen@v1%pr_pl we@pron%pl_nom ben@v%inf so@adv fain@adj,u Sx u Su S u S u S
Troilus and Criseyde; Book IV 1322,So as we shal togederes ever dwelle,so@adv as@conj we@pron%pl_nom shulen@v1%pr_pl togederes@adv ever@adv dwellen@v%inf,u S u S uSuS u Sx
Troilus and Criseyde; Book IV 1323,Thal al this world ne mighte our blisse telle.,that@conj al@gram_adj this@gram_adj world@n ne@adv mouen@v3%pt_3 oure@pron%pl_gen blisse@n tellen@v%inf,u S u S u Sx u Su Sx
Troilus and Criseyde; Book IV 1324,"“I see that often, theras we ben now",ich@pron%nom sen@v1%pr_1 that@conj often@adv ther-as@adv we@pron%pl_nom ben@v%pr_pl nou@adv,u S u Su Su S u S
Troilus and Criseyde; Book IV 1325,"That for the beste, our conseil for to hide",that@conj for@prep the@def_art best@adjas_n%sup oure@pron%pl_gen counseil@n for@prep#adv to@part hiden@v%inf,u S u Sx u Su S u Sx
Troilus and Criseyde; Book IV 1326,"Ye speke not with me, nor I with yow",ye@pron%pl_nom speken@v%pr_pl not@adv with@prep me@pron2%obj nor@conj ich@pron%nom with@prep you@pron%pl_obj,u Su S u S u S u S
Troilus and Criseyde; Book IV 1327,"In fourtenight, ne see yow go ne ride.",in@prep fourte-night@n ne@adv sen@v1%pr_1 you@pron%pl_obj gon@v%inf ne@conj1 riden@v%inf,u SuS u S u S u Sx
Troilus and Criseyde; Book IV 1328,May ye not ten dayes thanne abide,mouen@v3%pr_pl ye@pron%pl_nom not@adv ten@num_adj dai@n%pl thanne@adv abiden@v%inf,S u S u Su Sx uSx
Troilus and Criseyde; Book IV 1329,"For min honour, in swich an aventure?",for@prep min@pron%gen honour@n in@prep swich@gram_adj a@indef_art aventure@n,u S uS u S u SuSx
Troilus and Criseyde; Book IV 1330,"Ywis, ye mowen elles lite endure!",iwis@adv ye@pron%pl_nom mouen@v3%pr_pl elles@adv lite@n3 enduren@v%inf,uS u Su Su Sx uSx
Troilus and Criseyde; Book IV 1331,Ye knowe eek how that al my kin is here,ye@pron%pl_nom knouen@v%pr_pl ek@adv hou@adv&conj that@part al@gram_adj min@pron%gen kin@n ben@v%pr_3 her@adv,u Sx u S u S u S u Sx
Troilus and Criseyde; Book IV 1332,But if that onliche it my fader be;,but@conj if@conj that@part onli@adj hit@pron min@pron%gen fader@n ben@v%pr_3,u S u Sux S u Su S
Troilus and Criseyde; Book IV 1333,And eek min other thinges alle yfere,and@conj ek@adv min@pron%gen other@gram_adj thing@n%pl al@gram_adj ifere@adv,u S u Su Su Sx uSx
Troilus and Criseyde; Book IV 1334,"And nameliche, my dere herte, ye",and@conj nameli@adv min@pron%gen dere@adj1 herte@n ye@pron%pl_nom,u SuSx u Su Su S
Troilus and Criseyde; Book IV 1335,Whom that I nolde leven for to see,whom@pron%obj that@pron ich@pron%nom willen@v%pt_1_neg leven@v1%inf for@prep#adv to@part sen@v1%inf,u S u Su Su S u S
Troilus and Criseyde; Book IV 1336,"For al this world, as wid as it hath space;",for@prep al@gram_adj this@gram_adj world@n as@conj wid@adj as@conj hit@pron haven@v%pr_3 space@n,u S u S u S u S u Sx
Troilus and Criseyde; Book IV 1337,"Or elles, see ich never Joves face!",or@conj elles@adv sen@v1%pr_1 ich@pron%nom never@adv jove@n#propn%gen face@n,u Su S u Su Su Sx
Troilus and Criseyde; Book IV 1338,Why trowe ye my fader in this wise,whi@adv trouen@v%pr_pl ye@pron%pl_nom min@pron%gen fader@n in@prep this@gram_adj wise@n2,u Su S u Su S u Sx
Troilus and Criseyde; Book IV 1339,"Coveiteth so to see me, but for drede",coveiten@v%pr_3 so@adv to@part sen@v1%inf me@pron2%obj but@conj for@prep drede@n,uSu S u S u S u Sx
Troilus and Criseyde; Book IV 1340,Lest in this toun that folkes me dispise,leste@conj in@prep this@gram_adj toun@n that@conj folk@n%pl me@pron2%obj despisen@v%pr_pl,u S u S u Su S uSx
Troilus and Criseyde; Book IV 1341,"Bicause of him, for his unhappy dede?",bi_cause@adv of@prep him@pron%obj for@prep his@pron1%gen unhappi@adj dede@n,uSx u S u S uSu Sx
Troilus and Criseyde; Book IV 1342,What woot my fader what lif that I lede?,what@pron witen@v1%pr_3 min@pron%gen fader@n what@gram_adj lif@n that@pron ich@pron%nom leden@v1%pr_1,u S u Su S u S u Sx
Troilus and Criseyde; Book IV 1343,For if he wiste in Troy how wel I fare,for@conj if@conj he@pron1%nom witen@v1%pt_3 in@prep troie@n1#propn hou@adv&conj wel@adv ich@pron%nom faren@v%pr_1,u S u Sx u S u S u Sx
Troilus and Criseyde; Book IV 1344,Us neded for my wending nought to care.,us@pron%pl_obj neden@v2%pt_3 for@prep min@pron%gen wendinge@ger nought@adv to@part caren@v%inf,u Su S u Su S u Sx
Troilus and Criseyde; Book IV 1345,"“Ye seen that every day eek, more and more",ye@pron%pl_nom sen@v1%pr_pl that@conj everi@pron_gram_adj dai@n ek@adv more@adv%comp and@conj more@adv%comp,u S u Sxu S u Sx u Sx
Troilus and Criseyde; Book IV 1346,Men trete of pees; and it supposed is,man@n%pl treten@v%pr_pl of@prep pes@n and@conj hit@pron supposen@v%ppl ben@v%pr_3,u Sx u S u S uSu S
Troilus and Criseyde; Book IV 1347,That men the quene Eleine shal restore,that@conj man@n%pl the@def_art quene@n2 eleine@n1#propn shulen@v1%pr_pl restoren@v%inf,u S u Sx uSu S uSx
Troilus and Criseyde; Book IV 1348,And Grekes us restore that is mis.,and@conj grek@n%pl us@pron%pl_obj restoren@v%inf that@pron ben@v%pr_3 mis@adj,u Su S uSu S u S
Troilus and Criseyde; Book IV 1349,So though ther nere comfort noon but this,so@adv though@conj ther@adv ben@v%pt_3_neg comfort@n non@gram_adj but@conj this@pron,u S u Su Su S u S
Troilus and Criseyde; Book IV 1350,That men purposen pees on every side,that@conj man@n%pl purposen@v%pr_pl pes@n on@prep everi@pron_gram_adj side@n,u S uSu S u Sxu Sx
Troilus and Criseyde; Book IV 1351,Ye may the bettre at ese of herte abide.,ye@pron%pl_nom mouen@v3%pr_pl the@adv bettre@adv%comp at@prep ese@n of@prep herte@n abiden@v%inf,u S u Sx u Sx u Sx uSx
Troilus and Criseyde; Book IV 1352,"“For if that it be pees, min herte dere",for@conj if@conj that@part hit@pron ben@v%pr_3 pes@n min@pron%gen herte@n dere@adj1,u S u S u S u Su Sx
Troilus and Criseyde; Book IV 1353,The nature of the pees mot nedes drive,the@def_art nature@n of@prep the@def_art pes@n moten@v2%pr_3 nedes@adv driven@v%inf,u Sux S u S u Su Sx
Troilus and Criseyde; Book IV 1354,That men most entrecomunen yfere,that@conj man@n%pl moten@v2%pt_pl entercomunen@v%inf ifere@adv,u S u SuSuS uSx
Troilus and Criseyde; Book IV 1355,And to and fro eek ride and gon as blive,and@conj to@adv1 and@conj from@adv ek@adv riden@v%inf and@conj gon@v%inf as@conj blive@adv,u S u S u Sx u S u Sx
Troilus and Criseyde; Book IV 1356,Alday as thikke as been flen from an hive;,al_dai@adv as@conj thikke@adv as@conj be@n flien@v%pr_pl from@prep a@indef_art hive@n,uS u Sx u S u S u Sx
Troilus and Criseyde; Book IV 1357,And every wight han libertee to bleve,and@conj everi@pron_gram_adj wight@n haven@v%inf liberte@n to@part bileven@v1%inf,u Sxu S u SuS u Sx
Troilus and Criseyde; Book IV 1358,"Wheras him list the bet, withouten leve.",wher-as@adv him@pron%obj listen@v1%pr_3 the@adv bet@adv%comp withouten@prep leve@n2,uS u S u S uSu Sx
Troilus and Criseyde; Book IV 1359,“And though so be that pees ther may be noon,and@conj though@conj so@adv ben@v%pr_3 that@conj pes@n ther@adv mouen@v3%pr_3 ben@v%inf non@gram_adj,u S u S u S u S u S
Troilus and Criseyde; Book IV 1360,"Yet hider, though ther never pees ne were",yet@adv hider@adv though@conj ther@adv never@adv pes@n ne@conj1 ben@v%pt_3,u Su S u Su S u Sx
Troilus and Criseyde; Book IV 1361,I moste come; for whider sholde I goon,ich@pron%nom moten@v2%pt_1 comen@v%inf for@conj whider@adv shulen@v1%pt_1 ich@pron%nom gon@v%inf,u Su Sx u Su Sx u S
Troilus and Criseyde; Book IV 1362,Or how—mischaunce!—sholde I dwelle there,or@conj hou@adv&conj mischaunce@n shulen@v1%pt_1 ich@pron%nom dwellen@v%inf ther@adv,u S uSu S u Su Sx
Troilus and Criseyde; Book IV 1363,Among tho men of armes ever in fere?,amonges@prep tho@gram_adj%pl man@n%pl of@prep armes@n%pl ever@adv in@prep fer@n1,uS u S u Su Su S xx
Troilus and Criseyde; Book IV 1364,"For which, as wisly God my soule rede",for@prep which@pron as@conj wisli@adv god@n1#propn min@pron%gen soule@n reden@v1%pr_3,u S u Su S u Su Sx
Troilus and Criseyde; Book IV 1365,I can not seen wherof ye sholden drede.,ich@pron%nom connen@v%pr_1 not@adv sen@v1%inf wher-of@adv ye@pron%pl_nom shulen@v1%pt_pl dreden@v%inf,u S u S uS u Su Sx
