LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book I 840,"For, as hir list, she pleieth with free and bonde.”",for@conj as@conj hire@pron2%fem_obj listen@v1%pr_3 she@pron%nom pleien@v1%pr_3 with@prep fre@adj and@conj bonde@n2,u S u S x uS u S u Sx
Troilus and Criseyde; Book I 841,"Quod Pandarus, “Than blamestow Fortune",quethen@v%pt_3 pandare@n#propn thanne@adv blamen@v%pr_2_pron fortune@n#propn,u SuS u SuS uSx
Troilus and Criseyde; Book I 842,"For thou art wrooth, ye, now at erst I see;",for@conj thou@pron%nom ben@v%pr_2 wroth@adj ye@adv nou@adv at@prep erest@adj#n%sup ich@pron%nom sen@v1%pr_1,u S u S u S u S u S
Troilus and Criseyde; Book I 843,Wostow nat wel that Fortune is commune,witen@v1%pr_2_pron not@adv wel@adv that@conj fortune@n#propn ben@v%pr_3 commune@adj,uS u S u Sux S uSx
Troilus and Criseyde; Book I 844,To every maner wight in som degree?,to@prep everi@pron_gram_adj manere@n#adj wight@n in@prep som@gram_adj degre@n,u SuS ux S u S uS
Troilus and Criseyde; Book I 845,"And yet thou hast this comfort, lo, pardee!",and@conj yet@adv thou@pron%nom haven@v%pr_2 this@gram_adj comfort@n lo@interj parde@interj,u S u S u Su S uS
Troilus and Criseyde; Book I 846,"That, as hir joyes moten overgone",that@conj as@conj here@pron%pl_gen joie@n%pl moten@v2%pr_pl overgon@v%inf,u S u Su Su SuSx
Troilus and Criseyde; Book I 847,So mote hir sorwes passen everichone.,so@adv moten@v2%pr_pl here@pron%pl_gen sorwe@n%pl passen@v%inf everich-on@pron,u Sx u Su Su SxuSx
Troilus and Criseyde; Book I 848,“For if hir wheel stinte anything to torne,for@conj if@conj hire@pron1%fem_gen whel@n stinten@v%pr_3 ani_thing@adv to@part turnen@v%inf,u S u S ux SuS u Sx
Troilus and Criseyde; Book I 849,Than cessed she Fortune anoon to be:,thanne@adv cesen@v%pt_3 she@pron%nom fortune@n#propn an-on@adv to@part ben@v%inf,u Su S uSx uS u S
Troilus and Criseyde; Book I 850,"Now, sith hir wheel by no wey may sojorne",nou@adv sitthe@conj hire@pron1%fem_gen whel@n bi@prep no@gram_adj wei@n mouen@v3%pr_3 sojournen@v%inf,u S u S u S u S uSx
Troilus and Criseyde; Book I 851,What wostow if hir mutabilitee,what@pron witen@v1%pr_2_pron if@conj hire@pron1%fem_gen mutabilite@n,u Su S u SuSuS
Troilus and Criseyde; Book I 852,"Right as thyselven list, wol doon by thee",righte@adv as@conj thi-self@pron listen@v1%pr_3 willen@v%pr_3 don@v1%inf bi@prep the@pron2%obj,u S uSu S u S u S
Troilus and Criseyde; Book I 853,Or that she be not fer fro thin helpinge?,or@conj that@part she@pron%nom ben@v%pr_3 not@adv fer@adv fer@adv thin@pron%gen helpinge@ger,u S u S u S u S uSx
Troilus and Criseyde; Book I 854,"Paraunter, thou hast cause for to singe!",paraventure@adv thou@pron%nom haven@v%pr_2 cause@n for@prep#adv to@part singen@v%inf,uSu S u Su S u Sx
Troilus and Criseyde; Book I 855,“And therfor wostow what I thee beseche?,and@conj ther-fore@adv witen@v1%pr_2_pron what@pron ich@pron%nom the@pron2%obj bisechen@v%pr_1,u Su Su S u S uSx
Troilus and Criseyde; Book I 856,Lat be thy wo and turning to the grounde;,leten@v%imp ben@v%inf thin@pron%gen wo@n and@conj turninge@ger to@prep the@def_art ground@n,u S u S u Su S u Sx
Troilus and Criseyde; Book I 857,For whoso list have heling of his leche,for@conj who-so@pron%nom listen@v1%pr_3 haven@v%inf helinge@ger1 of@prep his@pron1%gen leche@n3,u Su S ux Su S u Sx
Troilus and Criseyde; Book I 858,To him bihoveth first unwrie his wounde.,to@prep him@pron%obj bihoven@v%pr_3 first@adv unwreien@v%inf his@pron1%gen wound@n,u S uSu S uS u Sx
Troilus and Criseyde; Book I 859,To Cerberus in helle ay be I bounde,to@prep cerberus@n#propn in@prep helle@n ai@adv ben@v%pr_1 ich@pron%nom binden@v%ppl,u SuS u Sx u S u Sx
Troilus and Criseyde; Book I 860,"Were it for my suster, al thy sorwe",ben@v%pt_3 hit@pron for@prep min@pron%gen suster@n al@gram_adj thin@pron%gen sorwe@n,Sx u S u Su S u Sx
Troilus and Criseyde; Book I 861,"By my wil, she sholde al be thin tomorwe.",bi@prep min@pron%gen wille@n she@pron%nom shulen@v1%pt_3 al@adv ben@v%pr_3 thin@pron%gen to-morwe@adv,u S u x Su S u S uSx
Troilus and Criseyde; Book I 862,"“Loke up, I seye, and tel me what she is",loken@v2%imp up@adv ich@pron%nom seien@v1%pr_1 and@conj tellen@v%imp me@pron2%obj what@pron she@pron%nom ben@v%pr_3,ux S u S u S u S u S
Troilus and Criseyde; Book I 863,"Anoon, that I may goon about thy nede;",an-on@adv that@conj ich@pron%nom mouen@v3%pr_1 gon@v%inf abouten@prep thin@pron%gen nede@n1,uS u S u S uS u Sx
Troilus and Criseyde; Book I 864,"Knowe ich hir ought? for my love, tel me this;",knouen@v%pr_1 ich@pron%nom hire@pron2%fem_obj ought@adv for@prep min@pron%gen love@n1 tellen@v%imp me@pron2%obj this@pron,ux S u S u S ux S u S
Troilus and Criseyde; Book I 865,Than wolde I hopen rather for to spede.”,thanne@adv willen@v%pt_1 ich@pron%nom hopen@v1%inf rathere@adv%comp for@prep#adv to@part speden@v%inf,u Sx u Su Su S u Sx
Troilus and Criseyde; Book I 866,Tho gan the veine of Troilus to blede,tho@adv ginnen@v%pt_3 the@def_art veine@n of@prep troilus@n#propn to@part bleden@v%inf,u S u Sx u SuS u Sx
Troilus and Criseyde; Book I 867,"For he was hit, and wex al reed for shame;",for@conj he@pron1%nom ben@v%pt_3 hit@pron and@conj waxen@v1%pt_3 al@adv red@adj for@prep shame@n,u S u S u S u S u Sx
Troilus and Criseyde; Book I 868,"“A ha!” quod Pandare, “here biginneth game!”",a@interj ha@interj quethen@v%pt_3 pandare@n#propn her@adv biginnen@v%pr_3 game@n,u S u Sux Sx uSu Sx
Troilus and Criseyde; Book I 869,And with that word he gan him for to shake,and@conj with@prep that@art&gram_adj word@n he@pron1%nom ginnen@v%pt_3 him@pron%obj for@prep#adv to@part shaken@v%inf,u S u S u S u S u Sx
Troilus and Criseyde; Book I 870,"And seide, “Theef, thou shalt hir name telle.”",and@conj seien@v1%pt_3 thef@n2 thou@pron%nom shulen@v1%pr_2 hire@pron1%fem_gen name@n tellen@v%inf,u Su S u S u Su Sx
Troilus and Criseyde; Book I 871,But tho gan sely Troilus for to quake,but@conj tho@adv ginnen@v%pt_3 seli@adj troilus@n#propn for@prep#adv to@part quaken@v%inf,u S u Su Su S u Sx
Troilus and Criseyde; Book I 872,As though men sholde han lad him into helle,as@conj though@conj man@n%pl shulen@v1%pt_pl haven@v%inf leden@v1%ppl him@pron%obj in-to@prep helle@n,u S u Sx u S u Su Sx
Troilus and Criseyde; Book I 873,"And seide, “Allas! of al my wo the welle",and@conj seien@v1%pt_3 alas@interj of@prep al@gram_adj min@pron%gen wo@n the@def_art welle@n,u Sx uS u S u S u Sx
Troilus and Criseyde; Book I 874,Than is my swete fo called Criseyde!”,thanne@adv ben@v%pr_3 min@pron%gen swete@adj fo@n callen@v%ppl criseyde@n#propn,u S u Su S uS uSx
Troilus and Criseyde; Book I 875,And wel nigh with the word for fere he deide.,and@conj wel@adv neigh@adv with@prep the@def_art word@n for@prep fer@n1 he@pron1%nom dien@v%pt_3,u S u S u S u Sx u Sx
Troilus and Criseyde; Book I 876,And whan that Pandare herde hir name nevene,and@conj whan@adv&conj that@part pandare@n#propn heren@v%pt_3 hire@pron1%fem_gen name@n nevenen@v%inf,u S u Sux Sx u Sx uSx
Troilus and Criseyde; Book I 877,"Lord, he was glad, and seide, “Freend so dere",lord@n he@pron1%nom ben@v%pt_3 glad@adj and@conj seien@v1%pt_3 frend@n so@adv dere@adj1,u S u S u Su S u Sx
Troilus and Criseyde; Book I 878,"Now fare aright, for Joves name in hevene",nou@adv faren@v%imp a-right@adv for@prep jove@n#propn%gen name@n in@prep heven@n,u Sx uS u Su Sx u Sxx
Troilus and Criseyde; Book I 879,"Love hath biset the wel, be of good chere;",love@n1#propn haven@v%pr_3 bisetten@v%ppl the@pron2%obj wel@adv ben@v%imp of@prep god@adj chere@n1,ux S uS u S u S u Sx
Troilus and Criseyde; Book I 880,For of good name and wisdom and manere,for@conj of@prep god@adj name@n and@conj wisdom@n and@conj manere@n,u S u Sx u Su S uSx
Troilus and Criseyde; Book I 881,"She hath ynough, and eek of gentilesse;",she@pron%nom haven@v%pr_3 inough@n and@conj ek@adv of@prep gentilesse@n,u S uS u S u SuSx
Troilus and Criseyde; Book I 882,"If she be fair, thow wost thyself, I gesse.",if@conj she@pron%nom ben@v%pr_3 fair@adj thou@pron%nom witen@v1%pr_2 thi-self@pron ich@pron%nom gessen@v%pr_1,u S u S u S uS u Sx
Troilus and Criseyde; Book I 883,“Ne I never saw a more bountevous,ne@conj1 ich@pron%nom never@adv sen@v1%pt_3 a@indef_art more@adv%comp bountevous@adj,u S uS u S ux SuS
Troilus and Criseyde; Book I 884,"Of hir estat, ne gladder, ne of speche",of@prep hire@pron1%fem_gen estat@n ne@conj1 glad@adj%comp ne@conj1 of@prep speche@n,u S uS u Su S u Sx
Troilus and Criseyde; Book I 885,"A freendlier, ne a more gracious",a@indef_art frendli@adj%comp ne@conj1 a@indef_art more@adv%comp gracious@adj,u SuS u S ux SuS
Troilus and Criseyde; Book I 886,"For to do wel, ne lasse had nede seche",for@prep#adv to@part don@v1%inf wel@adv ne@conj1 lesse@adv%comp haven@v%pt_3 nede@n1 sechen@v%inf,u S u S u Sx u Su Sx
Troilus and Criseyde; Book I 887,What for to doon; and al this bet to eche,what@pron for@prep#adv to@part don@v1%inf and@conj al@gram_adj this@pron bet@adv%comp to@part eken@v%inf,u S u S u S u S u Sx
Troilus and Criseyde; Book I 888,"In honour, to as fer as she may strecche",in@prep honour@n to@prep as@conj fer@adv as@conj she@pron%nom mouen@v3%pr_3 strecchen@v%inf,u Su S u S u S u Sx
Troilus and Criseyde; Book I 889,A kinges herte semeth by hires a wrecche.,a@indef_art king@n%gen herte@n semen@v2%pr_3 bi@prep hires@pron%gen a@indef_art wrecche@n,u Su Sx uS u Sx u Sx
Troilus and Criseyde; Book I 890,“And forthy loke of good comfort thou be;,and@conj for-thi@adv&conj loken@v2%imp of@prep god@adj comfort@n thou@pron%nom ben@v%pr_2,u Su Sx u S uS u S
Troilus and Criseyde; Book I 891,"For certeinly, the firste point is this",for@conj certainli@adv the@def_art first@num_adj pointe@n1 ben@v%pr_3 this@pron,u SuS u Su S u S
Troilus and Criseyde; Book I 892,Of noble corage thou ordeine thee,of@prep noble@adj corage@n thou@pron%nom ordene@adj the@pron2%obj,u Su Sux S uSu S
Troilus and Criseyde; Book I 893,"A man to han pees with himself, ywis;",a@indef_art man@n to@part haven@v%pr_pl pes@n with@prep him-self@pron iwis@adv,u S u S u S uS uS
Troilus and Criseyde; Book I 894,"So oughtest thou, for nought but good it is",so@adv ouen@v%pt_2 thou@pron%nom for@conj nought@adv but@conj god@adj hit@pron ben@v%pr_3,u Su S u S u S u S
Troilus and Criseyde; Book I 895,"To loven wel, and in a worthy place;",to@part loven@v1%inf wel@adv and@conj in@prep a@indef_art worthi@adj place@n,u Su S u S u Su Sx
Troilus and Criseyde; Book I 896,"Thee oughte not to clepe it hap, but grace.",the@pron2%obj ouen@v%pt_3 not@adv to@part clepen@v%inf hit@pron hap@n but@conj grace@n,u Su S u Sx u S u Sx
Troilus and Criseyde; Book I 897,"“And also think, and therwith glade thee",and@conj also@adv thinken@v2%imp and@conj ther-with@adv gladen@v%imp the@pron2%obj,u Su S u Su Su S
Troilus and Criseyde; Book I 898,That sith thy lady vertuous is al,that@conj sitthe@conj thin@pron%gen ladie@n vertuous@adj ben@v%pr_3 al@gram_adjas_n,u S u Su SuS u S
Troilus and Criseyde; Book I 899,So folweth it that ther is som pitee,so@adv folwen@v%pr_3 hit@pron that@conj ther@adv so@adv som@gram_adj pite@n,u Su S u S u S uS
Troilus and Criseyde; Book I 900,Amonges al thise othere in general;,amonges@prep al@gram_adj these@gram_adj%pl other@pron in@prep general@n,uSu S ux Sux S uxS
Troilus and Criseyde; Book I 901,"And forthy see that thou, in special",and@conj for-thi@adv&conj sen@v1%imp that@conj thou@pron%nom in@prep speciale@n,u Su S u S u SuS
Troilus and Criseyde; Book I 902,Requere nought that is ayein hir name;,requeren@v%imp nought@pron that@pron ben@v%pr_3 ayen@prep hire@pron1%fem_gen name@n,uSu S u S uS u Sx
Troilus and Criseyde; Book I 903,For vertue streccheth not himself to shame.,for@conj vertu@n strecchen@v%pr_3 not@adv him-self@pron to@prep shame@n,u Su Su S uS u Sx
Troilus and Criseyde; Book I 904,“But wel is me that ever I was born,but@conj wel@adj ben@v%pr_3 me@pron2%obj that@conj ever@adv ich@pron%nom ben@v%pt_1 beren@v1%ppl,u S u S u Su S u S
Troilus and Criseyde; Book I 905,That thou biset art in so good a place;,that@conj thou@pron%nom bisetten@v%ppl ben@v%pr_2 in@prep so@adv god@adj a@indef_art place@n,u S uS u S u S u Sx
Troilus and Criseyde; Book I 906,"For by my trouthe, in love I dorste have sworn",for@conj bi@prep min@pron%gen treuth@n in@prep love@n1 ich@pron%nom durren@v%pt_1 haven@v%inf sweren@v%ppl,u S u Sx u Sx u Sx ux S
Troilus and Criseyde; Book I 907,Thee sholde never han tid thus fair a grace;,the@pron2%obj shulen@v1%pt_3 never@adv haven@v%inf tiden@v%ppl thus@adv fair@adj a@indef_art grace@n,u Sx uS u S u S u Sx
Troilus and Criseyde; Book I 908,And wostow why? for thou were wont to chace,and@conj witen@v1%pr_2_pron whi@pron for@conj thou@pron%nom ben@v%pt_2 wonen@v1%ppl to@part chacen@v%inf,u Su S u S ux S u Sx
Troilus and Criseyde; Book I 909,"At love in scorn, and for despit him calle",at@prep love@n1#propn in@prep scorn@n and@conj for@conj despit@n him@pron%obj callen@v%inf,u Sx u S u S uS u Sx
Troilus and Criseyde; Book I 910,"‘Seint Idiot, lord of thise foles alle.’",seinte@adj idiote@n lord@n of@prep these@gram_adj%pl fol@n%pl al@gram_adj,u SuS u S ux Su Sx
Troilus and Criseyde; Book I 911,“How often hastow maad thy nice japes,hou@adv&conj often@adv haven@v%pr_2_pron maken@v1%ppl thin@pron%gen nice@adj jape@n%pl,u Su Su S u Sx uS
Troilus and Criseyde; Book I 912,"And seid, that loves servants everichone",and@conj seien@v1%ppl that@conj love@n1#propn%gen servaunt@n%pl everich-on@pron,u S u Su Su SxuSx
Troilus and Criseyde; Book I 913,Of nicetee ben verray gidde apes;,of@prep nicete@n ben@v%pr_pl verrei@adj gidi@adj ape@n%pl,u SuS u Su Sx uS
Troilus and Criseyde; Book I 914,And some wolde mucche hir mete alone,and@conj som@pron willen@v%pt_pl mocchen@v%inf here@pron%pl_gen mete@n1 al-one@adj,u Su Su Sx u Sx uSx
Troilus and Criseyde; Book I 915,"Ligging abedde, and make hem for to grone;",lien@v1%prp_abs abedde@adv and@conj maken@v1%inf hem@pron%pl_obj for@prep#adv to@part gronen@v%inf,uS uSx u Sx u S u Sx
Troilus and Criseyde; Book I 916,"And som, thou seidest, hadde a blaunche fevere",and@conj som@pron thou@pron%nom seien@v1%pt_2 haven@v%pt_pl a@indef_art blaunk@adj fever@n,u S u Su Sx u Sx uSx
Troilus and Criseyde; Book I 917,And preidest God he shold never kevere!,and@conj preien@v1%pt_2 god@n1#propn he@pron1%nom shulen@v1%pt_3 never@adv coveren@v2%inf,u Su S u S uS uSx
Troilus and Criseyde; Book I 918,"“And some of hem toke on hem, for the colde",and@conj som@pron of@prep hem@pron%pl_obj taken@v%pt_pl on@prep him@pron%obj for@prep the@def_art cold@n,u Sx u S ux S u S u Sx
Troilus and Criseyde; Book I 919,"More than ynough, so seidestow ful ofte;",more@n3 than@conj inough@n so@adv seien@v1%pt_2_pron ful@adv ofte@adv,ux S uS u SuS u Sx
Troilus and Criseyde; Book I 920,"And some han feined ofte time, and tolde",and@conj som@pron haven@v%pr_pl feinen@v%ppl ofte@adj time@n and@conj tellen@v%ppl,u Sx u Su Su Sx u Sx
Troilus and Criseyde; Book I 921,"How that they wake, whan they slepen softe;",hou@adv&conj that@part thei@pron%pl_nom waken@v%pr_pl whan@adv&conj thei@pron%pl_nom slepen@v%pr_pl softe@adv,u S u Su S u Su Sx
Troilus and Criseyde; Book I 922,And thus they wolde han brought hemself alofte,and@conj thus@adv thei@pron%pl_nom willen@v%pt_pl haven@v%inf bringen@v%ppl hem-self@pron%pl alofte@adv,u S u Sx u S uS uSx
Troilus and Criseyde; Book I 923,And nathelees were under at the laste;,and@conj no-the-lesse@adv ben@v%pt_pl under@adv at@prep the@def_art laste@adj#n%sup,u SuS ux Su S u Sx
Troilus and Criseyde; Book I 924,"Thus seidestow, and japedest ful faste.",thus@adv seien@v1%pt_2_pron and@conj japen@v%pt_2 ful@adv faste@adv,u SuS u SuS u Sx
Troilus and Criseyde; Book I 925,"“Yet seidestow, that, for the more part",yet@adv seien@v1%pt_2_pron that@conj for@prep the@def_art more@adj%comp part@n,u SuS u S u Su S
Troilus and Criseyde; Book I 926,These loveres wolden speke in general,these@gram_adj%pl lovere@n2%pl willen@v%pt_pl speken@v%inf in@prep general@n,ux SuS uS ux S uxS
Troilus and Criseyde; Book I 927,And thoughten that it was a siker art,and@conj thinken@v2%pt_pl that@conj hit@pron ben@v%pt_3 a@indef_art siker@adj art@n1,u Su S u S u Su S
Troilus and Criseyde; Book I 928,"For failing, for to assayen overal.",for@prep failinge@ger for@prep#adv to@part assaien@v%inf over-al@adv,u Su S u SuS uxS
Troilus and Criseyde; Book I 929,"Now may I jape of thee, if that I shal!",nou@adv mouen@v3%pr_1 ich@pron%nom japen@v%inf of@prep the@pron2%obj if@conj that@part ich@pron%nom shulen@v1%pr_1,u S u Sx u S u S u S
Troilus and Criseyde; Book I 930,"But nathelees, though that I sholde deie",but@conj no-the-lesse@adv though@conj that@part ich@pron%nom shulen@v1%pt_1 dien@v%inf,u SuS u S u Su S
Troilus and Criseyde; Book I 931,"That thou art noon of tho, I dorste seye.",that@conj thou@pron%nom ben@v%pr_2 non@pron of@prep tho@pron2%pl ich@pron%nom durren@v%pt_1 seien@v1%inf,u S u S u S u Su S
Troilus and Criseyde; Book I 932,"“Now beet thy brest, and sey to god of love",nou@adv beten@v1%imp thin@pron%gen brest@n1 and@conj seien@v1%imp to@prep god@n1 of@prep love@n1#propn,u S u S u S u S u Sx
Troilus and Criseyde; Book I 933,"‘Thy grace, lord! for now I me repente",thin@pron%gen grace@n lord@n for@conj nou@adv ich@pron%nom me@pron2%obj repenten@v%pr_1,u Su S u S u S uSx
Troilus and Criseyde; Book I 934,"If I misspak, for now myself I love’:",if@conj ich@pron%nom misspeken@v%pt_1 for@conj nou@adv mi-self@pron ich@pron%nom loven@v1%pr_1,u S uS u S uS u Sx
Troilus and Criseyde; Book I 935,Thus sey with al thin herte in good entente.”,thus@adv seien@v1%imp with@prep al@gram_adj thin@pron%gen herte@n in@prep god@adj entente@n,u S u S u Sx u S uSx
Troilus and Criseyde; Book I 936,"Quod Troilus, “A! lord! I me consente",quethen@v%pt_3 troilus@n#propn a@interj lord@n ich@pron%nom me@pron2%obj consenten@v%pr_1,u SuS u S u S uSx
Troilus and Criseyde; Book I 937,And pray to thee my japes thou foryive,and@conj preien@v1%pr_1 to@prep the@pron2%obj min@pron%gen jape@n%pl thou@pron%nom foryeven@v%pr_2,u S u S u Sx u SuSx
Troilus and Criseyde; Book I 938,And I shal never more whil I live.”,and@conj ich@pron%nom shulen@v1%pr_1 never@adv more@adv%comp whil@conj ich@pron%nom liven@v1%pr_1,u S u Su Su S u Sx
Troilus and Criseyde; Book I 939,"“Thow seyst wel,” quod Pandare, “and now I hope",thou@pron%nom seien@v1%pr_2 wel@adv quethen@v%pt_3 pandare@n#propn and@conj nou@adv ich@pron%nom hopen@v1%pr_1,u S u S uSx u S u Sx
Troilus and Criseyde; Book I 940,That thou the goddes wrathe hast al apesed;,that@conj thou@pron%nom the@def_art god@n1%gen wrath@n haven@v%pr_2 al@adv appesen@v%ppl,u S u Su Sx u S uSx
Troilus and Criseyde; Book I 941,And sithen thou hast wepen many a drope,and@conj sitthen@adv thou@pron%nom haven@v%pr_2 wepen@v%ppl mani@gram_adj a@indef_art drope@n1,u Su S u Su Sx u Sx
Troilus and Criseyde; Book I 942,And seid swich thing wherwith thi god is plesed,and@conj seien@v1%ppl swich@gram_adj thing@n wher-with@adv thin@pron%gen god@n1 ben@v%pr_3 plesen@v%ppl,u S u S uS u S u Sx
Troilus and Criseyde; Book I 943,Now wolde nevere god but thou were esed;,nou@adv willen@v%pt_3 never@adv god@n1 but@conj thou@pron%nom ben@v%pt_2 esen@v%ppl,u Sx uSx u S u Sx uS
Troilus and Criseyde; Book I 944,"And think wel, she of whom rist al thy wo",and@conj thinken@v2%imp wel@adv she@pron%nom of@prep whom@pron%obj risen@v%pr_3 al@gram_adj thin@pron%gen wo@n,u S u S u S u S u S
Troilus and Criseyde; Book I 945,Hereafter may thy comfort been also.,her-after@adv mouen@v3%pr_3 thin@pron%gen comfort@n ben@v%inf also@adv,uSux S u Su S uS
Troilus and Criseyde; Book I 946,"“For thilke ground, that bereth the wedes wikke",for@conj thilke@gram_adj ground@n that@pron beren@v1%pr_3 the@def_art wed@n1%pl wikke@adj,u Sx u S uS u Su Sx
Troilus and Criseyde; Book I 947,"Bereth eek thise holsom herbes, as ful ofte",beren@v1%pr_3 ek@adv these@gram_adj%pl holsom@adj herbe@n%pl as@conj ful@adv ofte@adv,uS u Sx uS ux S u Sx
Troilus and Criseyde; Book I 948,"Next the foule netle, rough and thikke",nexte@prep the@def_art foul@adj netle@n roughe@adj and@conj thikke@adj,S u Su Su S u Sx
Troilus and Criseyde; Book I 949,The rose waxeth swote and smothe and softe;,the@def_art rose@n1 waxen@v1%pr_3 sote@adj and@conj smothe@adj and@conj softe@adj,u Su Su Sx u Sx u Sx
Troilus and Criseyde; Book I 950,And next the valey is the hil alofte;,and@conj nexte@prep the@def_art valei@n ben@v%pr_3 the@def_art hille@n on-lofte@adv,u S u Su S u S uSx
Troilus and Criseyde; Book I 951,And next the derke night the glade morwe;,and@conj nexte@prep the@def_art derk@adj night@n the@def_art glad@adj morwe@n,u S u Su S u Su Sx
Troilus and Criseyde; Book I 952,And also joye is next the fin of sorwe.,and@conj also@adv joie@n ben@v%pr_3 nexte@prep the@def_art fin@n2 of@prep sorwe@n,u Su S u S u S u Sx
Troilus and Criseyde; Book I 953,“Now loke that atempre be thy bridel,nou@adv loken@v2%imp that@conj attempre@adj ben@v%pr_3 thin@pron%gen bridel@n,u Su S uSx u S uS
Troilus and Criseyde; Book I 954,"And, for the beste, ay suffre to the tide",and@conj for@prep the@def_art best@adjas_n%sup ai@adv sufferen@v%imp to@prep the@def_art tide@n,u S u Sx u Su S u Sx
Troilus and Criseyde; Book I 955,Or elles al our labour is on idel;,or@conj elles@adv al@gram_adj oure@pron%pl_gen labour@n ben@v%pr_3 on@prep idel@n,u Sx u S uS u S uS
Troilus and Criseyde; Book I 956,He hasteth wel that wisly can abide;,he@pron1%nom hasten@v%pr_3 wel@adv that@pron wiseli@adv connen@v%pr_3 abiden@v%inf,u Su S u Su S uSx
Troilus and Criseyde; Book I 957,"Be diligent, and trewe, and ay wel hide.",ben@v%imp diligent@adj and@conj treu@adj and@conj ai@adv wel@adv hiden@v%imp,u SuS u Sx u S u Sx
Troilus and Criseyde; Book I 958,"Be lusty, free, persevere in thy servise",ben@v%imp lusti@adj fre@adj perseveren@v%imp in@prep thin@pron%gen servise@n,u Su S uSxx u S uSx
Troilus and Criseyde; Book I 959,"And al is wel, if thou werke in this wise.",and@conj al@gram_adjas_n ben@v%pr_3 wel@adj if@conj thou@pron%nom werken@v%pr_2 in@prep this@gram_adj wise@n2,u S u S u S ux S u Sx
Troilus and Criseyde; Book I 960,“But he that parted is in every place,but@conj he@pron1%nom that@pron parten@v%ppl ben@v%pr_3 in@prep everi@pron_gram_adj place@n,u S u Su S u Sxu Sx
Troilus and Criseyde; Book I 961,"Is nowher hool, as writen clerkes wise;",ben@v%pr_3 no-wher@adv hole@adj2 as@conj writen@v%pr_pl clerk@n%pl wise@adj,u Su S u Su Su Sx
Troilus and Criseyde; Book I 962,"What wonder is, though swich oon have no grace?",what@pron wonder@n ben@v%pr_3 though@conj swich@gram_adj on@pron haven@v%pr_3 no@gram_adj grace@n,u Su S u S u Sx u Sx
Troilus and Criseyde; Book I 963,Eek wostow how it fareth of som servise?,ek@adv witen@v1%pr_2_pron hou@adv&conj hit@pron faren@v%pr_3 of@prep som@gram_adj servise@n,u Su S u Sx u S uSx
Troilus and Criseyde; Book I 964,"As plaunte a tre or herbe, in sondry wise",as@conj plaunten@v%imp a@indef_art tre@n or@conj herbe@n in@prep sondri@adj wise@n2,u Sx u S u Sx u Su Sx
Troilus and Criseyde; Book I 965,And on the morwe pulle it up as blive,and@conj on@prep the@def_art morwe@n pullen@v%imp hit@pron up@adv as@conj blive@adv,u S u Su Sx u S u Sx
Troilus and Criseyde; Book I 966,"No wonder is, though it may never thrive.",no@gram_adj wonder@n ben@v%pr_3 though@conj hit@pron mouen@v3%pr_3 never@adv thriven@v%inf,u Su S u S u Su Sx
Troilus and Criseyde; Book I 967,“And sith that god of love hath thee bistowed,and@conj sitthe@conj that@part god@n1 of@prep love@n1#propn haven@v%pr_3 the@pron2%obj bistouen@v%ppl,u S u S u Sx u S uSx
Troilus and Criseyde; Book I 968,In place digne unto thy worthinesse,in@prep place@n digne@adj unto@prep thin@pron%gen worthinesse@n,u Su Sx uS u SuSx
Troilus and Criseyde; Book I 969,"Stond faste, for to good port hastow rowed;",stonden@v1%imp faste@adv for@conj to@prep god@adj port@n2 haven@v%pr_2_pron rouen@v1%ppl,u Sx u S u S uS uS
Troilus and Criseyde; Book I 970,"And of thyself, for any hevinesse",and@conj of@prep thi-self@pron for@prep ani@gram_adj hevinesse@n,u S uS u Su SuSx
Troilus and Criseyde; Book I 971,"Hope alwey wel; for, but if drerinesse",hopen@v1%imp al-wei@adv wel@adv for@conj but@conj if@conj drerinesse@n,ux Su S u S u SuSx
Troilus and Criseyde; Book I 972,Or overehaste our bothe labour shende,or@conj overhaste@n oure@pron%pl_gen bothe@num_adj labour@n shenden@v%pr_3,u SuSux S ux Su Sx
Troilus and Criseyde; Book I 973,I hope of this to maken a good ende.,ich@pron%nom hopen@v1%pr_1 of@prep this@pron to@part maken@v1%inf a@indef_art god@adj ende@n1,u Sx u S u Su S u Sx
Troilus and Criseyde; Book I 974,“And wostow why I am the lasse afered,and@conj witen@v1%pr_2_pron whi@adv ich@pron%nom ben@v%pr_1 the@adv lesse@adv%comp afered@ppl,u Su S u S u Sx uSx
Troilus and Criseyde; Book I 975,Of this matere with my nece trete?,of@prep this@gram_adj matere@n with@prep min@pron%gen nece@n treten@v%inf,u S uSu S u Su Sx
Troilus and Criseyde; Book I 976,For this have I herd seide of wise ylered,for@conj this@pron haven@v%pr_1 ich@pron%nom heren@v%ppl seien@v1%ppl of@prep wise@adj leren@v#adj%ppl_n,u S ux S u Sx u Sx uSx
Troilus and Criseyde; Book I 977,‘Was never man ne woman yet bigete,ben@v%pt_3 never@adv man@n ne@conj1 womman@n yet@adv biyeten@v%ppl,u Su S u Su S uSx
Troilus and Criseyde; Book I 978,That was unapt to suffren loves hete,that@pron ben@v%pt_3 unapt@adj to@part sufferen@v%inf love@n1%gen hete@n1,u S uS u Su Su Sx
