LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book V 1395,That with your lettre ye me recomforte;,that@conj with@prep your@pron%pl_gen lettre@n ye@pron%pl_nom me@pron2%obj recomforten@v%pr_pl,u S u Su S u SuSx
Troilus and Criseyde; Book V 1396,For though to me your absence is an helle,for@conj though@conj to@prep me@pron2%obj your@pron%pl_gen absence@n ben@v%pr_3 a@indef_art helle@n,u S u x S uSu S u Sx
Troilus and Criseyde; Book V 1397,With pacience I wol my wo comporte.,with@prep pacience@n ich@pron%nom willen@v%pr_1 min@pron%gen wo@n comporten@v%inf,u SuSx u S u S uSx
Troilus and Criseyde; Book V 1398,And with your lettre of hope I wol desporte.,and@conj with@prep your@pron%pl_gen lettre@n of@prep hope@n1 ich@pron%nom willen@v%pr_1 disporten@v%inf,u S u Sx u Sx u S uSx
Troilus and Criseyde; Book V 1399,"Now writeth, swete, and lat me thus not pleine;",nou@adv writen@v%imp swete@adj#n and@conj leten@v%imp me@pron2%obj thus@adv not@adv pleinen@v%inf,u Su Sx u S u S u Sx
Troilus and Criseyde; Book V 1400,"With hope, or deeth, delivereth me fro peine.",with@prep hope@n1 or@conj deth@n deliveren@v%pr_3 me@pron2%obj from@prep peine@n,u Sx u S uSuS x u Sx
Troilus and Criseyde; Book V 1401,"“Ywis, min owene dere herte trewe",iwis@adv min@pron%gen ouen@adj dere@adj1 herte@n treu@adj,uS u Sux Su Su Sx
Troilus and Criseyde; Book V 1402,"I woot that, whan ye next upon me see",ich@pron%nom witen@v1%pr_1 that@conj whan@adv&conj ye@pron%pl_nom nexte@adv%sup upon@prep me@pron2%obj sen@v1%pr_pl,u S u S u S uS u S
Troilus and Criseyde; Book V 1403,So lost have I min hele and eek min hewe,so@adv losen@v2%ppl haven@v%pr_1 ich@pron%nom min@pron%gen hele@n1 and@conj ek@adv min@pron%gen heu@n,u S ux S u Sx u S u Sx
Troilus and Criseyde; Book V 1404,Criseyde shal nought conne knowe me!,criseyde@n#propn shulen@v1%pr_3 nought@adv connen@v%inf knouen@v%inf me@pron2%obj,uSu S u Su Su S
Troilus and Criseyde; Book V 1405,"Ywis, min hertes day, my lady free",iwis@adv min@pron%gen herte@n%gen dai@n min@pron%gen ladie@n fre@adj,uS u Su S u Su S
Troilus and Criseyde; Book V 1406,So thursteth ay min herte to biholde,so@adv thirsten@v%pr_3 ai@adv min@pron%gen herte@n to@part biholden@v%inf,u Su S u Su S uSx
Troilus and Criseyde; Book V 1407,"Your beautee, that my lif unnethe I holde.",your@pron%pl_gen beaute@n that@conj min@pron%gen lif@n unethe@adv ich@pron%nom holden@v1%pr_1,u Su S u S uSx u Sx
Troilus and Criseyde; Book V 1408,"“I sey no more, al have I for to seye",ich@pron%nom seien@v1%pr_1 no@gram_adj more@n3 al@conj haven@v%pr_1 ich@pron%nom for@prep#adv to@part seien@v1%inf,u S u Sx u Sx u S u S
Troilus and Criseyde; Book V 1409,To you wel more than I telle may;,to@prep you@pron%pl_obj wel@adv more@adv%comp than@conj ich@pron%nom tellen@v%inf mouen@v3%pr_1,u S u Su S u Su S
Troilus and Criseyde; Book V 1410,But whether that ye do me live or deye,but@conj whether@conj that@part ye@pron%pl_nom don@v1%pr_pl me@pron2%obj liven@v1%inf or@conj dien@v%inf,u Su S u S u Sx u S
Troilus and Criseyde; Book V 1411,"Yet pray I God, so yeve yow right good day.",yet@adv preien@v1%pr_1 ich@pron%nom god@n1#propn so@adv yeven@v%pr_3 you@pron%pl_obj righte@adv god@adj dai@n,u S u S u Sx u S u S
Troilus and Criseyde; Book V 1412,"And fareth wel, goodly faire fresshe may",and@conj faren@v%imp wel@adv godli@adj2 fair@adj fresh@adj mai@n1,u Su S uS ux Su S
Troilus and Criseyde; Book V 1413,As ye that lif or deeth me may comaunde;,as@conj you@pron%pl_obj that@pron lif@n or@conj deth@n mouen@v3%pr_3 me@pron2%obj commaunden@v%inf,u S u S u S u S uSx
Troilus and Criseyde; Book V 1414,And to your trouthe ay I me recomaunde,and@conj to@prep your@pron%pl_gen treuth@n ai@adv ich@pron%nom me@pron2%obj recommaunden@v%pr_1,u S u Sx u S u SuSx
Troilus and Criseyde; Book V 1415,"“With hele swich that, but ye yeven me",with@prep hele@n1 swich@gram_adj that@conj but@conj ye@pron%pl_nom yeven@v%pr_pl me@pron2%obj,u Su S u S u Su S
Troilus and Criseyde; Book V 1416,"The same hele, I shal noon hele have.",the@def_art same@gram_adj hele@n1 ich@pron%nom shulen@v1%pr_1 non@gram_adj hele@n1 haven@v%inf,u Su Sx u S u Su Sx
Troilus and Criseyde; Book V 1417,"In you lith, whan yow list that it so be",in@prep you@pron%pl_obj lien@v1%pr_3 whan@adv&conj you@pron%pl_obj listen@v1%pr_3 that@conj hit@pron so@adv ben@v%pr_3,u S u S u S u S u S
Troilus and Criseyde; Book V 1418,The day in which me clothen shal my grave.,the@def_art dai@n in@prep which@pron me@pron2%obj clothen@v%inf shulen@v1%pr_3 min@pron%gen grave@n1,u S u S u Su S u Sx
Troilus and Criseyde; Book V 1419,"In yow my lif, in yow might for to save",in@prep you@pron%pl_obj min@pron%gen lif@n in@prep you@pron%pl_obj might@n for@prep#adv to@part saven@v%inf,u S u S u S u S u Sx
Troilus and Criseyde; Book V 1420,Me from disese of alle peines smerte;,me@pron2%obj from@prep disese@n of@prep al@gram_adj peine@n%pl smert@adj,u S uSx u Su Su Sx
Troilus and Criseyde; Book V 1421,"And fare now wel, min owene swete herte!",and@conj faren@v%imp nou@adv wel@adv min@pron%gen ouen@adj swete@adj herte@n,u Sx u S u Sux Su Sx
Troilus and Criseyde; Book V 1422,This lettre forth was sent unto Criseyde,this@gram_adj lettre@n forth@adv ben@v%pt_3 senden@v2%ppl unto@prep criseyde@n#propn,u Su S u S uS uSx
Troilus and Criseyde; Book V 1423,Of which hir answere in effect was this;,of@prep which@pron hire@pron1%fem_gen answere@n in@prep effect@n ben@v%pt_3 this@pron,u S u Sux S uS u S
Troilus and Criseyde; Book V 1424,"Ful pitously she wroot ayein, and seide",ful@adv pitousli@adv she@pron%nom writen@v%pt_3 ayen@adv and@conj seien@v1%pt_3,u SuS u S uS u Sx
Troilus and Criseyde; Book V 1425,"That also sone as that she might, ywis",that@conj as@conj sone@adv as@conj that@part she@pron%nom mouen@v3%pt_3 iwis@adv,u Su Sx u S u S uS
Troilus and Criseyde; Book V 1426,"She wolde come, and mende al that was mis.",she@pron%nom willen@v%pt_3 comen@v%inf and@conj menden@v%inf al@gram_adjas_n that@pron ben@v%pt_3 mis@adj,u Su Sx u Sx u S u S
Troilus and Criseyde; Book V 1427,And finally she wroot and seide him thanne,and@conj finalli@adv she@pron%nom writen@v%pt_3 and@conj seien@v1%pt_3 him@pron%obj thanne@adv,u SuS u S u Sx u Sx
Troilus and Criseyde; Book V 1428,"She wolde come, ye, but she niste whanne.",she@pron%nom willen@v%pt_3 comen@v%inf ye@adv but@conj she@pron%nom witen@v1%pt_3_neg whan@adv&conj,u Su Sx u S u Su Sx
Troilus and Criseyde; Book V 1429,But in hir lettre made she swich festes,but@conj in@prep hire@pron1%fem_gen lettre@n maken@v1%pt_3 she@pron%nom swich@gram_adj feste@n%pl,u S u Su Sx u S uS
Troilus and Criseyde; Book V 1430,"That wonder was, and swereth she loveth him best",that@conj wonder@n ben@v%pt_3 and@conj sweren@v%pr_3 she@pron%nom loven@v1%pr_3 him@pron%obj best@adv%sup,u Su S u Su x Sx u S
Troilus and Criseyde; Book V 1431,Of which he fond but botmelees bihestes.,of@prep which@pron he@pron1%nom finden@v%pt_3 but@conj botme-les@adj biheste@n%pl,u S u S u SuS uSx
Troilus and Criseyde; Book V 1432,"But Troilus, thou mayst now, est or west",but@conj troilus@n#propn thou@pron%nom mouen@v3%pr_2 nou@adv est@n#adv or@conj west@adv,u SuS u S u S u S
Troilus and Criseyde; Book V 1433,"Pipe in an ivy leef, if that thee lest;",pipen@v%inf in@prep a@indef_art ivi@n#adj lef@n1 if@conj that@part the@pron2%obj listen@v1%pr_3,ux S u Su S u S u S
Troilus and Criseyde; Book V 1434,Thus gooth the world; God shilde us fro mischaunce,thus@adv gon@v%pr_3 the@def_art world@n god@n1#propn shelden@v%pr_3 us@pron%pl_obj from@prep mischaunce@n,u S u S u Sx u S uSx
Troilus and Criseyde; Book V 1435,And every wight that meneth trouthe avaunce!,and@conj everi@pron_gram_adj wight@n that@pron menen@v1%pr_3 treuth@n avauncen@v%inf,u SuS u S ux Sx uSx
Troilus and Criseyde; Book V 1436,Encresen gan the wo fro day to night,encresen@v%inf ginnen@v%pt_3 the@def_art wo@n from@prep dai@n to@prep night@n,uSu S u S u S u S
Troilus and Criseyde; Book V 1437,"Of Troilus, for taryinge of Criseyde;",of@prep troilus@n#propn for@prep tariinge@ger1 of@prep criseyde@n#propn,u Su S uSux S uSx
Troilus and Criseyde; Book V 1438,And lessen gan his hope and eek his might,and@conj lessen@v%inf ginnen@v%pt_3 his@pron1%gen hope@n1 and@conj ek@adv his@pron1%gen might@n,u Su S u Sx u S u S
Troilus and Criseyde; Book V 1439,For which al doun he in his bed him leide;,for@prep which@pron al@adv doun@adv he@pron1%nom in@prep his@pron1%gen bed@n1 him@pron%obj leien@v1%pt_3,u S u S u S u S u Sx
Troilus and Criseyde; Book V 1440,"He ne eet, ne dronk, ne sleep, ne word he seide",he@pron1%nom ne@conj1 eten@v%pt_3 ne@conj1 drinken@v%pt_3 ne@conj1 slepen@v%pt_3 ne@conj1 word@n he@pron1%nom seien@v1%pt_3,          
Troilus and Criseyde; Book V 1441,Imagininge ay that she was unkinde;,imaginen@v%prp_abs ai@adv that@conj she@pron%nom ben@v%pt_3 unkinde@adj,uSuSx u S u S uSx
Troilus and Criseyde; Book V 1442,For which wel neigh he wex out of his minde.,for@prep which@pron wel@adv neigh@adv he@pron1%nom waxen@v1%pt_3 oute@adv#prep of@prep his@pron1%gen minde@n1,u S u S u S u S u Sx
Troilus and Criseyde; Book V 1443,"This dreem, of which I told have eek biforn",this@gram_adj drem@n2 of@prep which@pron ich@pron%nom tellen@v%ppl haven@v%pr_1 ek@adv biforen@adv,u S u S u S ux S uS
Troilus and Criseyde; Book V 1444,May never come out of his remembraunce;,mouen@v3%pr_3 never@adv comen@v%inf oute@adv#prep of@prep his@pron1%gen remembraunce@n,u Su Sx u S u SuSx
Troilus and Criseyde; Book V 1445,He thoughte ay wel he hadde his lady lorn,he@pron1%nom thinken@v2%pt_3 ai@adv wel@adv he@pron1%nom haven@v%pt_3 his@pron1%gen ladie@n lesen@v4%ppl,u Sx u S u Sx u Su S
Troilus and Criseyde; Book V 1446,"And that Joves, of his purveiaunce",and@conj that@conj jove@n#propn of@prep his@pron1%gen purveiaunce@n,S u Su S u SuSx
Troilus and Criseyde; Book V 1447,Him shewed hadde in sleep the signifiaunce,him@pron%obj sheuen@v1%ppl haven@v%pt_3 in@prep slep@n the@def_art signifiaunce@n,u Sx ux S u S uSuSx
Troilus and Criseyde; Book V 1448,Of hir untrouthe and his disaventure,of@prep hire@pron1%fem_gen untreuth@n and@conj his@pron1%gen disaventure@n,u S uSx u S uSuSx
Troilus and Criseyde; Book V 1449,And that the boor was shewed him in figure.,and@conj that@conj the@def_art bor@n ben@v%pt_3 sheuen@v1%ppl him@pron%obj in@prep figure@n,u S u S u Sx u S uSx
Troilus and Criseyde; Book V 1450,For which he for Sibille his suster sente,for@prep which@pron he@pron1%nom for@prep sibille@n#propn his@pron1%gen suster@n senden@v2%pt_3,u S u S uSx u Su Sx
Troilus and Criseyde; Book V 1451,That called was Cassandre eek al aboute;,that@pron callen@v%ppl ben@v%pt_3 cassandre@n#propn ek@adv al@adv abouten@adv,u Su S uSx u S uSx
Troilus and Criseyde; Book V 1452,And al his dreem he tolde hir er he stente,and@conj al@gram_adj his@pron1%gen drem@n2 he@pron1%nom tellen@v%pt_3 hire@pron2%fem_obj er@conj1 he@pron1%nom stinten@v%pt_3,u S u S u Sx u S u Sx
Troilus and Criseyde; Book V 1453,And hir bisoughte assoilen him the doute,and@conj hire@pron2%fem_obj bisechen@v%pt_3 assoilen@v%inf him@pron%obj the@def_art doute@n,u S uSx uSu S u Sx
Troilus and Criseyde; Book V 1454,"Of the stronge boor, with tuskes stoute;",of@prep the@def_art strong@adj bor@n with@prep tusk@n%pl stoute@adj,S u Su S u Su Sx
Troilus and Criseyde; Book V 1455,"And finally, withinne a litel stounde",and@conj finalli@adv with-inne@prep a@indef_art litel@adj stounde@n,u SuS uSx u Su Sx
Troilus and Criseyde; Book V 1456,Cassandre him gan right thus his dreem expounde.,cassandre@n#propn him@pron%obj ginnen@v%pt_3 righte@adv thus@adv his@pron1%gen drem@n2 expounen@v%inf,uSx u S u S u S uSx
Troilus and Criseyde; Book V 1457,"She gan first smile, and seide, “O brother dere",she@pron%nom ginnen@v%pt_3 first@adv smilen@v%inf and@conj seien@v1%pt_3 o@interj brother@n dere@adj1,u S u Sx u Sx u Su Sx
Troilus and Criseyde; Book V 1458,If thou a sooth of this desirest knowe,if@conj thou@pron%nom a@indef_art soth@n of@prep this@pron desiren@v%pr_2 knouen@v%inf,u S u S u S uSu Sx
Troilus and Criseyde; Book V 1459,Thou most a fewe of olde stories here,thou@pron%nom moten@v2%pr_2 a@indef_art feue@pron of@prep olde@adj storie@n1%pl heren@v%inf,u S u Sx u Sx uSu Sx
Troilus and Criseyde; Book V 1460,"To purpos, how that fortune overthrowe",to@prep purpos@n hou@adv&conj that@part fortune@n#propn overthrouen@v%ppl,u Su S u Sux SuSx
Troilus and Criseyde; Book V 1461,"Hath lordes olde; through which, withinne a throwe",haven@v%pr_3 lord@n%pl olde@adj thurgh@prep which@pron with-inne@prep a@indef_art throu@n1,u Su Sx u S uSx u Sx
Troilus and Criseyde; Book V 1462,"Thou wel this boor shalt knowe, and of what kinde",thou@pron%nom wel@adv this@gram_adj bor@n shulen@v1%pr_2 knouen@v%inf and@conj of@prep what@gram_adj kinde@n,u S u S u Sx u S u Sx
Troilus and Criseyde; Book V 1463,"He comen is, as men in bokes finde.",he@pron1%nom comen@v%ppl ben@v%pr_3 as@conj man@n%pl in@prep bok@n1%pl finden@v%pr_pl,u Su S u S u Su Sx
Troilus and Criseyde; Book V 1464,"“Diane, which that wrooth was and in ire",diane@n#propn which@pron that@pron wroth@adj ben@v%pt_3 and@conj in@prep ire@n,uSu S u S u S u Sx
Troilus and Criseyde; Book V 1465,For Grekes nolde doon hir sacrifise,for@conj grek@n%pl willen@v%pt_pl_neg don@v1%inf hire@pron2%fem_obj sacrifice@n,u Su Su S u SuSx
Troilus and Criseyde; Book V 1466,Ne encens upon hir auter sette afire,ne@conj1 encens@n upon@prep hire@pron1%fem_gen auter@n setten@v%inf afire@adv&adj,u Su Su S ux Sx uSx
Troilus and Criseyde; Book V 1467,"She, for that Grekes gonne hir so dispise",she@pron%nom for@conj that@part grek@n%pl ginnen@v%pt_pl hire@pron2%fem_obj so@adv despisen@v%inf,u S u Su Sx u S uSx
Troilus and Criseyde; Book V 1468,Wrak hir in a wonder cruel wise.,wreken@v%pt_3 hire@pron2%fem_obj in@prep a@indef_art wonder@adv cruel@adj wise@n2,S u S u Su Su Sx
Troilus and Criseyde; Book V 1469,For with a boor as greet as oxe in stalle,for@conj with@prep a@indef_art bor@n as@conj gret@adj as@conj oxe@n in@prep stalle@n,u S u S u S u Sx u Sx
Troilus and Criseyde; Book V 1470,She made up frete hir corn and vines alle.,she@pron%nom maken@v1%pt_3 up@adv freten@v1%inf here@pron%pl_gen corn@n and@conj vine@n%pl al@gram_adj,u Sx u Sx u S u Su Sx
Troilus and Criseyde; Book V 1471,“To slee this boor was al the contree reised,to@part slen@v%inf this@gram_adj bor@n ben@v%pt_3 al@gram_adj the@def_art contree@n reisen@v1%ppl,u S u S u S u Su Sx
Troilus and Criseyde; Book V 1472,"Amonges which ther com, this boor to see",amonges@prep which@pron ther@adv comen@v%pt_3 this@gram_adj bor@n to@part sen@v1%inf,uSu S u S u S u S
Troilus and Criseyde; Book V 1473,"A maide, oon of this world the best ypreised;",a@indef_art maide@n on@pron of@prep this@gram_adj world@n the@def_art best@adv%sup preisen@v%ppl_abs,u Sx u S u S u S uSx
Troilus and Criseyde; Book V 1474,"And Meleagre, lord of that contree",and@conj meleagre@n#propn lord@n of@prep that@art&gram_adj contree@n,u SuSu S u S uS
Troilus and Criseyde; Book V 1475,He loved so this fresshe maiden free,he@pron1%nom loven@v1%pt_3 so@adv this@gram_adj fresh@adj maiden@n fre@adj,u Su S u Su Su S
Troilus and Criseyde; Book V 1476,"That with his manhod, er he wolde stente",that@conj with@prep his@pron1%gen manhede@n er@conj1 he@pron1%nom willen@v%pt_3 stinten@v%inf,u S u Su S u Su Sx
Troilus and Criseyde; Book V 1477,"This boor he slow, and hir the heed he sente;",this@gram_adj bor@n he@pron1%nom slen@v%pt_3 and@conj hire@pron2%fem_obj the@def_art hed@n1 he@pron1%nom senden@v2%pt_3,u S u S u S u S u Sx
Troilus and Criseyde; Book V 1478,"“Of which, as olde bokes tellen us",of@prep which@pron as@conj olde@adj bok@n1%pl tellen@v%pr_pl us@pron%pl_obj,u S u Su Su Su S
Troilus and Criseyde; Book V 1479,Ther roos a contek and a greet envie;,ther@adv risen@v%pt_3 a@indef_art contek@n and@conj a@indef_art gret@adj envie@n,u S u Su S u S uS
Troilus and Criseyde; Book V 1480,And of this lord descended Tideus,and@conj of@prep this@gram_adj lord@n descenden@v%pt_3 tideus@n#propn,u S u S uSu SuS
Troilus and Criseyde; Book V 1481,"By ligne, or elles olde bokes lie;",bi@prep line@n1 or@conj elles@adv olde@adj bok@n1%pl lien@v2%pr_pl,u Sx u Su Su Su S
Troilus and Criseyde; Book V 1482,But how this Meleagre gan to die,but@conj hou@adv&conj this@gram_adj meleagre@n#propn ginnen@v%pt_3 to@part dien@v%inf,u S u SuSu S u S
Troilus and Criseyde; Book V 1483,"Thorugh his moder, wol I yow not telle",thurgh@prep his@pron1%gen moder@n willen@v%pr_1 ich@pron%nom you@pron%pl_obj not@adv tellen@v%inf,uS u Su S u S u Sx
Troilus and Criseyde; Book V 1484,For al to long it were for to dwelle.”,for@conj al@adv to@adv2 long@adj1 hit@pron ben@v%pt_3 for@prep#adv to@part dwellen@v%inf,u S u S u Su S u Sx
Troilus and Criseyde; Book V 1485,"She toldë eek how Tideus, er she stente",she@pron%nom tellen@v%pt_3 ek@adv hou@adv&conj tideus@n#propn er@conj1 she@pron%nom stinten@v%pt_3,u S u S uSu S u Sx
Troilus and Criseyde; Book V 1486,Unto the stronge citee of Thebes,unto@prep the@def_art strong@adj cite@n of@prep thebes@n#propn,uS u Su Su S uS
Troilus and Criseyde; Book V 1487,"To cleime kingdom of the citee, wente",to@part claimen@v%inf kingdom@n of@prep the@def_art cite@n wenden@v%pt_3,u Su Su S u Su Sx
Troilus and Criseyde; Book V 1488,"For his felawe, daun Polimites",for@prep his@pron1%gen felaue@n daun@n#adj polimyte@n#propn,u S uSu S uSuS
Troilus and Criseyde; Book V 1489,"Of which the brother, daun Ethiocles",of@prep which@pron the@def_art brother@n daun@n#adj ethiocles@n#propn,u S u Su S uSuS
Troilus and Criseyde; Book V 1490,Ful wrongfully of Thebes held the strengthe;,ful@adv wrongfulli@adv of@prep thebes@n#propn holden@v1%pt_3 the@def_art strengthe@n,u SuS u Su S u Sx
Troilus and Criseyde; Book V 1491,"This tolde she by proces, al by lengthe.",this@pron tellen@v%pt_3 she@pron%nom bi@prep proces@n al@adv bi@prep lengthe@n,u Su S u Su S u Sx
Troilus and Criseyde; Book V 1492,She tolde eek how Hemonides asterte,she@pron%nom tellen@v%pt_3 ek@adv hou@adv&conj hemonides@n#propn asterten@v%pt_3,u Sx u S uSuS uSx
Troilus and Criseyde; Book V 1493,Whan Tideus slough fifty knightes stoute.,whan@adv&conj tideus@n#propn slen@v%pt_3 fifti@num_adj knight@n%pl stoute@adj,u SuS u Su Su Sx
Troilus and Criseyde; Book V 1494,She told eek al the prophesies by herte,she@pron%nom tellen@v%pt_3 ek@adv al@gram_adj the@def_art prophecie@n%pl bi@prep herte@n,x u S u S uSuS u Sx
Troilus and Criseyde; Book V 1495,"And how that seven kinges, with hir route",and@conj hou@adv&conj that@part seven@num_adj king@n%pl with@prep here@pron%pl_gen route@n1,u S u Su Su S u Sx
Troilus and Criseyde; Book V 1496,Bisegeden the citee al aboute;,bisegen@v%pt_pl the@def_art cite@n al@adv abouten@adv,uSuS u Su S uSx
Troilus and Criseyde; Book V 1497,"And of the holy serpent, and the welle",and@conj of@prep the@def_art holi@adj2 serpent@n and@conj the@def_art welle@n,u S u Su Su S u Sx
Troilus and Criseyde; Book V 1498,"And of the furies, al she gan him telle.",and@conj of@prep the@def_art furie@n%pl al@gram_adjas_n she@pron%nom ginnen@v%pt_3 him@pron%obj tellen@v%inf,u S u SuS u x S u Sx
Troilus and Criseyde; Book V 1499,Of Archimoris buryinge and the pleies,of@prep archimoris@n#propn%gen biriinge@ger and@conj the@def_art pleie@n%pl,     
Troilus and Criseyde; Book V 1500,And how Amphiorax fil through the grounde,and@conj hou@adv&conj amphiorax@n#propn fallen@v%pt_3 thurgh@prep the@def_art ground@n,u S uSuS u S u Sx
Troilus and Criseyde; Book V 1501,"How Tideus was slain, lord of Argeies",hou@adv&conj tideus@n#propn ben@v%pt_3 slen@v%ppl lord@n of@prep argeyes@n%pl,      
Troilus and Criseyde; Book V 1502,And how Ypomedoun in litel stounde,and@conj hou@adv&conj ipomedoun@n#propn in@prep litel@adj stounde@n,u S uSuS u Su Sx
Troilus and Criseyde; Book V 1503,"Was dreint, and deed Parthonope of wounde;",ben@v%pt_3 drenchen@v%ppl and@conj ded@adj parthonope@n#propn of@prep wound@n,S u S u SuSx u Sx
Troilus and Criseyde; Book V 1504,And also how Cappanëus the proude,and@conj also@adv hou@adv&conj cappaneus@n#propn the@def_art proud@adj,S uS u SuS u Sx
Troilus and Criseyde; Book V 1505,"With thonder dint was slain, that cride loude.",with@prep thonder@n dint@n ben@v%pt_3 slen@v%ppl that@pron crien@v%pt_3 loude@adv,u Su S u S u Su Sx
Troilus and Criseyde; Book V 1506,She gan eek telle him how that either brother,she@pron%nom ginnen@v%pt_3 ek@adv tellen@v%inf him@pron%obj hou@adv&conj that@part either@pron_adj brother@n,x u S ux S u S uS uS
Troilus and Criseyde; Book V 1507,Ethiocles and Polimite also,ethiocles@n#propn and@conj polimyte@n#propn also@adv,uSuS u SuSx uS
Troilus and Criseyde; Book V 1508,"At a scarmiche, eche of hem slough other",at@prep a@indef_art scarmuche@n ech@pron of@prep hem@pron%pl_obj slen@v%pt_3 other@pron,u S uSx ux S u S uS
Troilus and Criseyde; Book V 1509,And of Argives wepinge and hir wo;,and@conj of@prep argive@n2#propn%gen wepinge@ger and@conj here@pron%pl_gen wo@n,u S uSu Sux S u S
Troilus and Criseyde; Book V 1510,And how the town was brent she tolde eek tho.,and@conj hou@adv&conj the@def_art toun@n ben@v%pt_3 brennen@v%ppl she@pron%nom tellen@v%pt_3 ek@adv tho@adv,u S u S u S u Sx u S
Troilus and Criseyde; Book V 1511,And so descendeth doun from gestes olde,and@conj so@adv descenden@v%pr_3 doun@adv from@prep geste@n1%pl olde@adj,u S uSu S u Su Sx
Troilus and Criseyde; Book V 1512,"To Diomede, and thus she spak and tolde.",to@prep diomede@n#propn and@conj thus@adv she@pron%nom speken@v%pt_3 and@conj tellen@v%pt_3,u SuSx u S u S u Sx
Troilus and Criseyde; Book V 1513,“This ilke boor bitokneth Diomede,this@gram_adj ilke@pron_gram_adj bor@n bitoknen@v%pr_3 diomede@n#propn,u Su S uSu SuSx
Troilus and Criseyde; Book V 1514,"Tideus sone, that doun descended is",tideus@n#propn%gen sone@n that@pron doun@adv descenden@v%ppl ben@v%pr_3,uSu Sx u S uSu S
Troilus and Criseyde; Book V 1515,"Fro Meleagre, that made the boor to blede.",from@prep meleagre@n#propn that@pron maken@v1%pt_3 the@def_art bor@n to@part bleden@v%inf,u SuSx u Sx u S u Sx
Troilus and Criseyde; Book V 1516,"And thy lady, wherso she be, ywis",and@conj thin@pron%gen ladie@n wher-so@adv she@pron%nom ben@v%pr_3 iwis@adv,u S uS uS u S uS
Troilus and Criseyde; Book V 1517,"This Diomede hir herte hath, and she his.",this@gram_adj diomede@n#propn hire@pron1%fem_gen herte@n haven@v%pr_3 and@conj she@pron%nom his@pron2%gen,u SuSx u Sx u S u S
Troilus and Criseyde; Book V 1518,"Weep if thou wolt, or leef; for, out of doute",wepen@v%imp if@conj thou@pron%nom willen@v%pr_2 or@conj leven@v1%imp for@conj oute@adv#prep of@prep doute@n,u S u S u S u S u Sx
Troilus and Criseyde; Book V 1519,Whan Tideus slough fifty knightes stoute.,whan@adv&conj tideus@n#propn slen@v%pt_3 fifti@num_adj knight@n%pl stoute@adj,u SuS u Su Su Sx
Troilus and Criseyde; Book V 1520,"“Thou seist nat sooth,” quod he, “thou sorceresse",thou@pron%nom seien@v1%pr_2 not@adv soth@n quethen@v%pt_3 he@pron1%nom thou@pron%nom sorceresse@n,u S u S u S u SuSx
Troilus and Criseyde; Book V 1521,With al thy false goost of prophesie!,with@prep al@gram_adj thin@pron%gen fals@adj gost@n of@prep prophecie@n,u S u Su S u SuS
Troilus and Criseyde; Book V 1522,Thou wenest been a greet devineresse;,thou@pron%nom wenen@v2%pr_2 ben@v%inf a@indef_art gret@adj divineresse@n,u Su S u S uSuSx
Troilus and Criseyde; Book V 1523,Now seestow not this fool of fantasie,nou@adv sen@v1%pr_2_pron not@adv this@gram_adj fol@n of@prep fantasie@n,u Su S u S u SuS
Troilus and Criseyde; Book V 1524,Peineth hir on ladies for to lie?,peinen@v%pr_3 hire@pron2%fem_obj on@prep ladie@n%pl for@prep#adv to@part lien@v2%inf,uS u S uSu S u S
Troilus and Criseyde; Book V 1525,"Awey,” quod he, “ther Joves yeve thee sorwe!",awei@adv#interj quethen@v%pt_3 he@pron1%nom ther@adv jove@n#propn yeven@v%pr_3 the@pron2%obj sorwe@n,uS u S u Su Sx u Sx
Troilus and Criseyde; Book V 1526,"Thou shalt be fals, paraunter, yet tomorwe!",thou@pron%nom shulen@v1%pr_2 ben@v%inf fals@adj paraventure@adv yet@adv to-morwe@adv,u S u S uSu S uSx
Troilus and Criseyde; Book V 1527,“As wel thou mightest lyen on Alceste,as@conj wel@adv thou@pron%nom mouen@v3%pt_2 lien@v2%inf on@prep alceste@n#propn,u S u Su Su S uSx
Troilus and Criseyde; Book V 1528,"That was of creatures, but men lie",that@pron ben@v%pt_3 of@prep creature@n%pl but@conj man@n%pl lien@v2%pr_pl,u S u SuSu S u S
Troilus and Criseyde; Book V 1529,"That ever weren, kindest and the beste.",that@pron ever@adv ben@v%pt_pl kinde@adj%sup and@conj the@def_art best@adjas_n%sup,u Su Su Su S u Sx
Troilus and Criseyde; Book V 1530,For whanne hir housbonde was in jupartie,for@conj whan@adv&conj hire@pron1%fem_gen hous-bonde@n ben@v%pt_3 in@prep jupartie@n,u Sx u Sux S u SuS
Troilus and Criseyde; Book V 1531,"To die himself, but if she wolde die",to@part dien@v%inf him-self@pron but@conj if@conj she@pron%nom willen@v%pt_3 dien@v%inf,u S uS u S u Su S
Troilus and Criseyde; Book V 1532,She chees for him to die and go to helle,she@pron%nom chesen@v%pt_3 for@prep him@pron%obj to@part dien@v%inf and@conj gon@v%inf to@prep helle@n,u S u S u S u S u Sx
Troilus and Criseyde; Book V 1533,"And starf anoon, as us the bokes telle.”",and@conj sterven@v%pt_3 an-on@adv as@conj us@pron%pl_obj the@def_art bok@n1%pl tellen@v%pr_pl,u S uS u S u Su Sx
