LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book III 1397,"And eek rehercen how, and whanne, and where",and@conj ek@adv rehersen@v%inf hou@adv&conj and@conj whan@adv&conj and@conj wher@adv&conj,u S uSu S u Sx u Sx
Troilus and Criseyde; Book III 1398,"They knewe hem first, and every wo and fere",thei@pron%pl_nom knouen@v%pt_pl hem@pron%pl_obj first@adv and@conj everi@pron_gram_adj wo@n and@conj fer@n1,u Sx u S u SuS u S xx
Troilus and Criseyde; Book III 1399,That passed was; but al swich hevinesse,that@pron passen@v%ppl ben@v%pt_3 but@conj al@gram_adj swich@gram_adj hevinesse@n --@dash,u Su S u S u SuSx
Troilus and Criseyde; Book III 1400,"I thanke it God, was tourned to gladnesse.",ich@pron%nom thanken@v%pr_1 hit@pron god@n1#propn --@dash ben@v%pt_3 turnen@v%ppl to@prep gladnesse@n,u Sx u S u Su S uSx
Troilus and Criseyde; Book III 1401,"And evermo, whan that hem fel to speke",and@conj ever-mor@adv whan@adv&conj that@part hem@pron%pl_obj fallen@v%pt_3 to@part speken@v%inf,u SuS u S u S u Sx
Troilus and Criseyde; Book III 1402,Of any thing of swich a time agoon,of@prep ani@gram_adj thing@n of@prep swich@gram_adj a@indef_art time@n agon@v%ppl_abs,u Su S u S u Sx uS
Troilus and Criseyde; Book III 1403,With kissing al that tale sholde breke,with@prep kissinge@ger al@gram_adj that@art&gram_adj tale@n shulen@v1%pt_3 breken@v%inf,u Su S u Su Su Sx
Troilus and Criseyde; Book III 1404,And fallen in a newe joye anoon,and@conj fallen@v%inf in@prep a@indef_art neue@adj joie@n an-on@adv,u Su S u Sx uS uS
Troilus and Criseyde; Book III 1405,"And diden al hir might, sin they were oon",and@conj don@v1%pt_pl al@gram_adj here@pron%pl_gen might@n sin@conj thei@pron%pl_nom ben@v%pt_pl on@num_adj,u Su S u S u S ux S
Troilus and Criseyde; Book III 1406,For to recoveren blisse and been at ese,for@prep#adv to@part recoveren@v2%inf blisse@n and@conj ben@v%inf at@prep ese@n,u S uSuS ux S u S xx
Troilus and Criseyde; Book III 1407,And passed wo with joye countrepeise.,and@conj passed@ppl#adj wo@n with@prep joie@n countrepeisen@v%inf,u Su S u Su SuSx
Troilus and Criseyde; Book III 1408,Reson wil not that I speke of sleep,resoun@n2#propn willen@v%pr_3 not@adv that@conj ich@pron%nom speken@v%pr_1 of@prep slep@n,Su S u S u Sx u S
Troilus and Criseyde; Book III 1409,For it accordeth nought to my matere;,for@conj hit@pron accorden@v%pr_3 nought@adv to@prep min@pron%gen matere@n,u S uSu S u S uSx
Troilus and Criseyde; Book III 1410,"God woot, they toke of that ful litel keep",god@n1#propn witen@v1%pr_3 thei@pron%pl_nom taken@v%pt_pl of@prep that@pron ful@adv litel@adj kep@n,u S u Sx u S u Su S
Troilus and Criseyde; Book III 1411,"But lest this night, that was to hem so dere",but@conj leste@conj this@gram_adj night@n that@pron ben@v%pt_3 to@prep hem@pron%pl_obj so@adv dere@adj1,u S u S u S u S u Sx
Troilus and Criseyde; Book III 1412,Ne sholde in vein escape in no manere,ne@adv shulen@v1%pt_3 in@prep vein@n escapen@v%inf in@prep no@gram_adj manere@n,u Sx u S uSx u S uSx
Troilus and Criseyde; Book III 1413,It was biset in joye and bisinesse,hit@pron ben@v%pt_3 bisetten@v%ppl in@prep joie@n and@conj bisinesse@n,u S uS u S u SuSx
Troilus and Criseyde; Book III 1414,Of al that souneth into gentilnesse.,of@prep al@gram_adjas_n that@pron sounen@v%pr_3 in-to@prep gentilesse@n,u S u Su Su SuSx
Troilus and Criseyde; Book III 1415,"But whan the cok, comune astrologer",but@conj whan@adv&conj the@def_art cok@n1 commune@adj astrologer@n,u S u S uSx uSuS
Troilus and Criseyde; Book III 1416,"Gan on his brest to bete, and after crowe",ginnen@v%pt_3 on@prep his@pron1%gen brest@n1 to@part beten@v1%inf and@conj after@adv crouen@v%inf,u S u S u Sx u Su Sx
Troilus and Criseyde; Book III 1417,"And Lucifer, the dayes messager",and@conj lucifer@n2 the@def_art dai@n%gen messager@n,u SuS u Su SuS
Troilus and Criseyde; Book III 1418,"Gan for to rise, and out hir bemes throwe;",ginnen@v%pt_3 for@prep#adv to@part risen@v%inf and@conj oute@adv hire@pron1%fem_gen bem@n%pl throuen@v1%inf,u S u Sx u S u Su Sx
Troilus and Criseyde; Book III 1419,"And estward roos, to him that coude it knowe",and@conj estward@adv risen@v%pt_3 --@dash to@prep him@pron%obj that@pron connen@v%pt_3 hit@pron knouen@v%inf --@dash,u Su S u S u Sx u Sx
Troilus and Criseyde; Book III 1420,"Fortuna maior, than anoon Criseyde",fortuna@n major@lat_adj than@conj an-on@adv criseyde@n#propn,SuS u S uS uSx
Troilus and Criseyde; Book III 1421,"With herte sore, to Troilus thus seide:—",with@prep herte@n sore@adj2 to@prep troilus@n#propn thus@adv seien@v1%pt_3,u Su Sx u SuS u Sx
Troilus and Criseyde; Book III 1422,"“Min hertes lif, my trist, al my plesaunce",min@pron%gen herte@n%gen lif@n min@pron%gen trust@n al@gram_adj min@pron%gen plesaunce@n1,u Su S u S u S uSx
Troilus and Criseyde; Book III 1423,"That I was born, allas! what me is wo",that@conj ich@pron%nom ben@v%pt_1 beren@v1%ppl alas@interj what@adv me@pron2%obj ben@v%pr_3 wo@n,u S u S uS u S u S
Troilus and Criseyde; Book III 1424,That day of us mot make desseveraunce!,that@conj dai@n of@prep us@pron%pl_obj moten@v2%pr_3 maken@v1%inf disseveraunce@n,u S u S u Sx uSuSx
Troilus and Criseyde; Book III 1425,"For time it is to rise, and hennes go",for@conj time@n hit@pron ben@v%pr_3 to@part risen@v%inf and@conj hennes@adv gon@v%inf,u Sx u S u Sx u Su S
Troilus and Criseyde; Book III 1426,Or elles I am lost for evermo!,or@conj elles@adv ich@pron%nom ben@v%pr_1 losen@v2%ppl for@prep ever-mor@adv,u Su S u S u SuS
Troilus and Criseyde; Book III 1427,"O night, allas! why niltow over us hove",o@interj night@n alas@interj whi@adv willen@v%pr_2_neg_pron over@prep us@pron%pl_obj hoven@v1%inf,u S uS u Su Sx u Sx
Troilus and Criseyde; Book III 1428,As longe as whanne Almena lay by Jove?,as@conj longe@adv as@conj whan@adv&conj almena@n#propn lien@v1%pt_3 bi@prep jove@n#propn,u Sx u Sx uSu S u Sx
Troilus and Criseyde; Book III 1429,"“O blake night, as folk in bokes rede",o@interj blak@adj night@n as@conj folk@n in@prep bok@n1%pl reden@v1%pr_pl,u Su S u S u Su Sx
Troilus and Criseyde; Book III 1430,That shapen art by God this world to hide,that@pron shapen@v%ppl ben@v%pr_2 bi@prep god@n1#propn this@gram_adj world@n to@part hiden@v%inf,u Su S u S u S u Sx
Troilus and Criseyde; Book III 1431,At certein times with thy derke wede,at@prep certain@adj time@n%pl with@prep thin@pron%gen derk@adj wede@n,u Su Su S u Su Sx
Troilus and Criseyde; Book III 1432,That under that men mighte in reste abide,that@conj under@prep that@pron man@n%pl mouen@v3%pt_pl in@prep reste@n1 abiden@v%inf,u Su S u Sx u Sx uSx
Troilus and Criseyde; Book III 1433,"Wel oughte bestes pleine, and folk thee chide",wel@adv ouen@v%pt_pl beste@n%pl pleinen@v%inf and@conj folk@n the@pron2%obj chiden@v%inf,u Su Su Sx u S u Sx
Troilus and Criseyde; Book III 1434,That thereas day with labour wolde us breste,that@conj ther-as@adv dai@n with@prep labour@n willen@v%pt_2 us@pron%pl_obj bresten@v%inf,u SuS u S uS ux S xx
Troilus and Criseyde; Book III 1435,"That thou thus fleest, and deinest us nought reste!",that@conj thou@pron%nom thus@adv flen@v1%pr_2 and@conj deinen@v1%pr_2 us@pron%pl_obj nought@adv resten@v1%inf,u S u S u Su S u Sx
Troilus and Criseyde; Book III 1436,"“Thou dost, allas! to shortly thin office",thou@pron%nom don@v1%pr_2 alas@interj to@adv2 shortli@adv thin@pron%gen office@n,u S uS u Su S uSx
Troilus and Criseyde; Book III 1437,"Thou rakel night, ther God, makere of kinde",thou@pron%nom rakel@adj night@n ther@adv god@n1#propn makere@n of@prep kinde@n,u Su S u S uSx u Sx
Troilus and Criseyde; Book III 1438,"Thee, for thin hast and thin unkinde vice",the@pron2%obj for@prep thin@pron%gen haste@n and@conj thin@pron%gen unkinde@adj vice@n,u S u S u S uSu Sx
Troilus and Criseyde; Book III 1439,So faste ay to our hemispere binde,so@adv faste@adv ai@adv to@prep oure@pron%pl_gen emisperie@n binden@v%pr_2,u Sx u S u SuSu Sx
Troilus and Criseyde; Book III 1440,That never more under the ground thou winde!,that@conj never@adv more@adv%comp under@prep the@def_art ground@n thou@pron%nom winden@v1%pr_2,u Su Sx uS u S u Sx
Troilus and Criseyde; Book III 1441,"For now, for thou so hyest out of Troye",for@prep nou@adv for@conj thou@pron%nom so@adv hien@v%pr_2 oute@adv#prep of@prep troie@n1#propn,        
Troilus and Criseyde; Book III 1442,Have I forgon thus hastily my joye!”,haven@v%pr_1 ich@pron%nom forgon@v%ppl thus@adv hastilie@adv min@pron%gen joie@n,      
Troilus and Criseyde; Book III 1443,"This Troilus, that with tho wordes felte",this@gram_adj troilus@n#propn that@pron with@prep tho@gram_adj%pl word@n%pl felen@v1%pt_3,u SuS u S u Su Sx
Troilus and Criseyde; Book III 1444,"As thoughte him tho, for pietous distresse",as@conj thinken@v1%pt_3 him@pron%obj tho@adv for@prep pitous@adj distresse@n,u Su S u S uS uSx
Troilus and Criseyde; Book III 1445,The blody teres from his herte melte,the@def_art blodi@adj tere@n%pl from@prep his@pron1%gen herte@n melten@v%pr_pl,u Su Su S u Su Sx
Troilus and Criseyde; Book III 1446,As he that never yet swich hevinesse,as@conj he@pron1%nom that@pron never@adv yet@adv swich@gram_adj hevinesse@n,u S u Su S u SuSx
Troilus and Criseyde; Book III 1447,"Assayed hadde, out of so greet gladnesse",assaien@v%ppl haven@v%pt_3 oute@adv#prep of@prep so@adv gret@adj gladnesse@n,uSu Sx u S u S uSx
Troilus and Criseyde; Book III 1448,Gan therwithal Criseyde his lady dere,ginnen@v%pt_3 ther-withal@adv criseyde@n#propn his@pron1%gen ladie@n dere@adj1,u SuS uSx u Su Sx
Troilus and Criseyde; Book III 1449,"In armes streine, and seide in this manere:—",in@prep arm@n%pl streinen@v1%inf and@conj seien@v1%pt_3 in@prep this@gram_adj manere@n,u Su Sx u Sx u S uSx
Troilus and Criseyde; Book III 1450,"“O cruel day, accusour of the joye",o@interj cruel@adj dai@n accusour@n of@prep the@def_art joie@n,      
Troilus and Criseyde; Book III 1451,That night and love han stole and faste ywryen,that@pron night@n and@conj love@n1 haven@v%pr_pl stelen@v%ppl and@conj faste@adv wrien@v1%ppl,u S u Sx u Sx u Sx uSu
Troilus and Criseyde; Book III 1452,Acursed be thy coming into Troye,acursen@v%ppl ben@v%pr_3 thin@pron%gen cominge@ger in-to@prep troie@n1#propn,uSx u S uS uS uS
Troilus and Criseyde; Book III 1453,For every bore hath oon of thy bright yën!,for@conj everi@pron_gram_adj bore@n1 haven@v%pr_3 on@pron of@prep thin@pron%gen bright@adj eie@n1%pl,u Sxu Sx u S u S u S
Troilus and Criseyde; Book III 1454,"Envious day, what list thee so to spyen?",envious@adj1 dai@n what@adv listen@v1%pr_3 the@pron2%obj so@adv to@part spien@v1%inf,uSu S u S u S u Su
Troilus and Criseyde; Book III 1455,"What hastow lost, why sekestow this place",what@pron haven@v%pr_2_pron losen@v2%ppl whi@adv sechen@v%pr_2_pron this@gram_adj place@n,u Su S u SuS u Sx
Troilus and Criseyde; Book III 1456,"Ther God thy light so quenche, for his grace?",ther@adv god@n1#propn thin@pron%gen light@n so@adv quenchen@v%pr_3 for@prep his@pron1%gen grace@n,u S u S u Su S u Sx
Troilus and Criseyde; Book III 1457,“Allas! what han thise loveres thee agilt,alas@interj what@adv haven@v%pr_pl these@gram_adj%pl lovere@n2%pl the@pron2%obj agilten@v%ppl,uS u S ux Sux S uS
Troilus and Criseyde; Book III 1458,Dispitous day? thin be the pine of helle!,despitous@adj dai@n thin@pron%gen_abs ben@v%pr_3 the@def_art peine@n of@prep helle@n,uSu S u S u Sx u Sx
Troilus and Criseyde; Book III 1459,"For many a lovere hastow shent, and wilt;",for@conj mani@gram_adj a@indef_art lovere@n2 haven@v%pr_2_pron shenden@v%ppl and@conj willen@v%pr_2,u Su S uxx Su S u S
Troilus and Criseyde; Book III 1460,Thy pouring in wol nowher lete hem dwelle.,thin@pron%gen pouringe@ger1 in@prep willen@v%pr_3 no-wher@adv leten@v%imp hem@pron%pl_obj dwellen@v%inf,u Su S u Su Sx u Sx
Troilus and Criseyde; Book III 1461,What proferestow thy light here for to selle?,what@adv profren@v%pr_2_pron thin@pron%gen light@n her@adv for@prep#adv to@part sellen@v%inf,u SuSu S u xx S u Sx
Troilus and Criseyde; Book III 1462,Go selle it hem that smale seles graven;,gon@v%imp sellen@v%inf hit@pron hem@pron%pl_obj that@pron smal@adj sele@n3%pl graven@v1%pr_pl,u Sx u S u Sx uS uS
Troilus and Criseyde; Book III 1463,"We wol thee nought, us nedeth no day haven.”",we@pron%pl_nom willen@v%pr_pl the@pron2%obj nought@adv us@pron%pl_obj neden@v2%pr_3 no@gram_adj dai@n haven@v%inf,u S u S u Su S u Su
Troilus and Criseyde; Book III 1464,And eek the sonne Titan gan he chide,and@conj ek@adv the@def_art sonne@n titan@n#propn ginnen@v%pt_3 he@pron1%nom chiden@v%inf,u S u Su Su S u Sx
Troilus and Criseyde; Book III 1465,"And seide, “O fool, wel may men thee dispise",and@conj seien@v1%pt_3 o@interj fol@n wel@adv mouen@v3%pr_pl man@n%pl the@pron2%obj despisen@v%inf,u Sx u S u S u S uSx
Troilus and Criseyde; Book III 1466,That hast the dawing al night by thy side,that@pron haven@v%pr_2 the@def_art dauinge@ger al@gram_adj night@n bi@prep thin@pron%gen side@n,u S u Su S u S u Sx
Troilus and Criseyde; Book III 1467,And suffrest hir so sone up fro thee rise,and@conj sufferen@v%pr_2 hire@pron2%fem_obj so@adv sone@adv up@adv from@prep the@pron2%obj risen@v%inf,u Su S u Sx u S u Sx
Troilus and Criseyde; Book III 1468,For to disesen loveres in this wise.,for@prep#adv to@part disesen@v%inf lovere@n2%pl in@prep this@gram_adj wise@n2,u S uSu Sux S u Sx
Troilus and Criseyde; Book III 1469,"What! hold your bed ther, thou, and eek thy morwe!",what@interj holden@v1%imp your@pron%pl_gen bed@n1 ther@adv thou@pron%nom and@conj ek@adv thin@pron%gen morwe@n#propn,u S u S u S u S u Sx
Troilus and Criseyde; Book III 1470,"I bidde God, so yeve yow bothe sorwe!”",ich@pron%nom bidden@v%inf god@n1#propn so@adv yeven@v%pr_3 you@pron%pl_obj bothe@num_adj sorwe@n,u Su S u Sx u Su Sx
Troilus and Criseyde; Book III 1471,"Therwith ful sore he sighte, and thus he seide",ther-with@adv ful@adv sore@adv he@pron1%nom siken@v2%pt_3 and@conj thus@adv he@pron1%nom seien@v1%pt_3,uS u Sx u Sx u S u Sx
Troilus and Criseyde; Book III 1472,"“My lady right, and of my wele or wo",min@pron%gen ladie@n right@adj and@conj of@prep min@pron%gen wele@n1 or@conj wo@n,u Su S u S u Sx u S
Troilus and Criseyde; Book III 1473,"The welle and rote, O goodly min, Criseyde",the@def_art welle@n and@conj rote@n4 o@interj godli@adj2#n min@pron%gen criseyde@n#propn,u Sx u Sx u Su S uSx
Troilus and Criseyde; Book III 1474,"And shal I rise, allas! and shal I go?",and@conj shulen@v1%pr_1 ich@pron%nom risen@v%inf alas@interj and@conj shulen@v1%pr_1 ich@pron%nom gon@v%inf,u S u Sx uS u S u S
Troilus and Criseyde; Book III 1475,Now fele I that min herte moot atwo!,nou@adv felen@v1%pr_1 ich@pron%nom that@conj min@pron%gen herte@n moten@v2%pr_3 atwo@adv,u Sx u S u Su S uS
Troilus and Criseyde; Book III 1476,For how sholde I my lif an houre save,for@conj hou@adv&conj shulen@v1%pt_1 ich@pron%nom min@pron%gen lif@n a@indef_art houre@n saven@v%inf,u S ux S u S u Su Sx
Troilus and Criseyde; Book III 1477,Sin that with yow is al the lif I have?,sin@conj that@part with@prep you@pron%pl_obj ben@v%pr_3 al@gram_adj the@def_art lif@n ich@pron%nom haven@v%pr_1,u S u S u S u S u Sx
Troilus and Criseyde; Book III 1478,"“What shal I doon, for certes, I not how",what@pron shulen@v1%pr_1 ich@pron%nom don@v1%inf for@conj certes@adv ich@pron%nom witen@v1%pr_1_neg hou@adv&conj,u S u S u Su S u S
Troilus and Criseyde; Book III 1479,"Ne whanne, allas! I shal the time see",ne@conj1 whan@adv&conj alas@interj ich@pron%nom shulen@v1%pr_1 the@def_art time@n sen@v1%inf,u Sx uS u S u Su S
Troilus and Criseyde; Book III 1480,That in this plit I may be eft with yow;,that@pron in@prep this@gram_adj plight@n ich@pron%nom mouen@v3%pr_1 ben@v%inf eft@adv with@prep you@pron%pl_obj,u S u S u S u S u S
Troilus and Criseyde; Book III 1481,"And of my lif, God woot, how that shal be",and@conj of@prep min@pron%gen lif@n god@n1#propn witen@v1%pr_3 hou@adv&conj that@pron shulen@v1%pr_3 ben@v%inf,u S u S u S u S u S
Troilus and Criseyde; Book III 1482,Sin that desir right now so biteth me,sin@conj that@part desir@n righte@adv nou@adv so@adv biten@v1%pr_3 me@pron2%obj,u S uS u S u Su S
Troilus and Criseyde; Book III 1483,"That I am deed anoon, but I retourne.",that@conj ich@pron%nom ben@v%pr_1 ded@adj an-on@adv but@conj ich@pron%nom returnen@v%pr_1,u S u S uS u S uSx
Troilus and Criseyde; Book III 1484,"How sholde I longe, allas! fro yow sojourne?",hou@adv&conj shulen@v1%pt_1 ich@pron%nom longe@adv alas@interj from@prep you@pron%pl_obj sojournen@v%inf,u Sx u Sx uS u S uSx
Troilus and Criseyde; Book III 1485,"“But nathelees, min owen lady bright",but@conj no-the-lesse@adv min@pron%gen ouen@adj ladie@n bright@adj,u SuS u Su Su S
Troilus and Criseyde; Book III 1486,Yit were it so that I wiste outrely,yet@adv ben@v%pt_3 hit@pron so@adv that@conj ich@pron%nom witen@v1%pt_1 outreli@adv,u Sx u S u S ux SuS
Troilus and Criseyde; Book III 1487,"That I, your humble servaunt and your knight",that@conj ich@pron%nom your@pron%pl_gen humble@adj servaunt@n and@conj your@pron%pl_gen knight@n,u S u Su Su S u S
Troilus and Criseyde; Book III 1488,Were in your herte yset so fermely,ben@v%pt_1 in@prep your@pron%pl_gen herte@n isetten@v%ppl so@adv fermeli@adv,ux S u Sx uS u SuS
Troilus and Criseyde; Book III 1489,"As ye in min, the which thing, trewely",as@conj ye@pron%pl_nom in@prep min@pron%gen --@dash the@def_art which@gram_adj thing@n treuli@adv,u S u S u S u SuS
Troilus and Criseyde; Book III 1490,Me lever were than thise worldes tweine,me@pron2%obj lef@adj%comp ben@v%pt_3 than@conj these@gram_adj%pl world@n%gen twein@num_adj --@dash,u Su Sx u Su Su Sx
Troilus and Criseyde; Book III 1491,Yet sholde I bet enduren al my peine.”,yet@adv shulen@v1%pt_1 ich@pron%nom bet@adv%comp enduren@v%inf al@gram_adj min@pron%gen peine@n,u Sx u S uSu S u Sx
Troilus and Criseyde; Book III 1492,To that Criseyde answerde right anoon,to@prep that@pron criseyde@n#propn answeren@v%pt_3 righte@adv an-on@adv,u S uSx uSu S uS
Troilus and Criseyde; Book III 1493,"And with a sik she seide, “O herte dere",and@conj with@prep a@indef_art sike@n she@pron%nom seien@v1%pt_3 o@interj herte@n dere@adj1,u S u S u Sx u Su Sx
Troilus and Criseyde; Book III 1494,"The game, ywis, so ferforth now is goon",the@def_art game@n iwis@adv so@adv fer-forth@adv nou@adv ben@v%pr_3 gon@v%ppl,u Sx uS u Su S u S
Troilus and Criseyde; Book III 1495,That first shal Phebus falle fro his spere,that@conj first@adv shulen@v1%pr_3 phebus@n#propn fallen@v%inf from@prep his@pron1%gen spere@n3,u S u Su Su S u Sx
Troilus and Criseyde; Book III 1496,And every egle been the dowves fere,and@conj everi@pron_gram_adj egle@n ben@v%inf the@def_art douve@n%gen fere@n1,u SuS ux S u Su Sx
Troilus and Criseyde; Book III 1497,And every roche out of his place sterte,and@conj everi@pron_gram_adj roche@n2 oute@adv#prep of@prep his@pron1%gen place@n sterten@v%inf,u SuS ux S u S ux Sx
Troilus and Criseyde; Book III 1498,Er Troilus out of Criseydes herte!,er@conj1 troilus@n#propn outen@v%pr_3 of@prep criseyde@n#propn%gen herte@n,u SuS u S uSu Sx
Troilus and Criseyde; Book III 1499,“Ye be so depe inwith min herte grave,ye@pron%pl_nom ben@v%pr_pl so@adv depe@adv inwith@prep min@pron%gen herte@n graven@v1%ppl,u S u Sx uS u Su Sx
Troilus and Criseyde; Book III 1500,"That, though I wolde it turne out of my thought",that@conj though@conj ich@pron%nom willen@v%pt_1 hit@pron turnen@v%inf oute@adv#prep of@prep min@pron%gen thought@n,u S u Sx u Sx u S u S
Troilus and Criseyde; Book III 1501,As wisly verray God my soule save,as@conj wisli@adv verrei@adj god@n1#propn min@pron%gen soule@n saven@v%pr_3,u Su Su S u Su Sx
Troilus and Criseyde; Book III 1502,"To dyen in the peine, I coude nought!",to@part dien@v%inf in@prep the@def_art peine@n ich@pron%nom connen@v%pt_1 nought@adv,u Su S u Sx u Su S
Troilus and Criseyde; Book III 1503,"And, for the love of God that us hath wrought",and@conj for@prep the@def_art love@n1 of@prep god@n1#propn that@pron us@pron%pl_obj haven@v%pr_3 werken@v%ppl,u S u Sx u S u S u S
Troilus and Criseyde; Book III 1504,Lat in your brain non other fantasie,leten@v%imp in@prep your@pron%pl_gen brain@n non@gram_adj other@gram_adj fantasie@n,u S u S u Su SuS
Troilus and Criseyde; Book III 1505,"So crepe, that it cause me to die!",so@adv crepen@v%inf that@conj hit@pron cause@n me@pron2%obj to@part dien@v%inf,u Su S u Su S u S
Troilus and Criseyde; Book III 1506,“And that ye me wolde han as faste in minde,and@conj that@conj ye@pron%pl_nom me@pron2%obj willen@v%pt_pl haven@v%inf as@conj faste@adv in@prep minde@n1,u S u x Su S u Sx u Sx
Troilus and Criseyde; Book III 1507,"As I have yow, that wolde I yow biseche;",as@conj ich@pron%nom haven@v%pr_1 you@pron%pl_obj that@pron willen@v%pt_1 ich@pron%nom you@pron%pl_obj bisechen@v%inf,u S ux S u Sx u S uSx
Troilus and Criseyde; Book III 1508,"And, if I wiste soothly that to finde",and@conj if@conj ich@pron%nom witen@v1%pt_1 sothli@adv that@pron to@part finden@v%inf,u S u Su Su S u Sx
Troilus and Criseyde; Book III 1509,God mighte not a point my joyes eche!,god@n1#propn mouen@v3%pt_3 not@adv a@indef_art pointe@n1 min@pron%gen joie@n%pl eken@v%inf,u Su S u S u Su Sx
Troilus and Criseyde; Book III 1510,"But, herte min, withoute more speche",but@conj herte@n min@pron%gen withouten@prep more@adj%comp speche@n,u Su S uSu Su Sx
Troilus and Criseyde; Book III 1511,"Beth to me trewe, or elles were it routhe;",ben@v%imp to@prep me@pron2%obj treu@adj or@conj elles@adv ben@v%pt_3 hit@pron reuthe@n,u S u Sx u Su Sx u Sx
Troilus and Criseyde; Book III 1512,"For I am thin, by God and by my trouthe!",for@conj ich@pron%nom ben@v%pr_1 thin@pron%gen_abs bi@prep god@n1#propn and@conj bi@prep min@pron%gen treuth@n,u S u S u S u S u Sx
Troilus and Criseyde; Book III 1513,"“Beth glad forthy, and live in sikernesse;",ben@v%imp glad@adj for-thi@adv&conj and@conj liven@v1%imp in@prep sikernesse@n,u S uS u Sx u SuSx
Troilus and Criseyde; Book III 1514,"Thus seide I never er this, ne shal to mo;",thus@adv seien@v1%pt_1 ich@pron%nom never@adv er@prep this@pron ne@conj1 shulen@v1%pr_1 to@prep mo@n,u Sx u S u S u S u S
Troilus and Criseyde; Book III 1515,And if to yow it were a gret gladnesse,and@conj if@conj to@prep you@pron%pl_obj hit@pron ben@v%pt_3 a@indef_art gret@adj gladnesse@n,u S u S u Sx u S uSx
Troilus and Criseyde; Book III 1516,"To turne ayein, soone after that ye go",to@part turnen@v%inf ayen@adv sone@adv after@conj that@part ye@pron%pl_nom gon@v%pr_pl,u Sx uS ux Su S u S
Troilus and Criseyde; Book III 1517,"As fain wolde I as ye, it were so",as@conj fain@adv willen@v%pt_1 ich@pron%nom as@conj ye@pron%pl_nom hit@pron ben@v%pt_3 so@adv,u S ux S u S u Su S
Troilus and Criseyde; Book III 1518,As wisly God min herte bringe at reste!”,as@conj wisli@adv god@n1#propn min@pron%gen herte@n bringen@v%pr_3 at@prep reste@n1,u Su S u Su Sx u Sx
Troilus and Criseyde; Book III 1519,"And him in armes took, and ofte keste.",and@conj him@pron%obj in@prep arm@n%pl taken@v%pt_3 and@conj ofte@adv kissen@v%pt_3,u S u Su S u Su Sx
Troilus and Criseyde; Book III 1520,"Agains his wil, sin it mot nedes be",ayenes@prep his@pron1%gen wille@n sin@conj hit@pron moten@v2%pr_3 nedes@adv ben@v%inf,uS u S u S u Su S
Troilus and Criseyde; Book III 1521,"This Troilus up roos, and faste him cledde",this@gram_adj troilus@n#propn up@adv risen@v%pt_3 and@conj faste@adv him@pron%obj clothen@v%pt_3,u SuS u S u Sx u Sx
Troilus and Criseyde; Book III 1522,And in his armes took his lady free,and@conj in@prep his@pron1%gen arm@n%pl taken@v%pt_3 his@pron1%gen ladie@n fre@adj,u S u Su S u Su S
Troilus and Criseyde; Book III 1523,"An hundred time, and on his wey him spedde",a@indef_art hundred@num_adj time@n and@conj on@prep his@pron1%gen wei@n him@pron%obj speden@v%pt_3,u Su Sx u S u S u Sx
Troilus and Criseyde; Book III 1524,And with swich wordes as his herte bledde,and@conj with@prep swich@gram_adj word@n%pl as@conj his@pron1%gen herte@n bleden@v%pt_3,u S u Su S u Su Sx
Troilus and Criseyde; Book III 1525,"He seide, “Farewel, my dere herte swete",he@pron1%nom seien@v1%pt_3 farewel@interj min@pron%gen dere@adj1 herte@n swete@adj,u Sx uSu S ux Su Sx
Troilus and Criseyde; Book III 1526,Ther God us graunte sounde and sone to mete!”,ther@adv god@n1#propn us@pron%pl_obj graunten@v%pr_3 sounde@adj and@conj sone@adv to@part meten@v4%inf,u S u Su Sx u Sx u Sx
Troilus and Criseyde; Book III 1527,To which no word for sorwe she answerde,to@prep which@pron no@gram_adj word@n for@prep sorwe@n she@pron%nom answeren@v%pt_3,u S u S u Su S uSx
Troilus and Criseyde; Book III 1528,So sore gan his parting hir destreine;,so@adv sore@adv ginnen@v%pt_3 his@pron1%gen partinge@ger hire@pron2%fem_obj distreinen@v%inf,u Su S u Su S uSx
Troilus and Criseyde; Book III 1529,And Troilus unto his palais ferde,and@conj troilus@n#propn unto@prep his@pron1%gen palais@n faren@v%pt_3,u SuS uS u Su Sx
Troilus and Criseyde; Book III 1530,"As woo bigon as she was, sooth to seyne;",as@conj wo@n bigon@v%ppl as@conj she@pron%nom ben@v%pt_3 soth@n to@part seien@v1%inf,u S uS u S u S u Sx
Troilus and Criseyde; Book III 1531,So hard him wrong of sharp desir the peine,so@adv harde@adv him@pron%obj wringen@v%pt_3 of@prep sharp@adj desir@n the@def_art peine@n,u S u S u S uS u Sx
Troilus and Criseyde; Book III 1532,For to ben eft there he was in plesaunce,for@prep#adv to@part ben@v%inf eft@adv ther@adv he@pron1%nom ben@v%pt_3 in@prep plesaunce@n1,u S u S ux S u S uSx
Troilus and Criseyde; Book III 1533,That it may never out of his remembraunce.,that@conj hit@pron mouen@v3%pr_3 never@adv oute@adv#prep of@prep his@pron1%gen remembraunce@n,u S u S u S u SuSx
Troilus and Criseyde; Book III 1534,"Retorned to his real palais, sone",returnen@v%ppl_abs to@prep his@pron1%gen real@adj1 palais@n sone@adv,uSu S u Su Su Sx
