TYPE,headword,word,tag,oxford_count,riverside_count,oxford_files,riverside_files,oxford_contexts,riverside_contexts
OXFORD,taken,tak,v%pr_1,1,0,data/oxford_txts/BD_oxford.txt,,"Book of the Duchess 6: That, by my trouthe, I tak no kepe°",
BOTH,taken,take,v%imp,9,13,data/oxford_txts/MerT_oxford.txt; data/oxford_txts/BD_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/PhyT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/PF_oxford.txt,data/riverside_cats/CYT_riv.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/PF_riv.cat; data/riverside_cats/PhyT_riv.cat; data/riverside_cats/PardT_riv.cat; data/riverside_cats/ShipT_riv.cat,"Troilus and Criseyde; Book II 1716: “Ris, take with yow your nece Antigone | The Merchant's Tale 1296: “Ne take no wif,” quod he, “for housbondrie,° | The Merchant's Tale 1309: ¶But take no kepe of° al swich vanitee;",The Shipman's Tale 286: Take what yow list God shilde that ye spare | Troilus and Criseyde; Book II 581: Take heede therof for I non yvel meene | Troilus and Criseyde; Book II 1716: Rys take with yow youre nece Antigone
BOTH,taken,take,v%pr_2,1,1,data/oxford_txts/HF_oxford.txt,data/riverside_cats/HF_riv.cat,"House of Fame 603: To done this, so that thou take",House of Fame 603: To do thys so that thou take
BOTH,taken,take,v%pr_3,3,4,data/oxford_txts/LGW_FPro_oxford.txt; data/oxford_txts/PF_oxford.txt; data/oxford_txts/TC4_oxford.txt,riverside_cats/01-1-ch.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/LGW_FPro_riv.cat; data/riverside_cats/PF_riv.cat,"The Legend of Good Women; Prologue F 365: Him rekketh noght° of what mater he take;° | Troilus and Criseyde; Book IV 1562: “And if so be that pees herafter take | Parliament of Fowls 588: I wol ben hires, til that the deth me take.”",The Legend of Good Women; Prologue F 365: Hym rekketh noght of what matere he take | Troilus and Criseyde; Book IV 1562: And if so be that pees heereafter take | 505: And shame it is if a prest take keep
OXFORD,taken,toke,v%pt_1,1,0,data/oxford_txts/BD_oxford.txt,,"Book of the Duchess 839: So sodenly, that I ne toke",
OXFORD,taken,toke,v%pt_3,3,0,data/oxford_txts/BD_oxford.txt; data/oxford_txts/TC1_oxford.txt,,"Book of the Duchess 48: A romaunce, and he it me toke° | Book of the Duchess 95: Such sorwe this lady to her toke | Troilus and Criseyde; Book I 486: Gan multiplie, that, whoso toke keep",
BOTH,taken,took,v%pt_pl,1,1,data/oxford_txts/MancPro_oxford.txt,data/riverside_cats/MancPro_riv.cat,"Prologue to the Manciple's Tale 49: Wher as he lay, til that men up him took;",Prologue to the Manciple's Tale 49: Where as he lay til that men hym up took
BOTH,taken,tooke,v%pt_3,2,1,data/oxford_txts/BD_oxford.txt,data/riverside_cats/BD_riv.cat,"Book of the Duchess 128: Fil on her, or° she tooke kepe,° | Book of the Duchess 273: Suche a lust° anoon me tooke°",Book of the Duchess 128: Fil on hir or she tooke kep
OXFORD,taken,wol,v%inf,1,0,data/oxford_txts/TC2_oxford.txt,,Troilus and Criseyde; Book II 283: And if that he wol take of it no cure,
BOTH,tapeten,tapite,v%inf,1,1,data/oxford_txts/BD_oxford.txt,data/riverside_cats/BD_riv.cat,Book of the Duchess 260: And tapite° hem ful many folde°,Book of the Duchess 260: And tapite hem ful many fold
BOTH,tarien,tarie,v%imp,1,1,data/oxford_txts/RvPro_oxford.txt,data/riverside_cats/RvPro_riv.cat,"The Reeve's Prologue 3905: Sey forth thy tale, and tarie nat° the time",The Reeve's Prologue 3905: Sey forth thy tale and tarie nat the tyme
RIVERSIDE,tasten,taste,v%inf,0,1,,data/riverside_cats/LGW_riverside_reordered.cat,,100-ch 1993: Lat us wel taste hym at his herterote
BOTH,techen,teche,v%imp,1,1,data/oxford_txts/FriT_oxford.txt,data/riverside_cats/FriT_riv.cat,"The Friar's Tale 1418: Teche me, whil that we riden by the weye",The Friar's Tale 1418: Teche me whil that we ryden by the weye
BOTH,techen,us,v%pr_pl,1,1,data/oxford_txts/TC1_oxford.txt,data/riverside_cats/TC1_riv.cat,"Troilus and Criseyde; Book I 698: To winnen love, as techen us the wise",Troilus and Criseyde; Book I 698: To wynnen love as techen us the wyse
BOTH,tellen,it,v%inf,1,1,data/oxford_txts/MLT_oxford.txt,data/riverside_cats/MLT_riv.cat,"The Man of Law's Tale 881: As ye han herd, I can telle it no bettre",The Man of Law's Tale 881: As ye han herd I kan telle it no bettre
BOTH,tellen,tel,v%inf,6,3,data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/BD_oxford.txt; data/oxford_txts/SqT_oxford.txt,data/riverside_cats/BD_riv.cat,"The Wife of Bath's Prologue 193: ¶“Now sires, now wol I tel forth my tale.— | The Squire's Tale 34: But for to tel yow al hir beautee | Book of the Duchess 598: ¶“Allas! and I wol tel the why;",Book of the Duchess 598: Allas and I wol tel the why | Book of the Duchess 710: And whan I herde hym tel thys tale | Book of the Duchess 1130: But wolde ye tel me the manere
OXFORD,tellen,tel,v%pr_1,2,0,data/oxford_txts/BD_oxford.txt; data/oxford_txts/MerT_oxford.txt,,The Merchant's Tale 2335: I tel yow wel a womman in my plit° | Book of the Duchess 1034: ¶“But wherfor that I tel my tale?,
OXFORD,tellen,tell,v%inf,7,0,data/oxford_txts/MerT_oxford.txt; data/oxford_txts/KnT_oxford.txt; oxford_txts/GP.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/TC1_oxford.txt; data/oxford_txts/ShipT_oxford.txt,,"The Shipman's Tale 120: “Dar I nat tell how that it stant with me. | The Merchant's Tale 1872: Tell thy wo? She wole alwey seye ‘nay’; | The Franklin's Tale 803: ¶Who coude tell, but° he had wedded be,°",
OXFORD,tellen,tell,v%pr_1,4,0,data/oxford_txts/BD_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/MerT_oxford.txt; data/oxford_txts/PF_oxford.txt,,"The Merchant's Tale 1440: In straunge hand, and this I tell yow alle. | The Knight's Tale 1154: But thou art fals, I tell thee utterly; | Book of the Duchess 750: I tell thee up a condicioun",
BOTH,tellen,telle,v%imp,3,26,data/oxford_txts/SNT_oxford.txt; data/oxford_txts/ParsPro_oxford.txt; data/oxford_txts/HF_oxford.txt,data/riverside_cats/CYT_riv.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/SumT_riv.cat; data/riverside_cats/WBPro_riv.cat; data/riverside_cats/SNT_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/ParsPro_riverside_reordered.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/PardT_riv.cat; data/riverside_cats/BD_riv.cat; data/riverside_cats/ShipT_riv.cat,"The Second Nun's Tale 176: “Telle hem that I, Cecile, yow to hem sente | Prologue to the Parson's Tale 54: Telle your avis,° I can no bettre seye. | House of Fame 853: ¶“Telle me this now feithfully",The Shipman's Tale 396: Telle me alwey er that I fro thee go | Troilus and Criseyde; Book II 109: But lat be this and telle me how ye fare | Troilus and Criseyde; Book II 310: Quod she come of and telle me what it is
BOTH,tellen,telle,v%pr_2,1,2,data/oxford_txts/TC1_oxford.txt,data/riverside_cats/FranT_riv.cat; data/riverside_cats/TC1_riv.cat,Troilus and Criseyde; Book I 830: The best is that thou telle me thy wo;,The Franklin's Tale 1483: To no wight telle thou of this aventure | Troilus and Criseyde; Book I 830: The beste is that thow telle me al thi wo
BOTH,tellen,tolde,v%pt_pl,7,7,data/oxford_txts/MerT_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/TC5_oxford.txt,data/riverside_cats/ClT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/WBPro_riv.cat,"The Wife of Bath's Prologue 607: And trewly, as min housbonds tolde me | The Merchant's Tale 1469: ¶Diverse men diversely him tolde | The Merchant's Tale 2041: About that welle, and daunced, as men tolde.",The Wife of Bath's Prologue 607: And trewely as myne housbondes tolde me | The Merchant's Tale 1469: Diverse men diversely hym tolde | The Merchant's Tale 2041: Aboute that welle and daunced as men tolde
BOTH,tempten,tempte,v%inf,2,2,data/oxford_txts/FriT_oxford.txt; data/oxford_txts/ClT_oxford.txt,data/riverside_cats/FriT_riv.cat; data/riverside_cats/ClT_riv.cat,"The Friar's Tale 1661: He may nat° tempte yow over° your might;° | The Clerk's Tale 786: This markis, yet his wif to tempte more",The Friar's Tale 1661: He may nat tempte yow over youre myght | The Clerk's Tale 786: This markys yet his wyf to tempte moore
OXFORD,thanken,thank,v%pr_1,2,0,data/oxford_txts/FranT_oxford.txt; data/oxford_txts/BD_oxford.txt,,"The Franklin's Tale 1304: Thank yow, lord, and lady min Venus | Book of the Duchess 561: “I thank the that thou woldest soo",
BOTH,thanken,thanke,v%imp,1,1,data/oxford_txts/MkT_oxford.txt,data/riverside_cats/MkT_riverside_reordered.cat,"The Monk's Tale 2686: Thanke fortune, that so wel thee spedde!°",The Monk's Tale 2686: Thanke Fortune that so wel thee spedde
BOTH,thanken,thanke,v%pr_3,2,1,data/oxford_txts/MLT_oxford.txt; data/oxford_txts/LGW_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat,"100-ch 1625: God thanke yow, ther° I ne can° ne may. | The Man of Law's Tale 733: And thanke God an hundred thousand sithe;°",100-ch 1625: God thanke yow there I ne can ne may
RIVERSIDE,thinken,thenke,v%pr_2,0,1,,data/riverside_cats/HF_riv.cat,,House of Fame 806: Although thou thenke hyt a gret wonder
OXFORD,thinken,think,v%inf,1,0,data/oxford_txts/PF_oxford.txt,,Parliament of Fowls 548: Me wolde think how that the worthieste,
OXFORD,thinken,thinke,v%pr_3,1,0,data/oxford_txts/LGW_oxford.txt,,"100-ch 2671: And” go thy wey,” lest that him thinke longe.""""°",
OXFORD,thinken,thinketh,v%pr_pl,1,0,data/oxford_txts/SumT_oxford.txt,,"The Summoner's Tale 2204: ¶“Madame,” quod he, “how thinketh yow herby?”°",
OXFORD,thinken,thoghte,v%pt_pl,1,0,data/oxford_txts/LGW_oxford.txt,,"100-ch 1697: So that they were half idel, as hem thoghte;°",
BOTH,thinken,thoughte,v%pt_pl,1,1,data/oxford_txts/SumT_oxford.txt,data/riverside_cats/SumT_riv.cat,"The Summoner's Tale 2030: Than thoughte they, it was the beste reed,°",The Summoner's Tale 2030: Thanne thoughte they it were the beste reed
RIVERSIDE,thinken,thynke,v%pr_3,0,1,,data/riverside_cats/LGW_riverside_reordered.cat,,100-ch 2671: And go thy wey lest that him thynke longe
BOTH,thresten,thraste,v%pt_pl,1,1,data/oxford_txts/PhyT_oxford.txt,data/riverside_cats/PhyT_riv.cat,The Physician's Tale 260: But right anon° a thousand peple in thraste,The Physician's Tale 260: But right anon a thousand peple in thraste
BOTH,thresten,threste,v%inf,1,1,data/oxford_txts/KnT_oxford.txt,data/riverside_cats/KnT_riv.cat,The Knight's Tale 2612: He thurgh the thikkeste of the throng gan threste.°,The Knight's Tale 2612: He thurgh the thikkeste of the throng gan threste
BOTH,threten,threte,v%inf,1,1,data/oxford_txts/LGW_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat,"100-ch 754: And every day this wal they wolde threte,°",100-ch 754: And every day this wal they wolde threte
OXFORD,thurven,thurfte,v%pr_3,1,0,data/oxford_txts/TC3_oxford.txt,,Troilus and Criseyde; Book III 572: Yow thurfte never have the more fere.,
RIVERSIDE,thurven,thurste,v%pr_3,0,1,,data/riverside_cats/TC3_riv.cat,,Troilus and Criseyde; Book III 572: Yow thurste nevere han the more fere
BOTH,thwiten,thwite,v%pr_pl,1,1,data/oxford_txts/HF_oxford.txt,data/riverside_cats/HF_riv.cat,"House of Fame 1938: Swiche as men to these cages thwite,°",House of Fame 1938: Swiche as men to these cages thwite
BOTH,tobresten,tobreste,v%inf,1,1,data/oxford_txts/TC2_oxford.txt,data/riverside_cats/TC2_riv.cat,"Troilus and Criseyde; Book II 608: A womman so, his herte may tobreste",Troilus and Criseyde; Book II 608: A womman so his herte may tobreste
BOTH,tobresten,tobreste,v%pr_3,2,2,data/oxford_txts/ABC_oxford.txt; data/oxford_txts/TC4_oxford.txt,data/riverside_cats/TC4_riv.cat; data/riverside_cats/ABC_riv.cat,"ABC 16: Help, lady briht, er that° my ship tobreste!° | Troilus and Criseyde; Book IV 1546: And Attropos my threed of lif tobreste",ABC 16: Help lady bright er that my ship tobreste | Troilus and Criseyde; Book IV 1546: And Attropos my thred of lif tobreste
BOTH,tobresten,tobreste,v%pr_pl,1,1,data/oxford_txts/KnT_oxford.txt,data/riverside_cats/KnT_riv.cat,The Knight's Tale 2611: With mighty maces the bones they tobreste.°,The Knight's Tale 2611: With myghty maces the bones they tobreste
BOTH,tomelten,tomelte,v%inf,1,1,data/oxford_txts/TC3_oxford.txt,data/riverside_cats/TC3_riv.cat,Troilus and Criseyde; Book III 348: Gan tho for joye wasten and tomelte,Troilus and Criseyde; Book III 348: Gan tho for joie wasten and tomelte
BOTH,torenden,torende,v%pr_pl,1,1,data/oxford_txts/TC2_oxford.txt,data/riverside_cats/TC2_riv.cat,Troilus and Criseyde; Book II 790: For though these men for love hem first torende,Troilus and Criseyde; Book II 790: For though thise men for love hem first torende
BOTH,torenden,torente,v%ppl_abs,1,1,data/oxford_txts/MkT_oxford.txt,data/riverside_cats/MkT_riverside_reordered.cat,"The Monk's Tale 2261: Leouns, lepardes, and beres al torente,°",The Monk's Tale 2261: Leouns leopardes and beres al torente
BOTH,torenden,torente,v%pr_pl,1,1,data/oxford_txts/PardT_oxford.txt,data/riverside_cats/PardT_riv.cat,The Pardoner's Tale 709: And Cristes blessed body they torente°—,The Pardoner's Tale 709: And Cristes blessed body they torente
BOTH,torenden,torente,v%pt_pl,1,1,data/oxford_txts/TC4_oxford.txt,data/riverside_cats/TC4_riv.cat,"Troilus and Criseyde; Book IV 341: And shortly, so his peines him torente",Troilus and Criseyde; Book IV 341: And shortly so his peynes hym torente
BOTH,tormenten,tormente,v%inf,1,1,data/oxford_txts/TC4_oxford.txt,data/riverside_cats/TC4_riv.cat,Troilus and Criseyde; Book IV 634: Ne peine noon ne may me so tormente,Troilus and Criseyde; Book IV 634: Ne peyne non ne may me so tormente
BOTH,tormenten,turmente,v%inf,2,2,data/oxford_txts/LGW_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat,"100-ch 871: And how she gan herselve to turmente,° | 100-ch 1165: She siketh° sore,° and gan herself turmente.",100-ch 871: And how she gan hireselve to turmente | 100-ch 1165: She siketh sore and gan hyreself turmente
BOTH,toshreden,toshrede,v%pr_pl,1,1,data/oxford_txts/KnT_oxford.txt,data/riverside_cats/KnT_riv.cat,The Knight's Tale 2609: The helmes they tohewen° and toshrede;,The Knight's Tale 2609: The helmes they tohewen and toshrede
BOTH,tosterten,tosterte,v%inf,1,1,data/oxford_txts/TC2_oxford.txt,data/riverside_cats/TC2_riv.cat,"Troilus and Criseyde; Book II 980: It spredeth so for joye, it wol tosterte!",Troilus and Criseyde; Book II 980: It spredeth so for joie it wol tosterte
OXFORD,touchen,touch,v%inf,1,0,data/oxford_txts/FranT_oxford.txt,,"The Franklin's Tale 1115: But° men might touch° the arwe, or com therby.°",
BOTH,treten,trete,v%inf,9,9,data/oxford_txts/PardT_oxford.txt; data/oxford_txts/LGW_FPro_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/TC1_oxford.txt; data/oxford_txts/TC5_oxford.txt; data/oxford_txts/PF_oxford.txt; data/oxford_txts/MkT_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/PF_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/PardT_riv.cat; data/riverside_cats/LGW_FPro_riv.cat; data/riverside_cats/MkT_riverside_reordered.cat,"100-ch 1692: And in what wise,° I wol but° shortly° trete | The Legend of Good Women; Prologue F 575: After° thise olde auctours listen trete.° | Troilus and Criseyde; Book IV 58: A time of trewe, and tho they gonnen trete",100-ch 1692: And in what wise I wol but shortly trete | The Legend of Good Women; Prologue F 575: After thise olde auctours lysten for to trete | Troilus and Criseyde; Book IV 58: A tyme of trewe and tho they gonnen trete
BOTH,treten,trete,v%pr_pl,2,2,data/oxford_txts/SqT_oxford.txt; data/oxford_txts/PardT_oxford.txt,data/riverside_cats/PardT_riv.cat; data/riverside_cats/SqT_riv.cat,"The Squire's Tale 220: Of sondry doutes° thus they jangle° and trete,° | The Pardoner's Tale 630: A word or two, as olde bokes trete.°",The Squire's Tale 220: Of sondry doutes thus they jangle and trete | The Pardoner's Tale 630: A word or two as olde bookes trete
BOTH,triklen,trikled,v%pt_pl,1,1,data/oxford_txts/PrT_oxford.txt,data/riverside_cats/PrT_riv.cat,"The Prioress' Tale 674: His salte teres trikled doun as rein,°",The Prioress' Tale 674: His salte teeris trikled doun as reyn
BOTH,trillen,trille,v%imp,1,1,data/oxford_txts/SqT_oxford.txt,data/riverside_cats/SqT_riv.cat,"The Squire's Tale 328: Trille this pin, and he wol vanishe anoon",The Squire's Tale 328: Trille this pyn and he wol vanysshe anoon
OXFORD,trouen,trow,v%inf,2,0,data/oxford_txts/TC5_oxford.txt,,Troilus and Criseyde; Book V 902: And that anoon; ye nil not trow how sone; | Troilus and Criseyde; Book V 1298: I can not trow that she wol write ayein.,
BOTH,trouen,trow,v%pr_1,16,3,data/oxford_txts/RvT_oxford.txt; data/oxford_txts/MilT_oxford.txt; data/oxford_txts/MerPro_oxford.txt; data/oxford_txts/BD_oxford.txt; oxford_txts/GP.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/SumT_oxford.txt; data/oxford_txts/CYT_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/FriT_oxford.txt; data/oxford_txts/ParsPro_oxford.txt,data/riverside_cats/BD_riv.cat,"The Merchant's Prologue 1216: That° wedded been, I trow° that it be so. | 100-ch 1358: Nat that I trow° to geten yow again,° | The Canon's Yeoman's Tale 1293: “Ye,” quod the preest, “sire, I trow° wel ther be.”",Book of the Duchess 269: I trow that she shal holde hir payd | Book of the Duchess 544: By oure Lord quod I y trow yow wel | Book of the Duchess 842: So gladly I trow myn herte seyen
RIVERSIDE,trouen,trowe,v%imp,0,3,,data/riverside_cats/TC4_riv.cat; data/riverside_cats/MancT_riv.cat; data/riverside_cats/SumT_riv.cat,,The Manciple's Tale 284: Ne trowe no thyng withouten strong witnesse | Troilus and Criseyde; Book IV 1547: If I be fals Now trowe me if yow leste | The Summoner's Tale 1985: And therfore Thomas trowe me if thee leste
BOTH,trouen,trowe,v%pr_3,1,1,data/oxford_txts/SqT_oxford.txt,data/riverside_cats/SqT_riv.cat,The Squire's Tale 607: I trowe he hadde thilke text in minde,The Squire's Tale 607: I trowe he hadde thilke text in mynde
BOTH,trouen,trowed,v%pt_pl,1,1,data/oxford_txts/ClT_oxford.txt,data/riverside_cats/ClT_riv.cat,"The Clerk's Tale 403: Unnethe trowed they,° but dorste han swore",The Clerk's Tale 403: Unnethe trowed they but dorste han swore
BOTH,trusten,triste,v%inf,10,10,data/oxford_txts/LGW_FPro_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/TC1_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/TC5_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/LGW_FPro_riv.cat,"100-ch 1885: The trewest is ful brotel° for to triste.° | The Legend of Good Women; Prologue F 333: That maketh men to wommen lasse triste,° | Troilus and Criseyde; Book III 258: So fully maad thy gentilesse triste",100-ch 1885: The trewest ys ful brotel for to triste | The Legend of Good Women; Prologue F 333: That maketh men to wommen lasse triste | Troilus and Criseyde; Book III 258: So fully maad thi gentilesse triste
BOTH,trusten,triste,v%pr_1,1,1,data/oxford_txts/TC3_oxford.txt,data/riverside_cats/TC3_riv.cat,"Troilus and Criseyde; Book III 366: To thee, that art the man that I best triste;",Troilus and Criseyde; Book III 366: To the that art the man that I best triste
BOTH,trusten,triste,v%pr_3,1,1,data/oxford_txts/TC2_oxford.txt,data/riverside_cats/TC2_riv.cat,Troilus and Criseyde; Book II 247: As ye ben he that I most love and triste,Troilus and Criseyde; Book II 247: As ye ben he that I love moost and triste
BOTH,trusten,truste,v%imp,3,3,data/oxford_txts/NPT_oxford.txt; data/oxford_txts/MkT_oxford.txt; data/oxford_txts/HF_oxford.txt,data/riverside_cats/NPT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/MkT_riverside_reordered.cat,"House of Fame 672: For truste wel, that thou shalt here | The Nun's Priest's Tale 3024: And truste wel his dreem he fond° ful trewe; | The Monk's Tale 2232: Wroot ‘mane, techel, phares,’ truste me;",House of Fame 672: For truste wel that thou shalt here | The Nun's Priest's Tale 3024: And truste wel his dreem he foond ful trewe | The Monk's Tale 2232: Wroot Mane techel phares truste me
RIVERSIDE,trusten,truste,v%inf,0,2,,data/riverside_cats/LGW_riverside_reordered.cat,,100-ch 801: To truste man but she the bet hym knewe | 100-ch 1256: What maketh yow to men to truste so
BOTH,trusten,truste,v%pr_1,2,2,data/oxford_txts/TC1_oxford.txt; data/oxford_txts/TC2_oxford.txt,data/riverside_cats/TC2_riv.cat; data/riverside_cats/TC1_riv.cat,"Troilus and Criseyde; Book II 491: “But may I truste wel therto,” quod he | Troilus and Criseyde; Book I 601: But lest thow deme I truste not to thee",Troilus and Criseyde; Book II 491: But may I truste wel to yow quod he | Troilus and Criseyde; Book I 601: But lest thow deme I truste nat to the
BOTH,trusten,truste,v%pt_pl,1,1,oxford_txts/GP.txt,riverside_cats/01-1-ch.cat,503: For if a preest be foul in whom we truste,503: For if a preest be foul on whom we truste
OXFORD,turnen,turn,v%pr_pl,1,0,data/oxford_txts/Anelida_oxford.txt,,Anelida and Arcite 204: Now turn we to Anelida agein,
RIVERSIDE,turnen,turne,v%imp,0,1,,data/riverside_cats/ShipT_riv.cat,,The Shipman's Tale 426: Turne hiderward and maketh bettre cheere
BOTH,turnen,turned,v%pt_pl,1,1,data/oxford_txts/LGW_FPro_oxford.txt,data/riverside_cats/LGW_FPro_riv.cat,"The Legend of Good Women; Prologue F 144: In hir delit, they turned hem° ful ofte,°",The Legend of Good Women; Prologue F 144: In hire delyt they turned hem ful ofte
OXFORD,twinen,twine,v%pr_3,1,0,data/oxford_txts/TC5_oxford.txt,,Troilus and Criseyde; Book V 7: Til Lachesis his threed no lenger twine.—,
RIVERSIDE,twinen,twyne,v%pr_3,0,1,,data/riverside_cats/TC5_riv.cat,,Troilus and Criseyde; Book V 7: Til Lachesis his thred no lenger twyne
BOTH,twisten,twiste,v%inf,2,2,data/oxford_txts/SqT_oxford.txt; data/oxford_txts/TC4_oxford.txt,data/riverside_cats/TC4_riv.cat; data/riverside_cats/SqT_riv.cat,"The Squire's Tale 566: Me thoughte, I felte deeth min herte twiste.° | Troilus and Criseyde; Book IV 1129: So gan the peine hir hertes for to twiste",The Squire's Tale 566: Me thoughte I felte deeth myn herte twiste | Troilus and Criseyde; Book IV 1129: So gan the peyne hire hertes for to twiste
BOTH,twisten,twiste,v%pr_3,1,1,data/oxford_txts/TC3_oxford.txt,data/riverside_cats/TC3_riv.cat,"Troilus and Criseyde; Book III 1769: And hertes colde, hem wolde I that he twiste",Troilus and Criseyde; Book III 1769: And hertes colde hem wolde I that he twiste
OXFORD,unbinden,unbinde,v%inf,3,0,data/oxford_txts/TC3_oxford.txt; data/oxford_txts/PF_oxford.txt; data/oxford_txts/TC4_oxford.txt,,"Troilus and Criseyde; Book III 1732: Can not the mountaunce of a knot unbinde | Troilus and Criseyde; Book IV 675: That al this world ne mighte hir love unbinde | Parliament of Fowls 523: You to delivere, and fro this noise° unbinde;",
RIVERSIDE,unbinden,unbynde,v%inf,0,3,,data/riverside_cats/TC4_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/PF_riv.cat,,Troilus and Criseyde; Book III 1732: Kan nought the montance of a knotte unbynde | Troilus and Criseyde; Book IV 675: That al this world ne myghte hire love unbynde | Parliament of Fowls 523: Yow to delyvere and fro this noyse unbynde
OXFORD,understonden,understond,v%inf,1,0,data/oxford_txts/WBT_oxford.txt,,"The Wife of Bath's Tale 1181: May understond that Jesus, heven king",
OXFORD,understonden,understond,v%ppl,1,0,data/oxford_txts/TC5_oxford.txt,,Troilus and Criseyde; Book V 1798: That thou be understond God I beseche!,
RIVERSIDE,understonden,understonde,v%imp,0,1,,data/riverside_cats/LGW_FPro_riv.cat,,The Legend of Good Women; Prologue F 480: For thy trespas Understonde yt here
BOTH,understonden,understonde,v%inf,14,16,data/oxford_txts/BD_oxford.txt; data/oxford_txts/TC2_oxford.txt; oxford_txts/GP.txt; data/oxford_txts/CYT_oxford.txt; data/oxford_txts/ShipT_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/MkT_oxford.txt,data/riverside_cats/CYT_riv.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/ClT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/WBT_riv.cat; riverside_cats/01-1-ch.cat; data/riverside_cats/WBPro_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/BD_riv.cat; data/riverside_cats/ShipT_riv.cat; data/riverside_cats/MkT_riverside_reordered.cat,"The Shipman's Tale 168: But° al honour, as I can understonde; | Troilus and Criseyde; Book II 272: Theras they can nat pleinly understonde; | Troilus and Criseyde; Book II 1220: Th’effect, as fer as I can understonde: —",The Shipman's Tale 168: But al honour as I kan understonde | The Wife of Bath's Tale 1181: May understonde that Jhesus hevene kyng | Troilus and Criseyde; Book II 272: Theras thei kan nought pleynly understonde
BOTH,understonden,understonde,v%ppl,8,9,data/oxford_txts/MerT_oxford.txt; data/oxford_txts/MLT_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/SqT_oxford.txt; data/oxford_txts/NPT_oxford.txt; data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/TC5_oxford.txt,data/riverside_cats/TC5_riv.cat; data/riverside_cats/SqT_riv.cat; data/riverside_cats/MLT_riv.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/NPT_riv.cat; data/riverside_cats/WBPro_riv.cat; data/riverside_cats/TC4_riv.cat,"The Wife of Bath's Prologue 379: ¶“Lordings, right thus, as ye han understonde | The Squire's Tale 437: Hath understonde what this faucon seide | The Merchant's Tale 1685: The Wif of Bathe, if ye han understonde",The Wife of Bath's Prologue 379: Lordynges right thus as ye have understonde | The Squire's Tale 437: Hath understonde what this faucon seyde | The Merchant's Tale 1685: The Wyf of Bathe if ye han understonde
BOTH,understonden,understonde,v%pr_1,2,1,data/oxford_txts/SNT_oxford.txt; data/oxford_txts/TC1_oxford.txt,data/riverside_cats/SNT_riv.cat,"The Second Nun's Tale 222: And first to Cecile, as I understonde | Troilus and Criseyde; Book I 1007: And strengest feithed been, I understonde",The Second Nun's Tale 222: And first to Cecile as I understonde
