headword,word,tag,line_number,filename,context,text_type,source_file
mouen,may,v%pr_pl,Troilus and Criseyde; Book V 997,data/oxford_txts/TC5_oxford.txt,"And whan yow list, ye may come here ayein;",OXFORD,TC5_gui_complete.csv
gon,gon,v%pr_pl,Troilus and Criseyde; Book V 998,data/oxford_txts/TC5_oxford.txt,"And, er ye gon, thus muche I sey yow here:",OXFORD,TC5_gui_complete.csv
seien,sey,v%pr_1,Troilus and Criseyde; Book V 998,data/oxford_txts/TC5_oxford.txt,"And, er ye gon, thus muche I sey yow here:",OXFORD,TC5_gui_complete.csv
haven,han,v%inf,Troilus and Criseyde; Book V 1000,data/oxford_txts/TC5_oxford.txt,If that I sholde of any Greek han routhe,OXFORD,TC5_gui_complete.csv
seien,sey,v%pr_1,Troilus and Criseyde; Book V 1002,data/oxford_txts/TC5_oxford.txt,“I sey not therfore that I wol yow love,OXFORD,TC5_gui_complete.csv
willen,wol,v%pr_1,Troilus and Criseyde; Book V 1002,data/oxford_txts/TC5_oxford.txt,“I sey not therfore that I wol yow love,OXFORD,TC5_gui_complete.csv
seien,sey,v%pr_1,Troilus and Criseyde; Book V 1003,data/oxford_txts/TC5_oxford.txt,"Ny sey not nay, but in conclusioun",OXFORD,TC5_gui_complete.csv
mouen,may,v%pr_1,Troilus and Criseyde; Book V 1008,data/oxford_txts/TC5_oxford.txt,"I may thee seen, or do min herte breste.”",OXFORD,TC5_gui_complete.csv
willen,wol,v%pr_pl,Troilus and Criseyde; Book V 1063,data/oxford_txts/TC5_oxford.txt,And wommen most wol hate me of alle.,OXFORD,TC5_gui_complete.csv
willen,wol,v%pr_pl,Troilus and Criseyde; Book V 1065,data/oxford_txts/TC5_oxford.txt,"“They wol seyn, in as muche as in me is",OXFORD,TC5_gui_complete.csv
willen,wol,v%pr_1,Troilus and Criseyde; Book V 1071,data/oxford_txts/TC5_oxford.txt,To Diomede algate I wol be trewe.,OXFORD,TC5_gui_complete.csv
shulen,shal,v%pr_pl,Troilus and Criseyde; Book V 1080,data/oxford_txts/TC5_oxford.txt,"And freendes love, that shal ye han of me",OXFORD,TC5_gui_complete.csv
witen,woot,v%pr_1,Troilus and Criseyde; Book V 1084,data/oxford_txts/TC5_oxford.txt,"And giltelees, I woot wel, I yow leve;",OXFORD,TC5_gui_complete.csv
slepen,him,v%inf,Troilus and Criseyde; Book V 1106,data/oxford_txts/TC5_oxford.txt,Hadde he that night; nothing to slepe him leste.,OXFORD,TC5_gui_complete.csv
connen,can,v%pr_pl,Troilus and Criseyde; Book V 1113,data/oxford_txts/TC5_oxford.txt,To loke if they can seen ought of Criseyde.,OXFORD,TC5_gui_complete.csv
witen,wot,v%pr_1,Troilus and Criseyde; Book V 1122,data/oxford_txts/TC5_oxford.txt,"“For ought I wot, bifor noon, sikerly",OXFORD,TC5_gui_complete.csv
gon,go,v%pr_pl,Troilus and Criseyde; Book V 1131,data/oxford_txts/TC5_oxford.txt,"And hoom they go, withoute more speche;",OXFORD,TC5_gui_complete.csv
mouen,they,v%pr_pl,Troilus and Criseyde; Book V 1132,data/oxford_txts/TC5_oxford.txt,"And come ayein, but longe may they seche",OXFORD,TC5_gui_complete.csv
willen,wol,v%pr_1,Troilus and Criseyde; Book V 1140,data/oxford_txts/TC5_oxford.txt,And I wol doon hem holden up the yate,OXFORD,TC5_gui_complete.csv
don,doon,v%inf,Troilus and Criseyde; Book V 1140,data/oxford_txts/TC5_oxford.txt,And I wol doon hem holden up the yate,OXFORD,TC5_gui_complete.csv
witen,woot,v%pr_1,Troilus and Criseyde; Book V 1150,data/oxford_txts/TC5_oxford.txt,"I woot, she meneth riden prively.",OXFORD,TC5_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book V 1156,data/oxford_txts/TC5_oxford.txt,"“We han nought elles for to don, ywis.",OXFORD,TC5_gui_complete.csv
don,don,v%inf,Troilus and Criseyde; Book V 1156,data/oxford_txts/TC5_oxford.txt,"“We han nought elles for to don, ywis.",OXFORD,TC5_gui_complete.csv
haven,have,v%imp,Troilus and Criseyde; Book V 1158,data/oxford_txts/TC5_oxford.txt,"Have here my trouthe, I see hir! yond she is.",OXFORD,TC5_gui_complete.csv
shulen,shal,v%pr_1,Troilus and Criseyde; Book V 1188,data/oxford_txts/TC5_oxford.txt,"She seide, ‘I shal ben here, if that I may",OXFORD,TC5_gui_complete.csv
reven,reft,v%ppl,Troilus and Criseyde; Book V 1260,data/oxford_txts/TC5_oxford.txt,"Who hath me reft Criseyde, al my plesaunce?",OXFORD,TC5_gui_complete.csv
don,doon,v%inf,Troilus and Criseyde; Book V 1268,data/oxford_txts/TC5_oxford.txt,"What shal I doon, my Pandarus, allas!",OXFORD,TC5_gui_complete.csv
seien,seyn,v%inf,Troilus and Criseyde; Book V 1279,data/oxford_txts/TC5_oxford.txt,How darstow seyn that fals thy lady is,OXFORD,TC5_gui_complete.csv
sen,see,v%imp,Troilus and Criseyde; Book V 1296,data/oxford_txts/TC5_oxford.txt,“And see now why; for this I dar wel seyn,OXFORD,TC5_gui_complete.csv
durren,dar,v%pr_1,Troilus and Criseyde; Book V 1296,data/oxford_txts/TC5_oxford.txt,“And see now why; for this I dar wel seyn,OXFORD,TC5_gui_complete.csv
connen,can,v%pr_1,Troilus and Criseyde; Book V 1298,data/oxford_txts/TC5_oxford.txt,I can not trow that she wol write ayein.,OXFORD,TC5_gui_complete.csv
trouen,trow,v%inf,Troilus and Criseyde; Book V 1298,data/oxford_txts/TC5_oxford.txt,I can not trow that she wol write ayein.,OXFORD,TC5_gui_complete.csv
mouen,may,v%pr_pl,Troilus and Criseyde; Book V 1316,data/oxford_txts/TC5_oxford.txt,"He wroot right thus, and seide as ye may here.",OXFORD,TC5_gui_complete.csv
mouen,may,v%pr_pl,Troilus and Criseyde; Book V 1335,data/oxford_txts/TC5_oxford.txt,"And that defaced is, that may ye wite",OXFORD,TC5_gui_complete.csv
willen,wol,v%pr_pl,Troilus and Criseyde; Book V 1341,data/oxford_txts/TC5_oxford.txt,Wol vouchesauf this lettre to biholde.,OXFORD,TC5_gui_complete.csv
vouchen_sauf,vouchesauf,v%inf,Troilus and Criseyde; Book V 1341,data/oxford_txts/TC5_oxford.txt,Wol vouchesauf this lettre to biholde.,OXFORD,TC5_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book V 1349,data/oxford_txts/TC5_oxford.txt,"Han taried, ther ye seiden, sooth to seyne",OXFORD,TC5_gui_complete.csv
durren,dar,v%pr_1,Troilus and Criseyde; Book V 1353,data/oxford_txts/TC5_oxford.txt,"Al that yow list, I dar not pleine more",OXFORD,TC5_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book V 1358,data/oxford_txts/TC5_oxford.txt,"How ye han ferd and doon, whil ye be there.",OXFORD,TC5_gui_complete.csv
preien,prey,v%pr_1,Troilus and Criseyde; Book V 1363,data/oxford_txts/TC5_oxford.txt,"Devise, I prey to God so mote it be.",OXFORD,TC5_gui_complete.csv
ben,am,v%pr_1,Troilus and Criseyde; Book V 1365,data/oxford_txts/TC5_oxford.txt,As wisly as in al I am yow trewe.,OXFORD,TC5_gui_complete.csv
connen,can,v%pr_1,Troilus and Criseyde; Book V 1368,data/oxford_txts/TC5_oxford.txt,"I can no more but, cheste of every care",OXFORD,TC5_gui_complete.csv
ben,arn,v%pr_pl,Troilus and Criseyde; Book V 1374,data/oxford_txts/TC5_oxford.txt,Of sorweful teres salte arn waxen welles;,OXFORD,TC5_gui_complete.csv
connen,can,v%pr_1,Troilus and Criseyde; Book V 1377,data/oxford_txts/TC5_oxford.txt,"My joye, in wo; I can sey yow nought elles",OXFORD,TC5_gui_complete.csv
seien,sey,v%inf,Troilus and Criseyde; Book V 1377,data/oxford_txts/TC5_oxford.txt,"My joye, in wo; I can sey yow nought elles",OXFORD,TC5_gui_complete.csv
mouen,may,v%pr_pl,Troilus and Criseyde; Book V 1381,data/oxford_txts/TC5_oxford.txt,"Ye may redresse, and, more a thousand sithe",OXFORD,TC5_gui_complete.csv
shulen,shal,v%pr_1,Troilus and Criseyde; Book V 1384,data/oxford_txts/TC5_oxford.txt,"To han his lif, as I shal been as swithe",OXFORD,TC5_gui_complete.csv
willen,wol,v%pr_1,Troilus and Criseyde; Book V 1397,data/oxford_txts/TC5_oxford.txt,With pacience I wol my wo comporte.,OXFORD,TC5_gui_complete.csv
willen,wol,v%pr_1,Troilus and Criseyde; Book V 1398,data/oxford_txts/TC5_oxford.txt,And with your lettre of hope I wol desporte.,OXFORD,TC5_gui_complete.csv
witen,woot,v%pr_1,Troilus and Criseyde; Book V 1402,data/oxford_txts/TC5_oxford.txt,"I woot that, whan ye next upon me see",OXFORD,TC5_gui_complete.csv
seien,sey,v%pr_1,Troilus and Criseyde; Book V 1408,data/oxford_txts/TC5_oxford.txt,"“I sey no more, al have I for to seye",OXFORD,TC5_gui_complete.csv
don,do,v%pr_pl,Troilus and Criseyde; Book V 1410,data/oxford_txts/TC5_oxford.txt,But whether that ye do me live or deye,OXFORD,TC5_gui_complete.csv
shulen,shal,v%pr_1,Troilus and Criseyde; Book V 1416,data/oxford_txts/TC5_oxford.txt,"The same hele, I shal noon hele have.",OXFORD,TC5_gui_complete.csv
faren,fare,v%imp,Troilus and Criseyde; Book V 1421,data/oxford_txts/TC5_oxford.txt,"And fare now wel, min owene swete herte!",OXFORD,TC5_gui_complete.csv
slen,slain,v%ppl,Troilus and Criseyde; Book V 1501,data/oxford_txts/TC5_oxford.txt,"How Tideus was slain, lord of Argeies",OXFORD,TC5_gui_complete.csv
slen,slain,v%ppl,Troilus and Criseyde; Book V 1505,data/oxford_txts/TC5_oxford.txt,"With thonder dint was slain, that cride loude.",OXFORD,TC5_gui_complete.csv
shulen,shal,v%pr_pl,Troilus and Criseyde; Book V 1544,data/oxford_txts/TC5_oxford.txt,"Of heighe Jove, as regnes shal ben flitted",OXFORD,TC5_gui_complete.csv
shulen,shal,v%pr_pl,Troilus and Criseyde; Book V 1545,data/oxford_txts/TC5_oxford.txt,"Fro folk in folk, or whan they shal ben smitted",OXFORD,TC5_gui_complete.csv
don,doon,v%pr_pl,Troilus and Criseyde; Book V 1572,data/oxford_txts/TC5_oxford.txt,"And as these loveres doon, he soughte ay newe",OXFORD,TC5_gui_complete.csv
mouen,may,v%pr_pl,Troilus and Criseyde; Book V 1589,data/oxford_txts/TC5_oxford.txt,"Wrot him ayein, and seide as ye may here.",OXFORD,TC5_gui_complete.csv
sen,seyn,v%ppl,Troilus and Criseyde; Book V 1599,data/oxford_txts/TC5_oxford.txt,I have eek seyn with teres al depeinted,OXFORD,TC5_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book V 1612,data/oxford_txts/TC5_oxford.txt,"Touchinge us two, how thinges han ystonde;",OXFORD,TC5_gui_complete.csv
shulen,shal,v%pr_1,Troilus and Criseyde; Book V 1613,data/oxford_txts/TC5_oxford.txt,Which I shal with dissimulinge amende.,OXFORD,TC5_gui_complete.csv
don,doon,v%pr_pl,Troilus and Criseyde; Book V 1615,data/oxford_txts/TC5_oxford.txt,How ye ne doon but holden me in honde.,OXFORD,TC5_gui_complete.csv
connen,can,v%pr_1,Troilus and Criseyde; Book V 1616,data/oxford_txts/TC5_oxford.txt,"But now no fors, I can not in yow gesse",OXFORD,TC5_gui_complete.csv
willen,wol,v%pr_1,Troilus and Criseyde; Book V 1618,data/oxford_txts/TC5_oxford.txt,"“Comen I wol, but yet in swich disjointe",OXFORD,TC5_gui_complete.csv
preien,prey,v%pr_1,Troilus and Criseyde; Book V 1621,data/oxford_txts/TC5_oxford.txt,"But in effect, I prey yow, as I may",OXFORD,TC5_gui_complete.csv
durren,dar,v%pr_1,Troilus and Criseyde; Book V 1627,data/oxford_txts/TC5_oxford.txt,"I dar not, ther I am, wel lettres make",OXFORD,TC5_gui_complete.csv
ben,am,v%pr_1,Troilus and Criseyde; Book V 1627,data/oxford_txts/TC5_oxford.txt,"I dar not, ther I am, wel lettres make",OXFORD,TC5_gui_complete.csv
seien,seyn,v%pr_pl,Troilus and Criseyde; Book V 1639,data/oxford_txts/TC5_oxford.txt,"But natheles, men seyn that, at the laste",OXFORD,TC5_gui_complete.csv
shulen,shal,v%pr_pl,Troilus and Criseyde; Book V 1640,data/oxford_txts/TC5_oxford.txt,"For any thing, men shal the sothe see;",OXFORD,TC5_gui_complete.csv
haven,han,v%inf,Troilus and Criseyde; Book V 1680,data/oxford_txts/TC5_oxford.txt,That ye thus nolde han holden me in honde!,OXFORD,TC5_gui_complete.csv
haven,han,v%inf,Troilus and Criseyde; Book V 1682,data/oxford_txts/TC5_oxford.txt,"Allas, I never wolde han wend, er this",OXFORD,TC5_gui_complete.csv
haven,han,v%inf,Troilus and Criseyde; Book V 1683,data/oxford_txts/TC5_oxford.txt,"That ye, Criseyde, coude han chaunged so;",OXFORD,TC5_gui_complete.csv
haven,han,v%pr_pl,Troilus and Criseyde; Book V 1696,data/oxford_txts/TC5_oxford.txt,"Ye han me cast, and I ne can nor may",OXFORD,TC5_gui_complete.csv
beren,born,v%ppl,Troilus and Criseyde; Book V 1699,data/oxford_txts/TC5_oxford.txt,"In cursed time I born was, weylaway!",OXFORD,TC5_gui_complete.csv
don,doon,v%pr_pl,Troilus and Criseyde; Book V 1700,data/oxford_txts/TC5_oxford.txt,"That ye, that doon me al this wo endure",OXFORD,TC5_gui_complete.csv
mouen,may,v%pr_1,Troilus and Criseyde; Book V 1703,data/oxford_txts/TC5_oxford.txt,That I may meten with this Diomede!,OXFORD,TC5_gui_complete.csv
mouen,may,v%pr_1,Troilus and Criseyde; Book V 1731,data/oxford_txts/TC5_oxford.txt,"“My brother dere, I may thee do no more.",OXFORD,TC5_gui_complete.csv
willen,wol,v%pr_1,Troilus and Criseyde; Book V 1733,data/oxford_txts/TC5_oxford.txt,"And God wot, I wol hate hir evermore!",OXFORD,TC5_gui_complete.csv
connen,can,v%pr_1,Troilus and Criseyde; Book V 1743,data/oxford_txts/TC5_oxford.txt,Delivere hir soon; I can no more seye.”,OXFORD,TC5_gui_complete.csv
willen,wol,v%pr_1,Troilus and Criseyde; Book V 1777,data/oxford_txts/TC5_oxford.txt,"And gladlier I wol writen, if yow leste",OXFORD,TC5_gui_complete.csv
seien,sey,v%pr_1,Troilus and Criseyde; Book V 1779,data/oxford_txts/TC5_oxford.txt,Ny sey not this al only for these men,OXFORD,TC5_gui_complete.csv
understonden,understond,v%ppl,Troilus and Criseyde; Book V 1798,data/oxford_txts/TC5_oxford.txt,That thou be understond God I beseche!,OXFORD,TC5_gui_complete.csv
connen,can,v%pr_1,Troilus and Criseyde; Book V 1804,data/oxford_txts/TC5_oxford.txt,"Save Ector, in his time, as I can here.",OXFORD,TC5_gui_complete.csv
haven,han,v%pr_pl,Prologue to the Nun's Priest's Tale 2768,data/oxford_txts/NPPro_oxford.txt,"That° ye han seid is right ynough, ywis",OXFORD,NPPro_gui_complete.csv
seien,sey,v%pr_1,Prologue to the Nun's Priest's Tale 2771,data/oxford_txts/NPPro_oxford.txt,"I sey for me, it is a greet disese°",OXFORD,NPPro_gui_complete.csv
haven,han,v%pr_pl,Prologue to the Nun's Priest's Tale 2772,data/oxford_txts/NPPro_oxford.txt,Wheras° men han ben in greet welthe and ese,OXFORD,NPPro_gui_complete.csv
seien,sey,v%pr_pl,Prologue to the Nun's Priest's Tale 2781,data/oxford_txts/NPPro_oxford.txt,"Ye sey right sooth; this monk, he clappeth° loude",OXFORD,NPPro_gui_complete.csv
haven,han,v%pr_pl,Prologue to the Nun's Priest's Tale 2787,data/oxford_txts/NPPro_oxford.txt,"As ye han seid, to here° of hevinesse.",OXFORD,NPPro_gui_complete.csv
preien,prey,v%pr_1,Prologue to the Nun's Priest's Tale 2793,data/oxford_txts/NPPro_oxford.txt,"I prey yow hertely, telle us somwhat° elles",OXFORD,NPPro_gui_complete.csv
haven,han,v%inf,Prologue to the Nun's Priest's Tale 2797,data/oxford_txts/NPPro_oxford.txt,I sholde er this han fallen doun for slepe,OXFORD,NPPro_gui_complete.csv
witen,woot,v%pr_1,Prologue to the Nun's Priest's Tale 2803,data/oxford_txts/NPPro_oxford.txt,And wel I woot the substance° is in me,OXFORD,NPPro_gui_complete.csv
ben,be,v%imp,Prologue to the Nun's Priest's Tale 2812,data/oxford_txts/NPPro_oxford.txt,"Be blithe,° though thou ride upon a jade.°",OXFORD,NPPro_gui_complete.csv
recchen,rekke,v%imp,Prologue to the Nun's Priest's Tale 2814,data/oxford_txts/NPPro_oxford.txt,"If he wol serve thee, rekke nat a bene;°",OXFORD,NPPro_gui_complete.csv
willen,wol,v%pr_1,Prologue to the Nun's Priest's Tale 2817,data/oxford_txts/NPPro_oxford.txt,"But° I be mery, ywis,° I wol be blamed”:—",OXFORD,NPPro_gui_complete.csv
knouen,know,v%pr_1,Parliament of Fowls 8,data/oxford_txts/PF_oxford.txt,"For al be° that I know nat love in dede,°",OXFORD,PF_gui_complete.csv
witen,wot,v%pr_1,Parliament of Fowls 9,data/oxford_txts/PF_oxford.txt,"Ne wot° how that he quiteth folk hir hire,°",OXFORD,PF_gui_complete.csv
durren,dar,v%pr_1,Parliament of Fowls 13,data/oxford_txts/PF_oxford.txt,"I dar not seyn, his strokes° been so sore",OXFORD,PF_gui_complete.csv
connen,no,v%pr_1,Parliament of Fowls 14,data/oxford_txts/PF_oxford.txt,But° God save swich a lord! I can no more.°,OXFORD,PF_gui_complete.csv
shulen,shal,v%pr_1,Parliament of Fowls 30,data/oxford_txts/PF_oxford.txt,"Entitled was al thus, as I shal telle",OXFORD,PF_gui_complete.csv
willen,wol,v%pr_1,Parliament of Fowls 35,data/oxford_txts/PF_oxford.txt,Of his sentence° I wol you seyn the grete.°,OXFORD,PF_gui_complete.csv
seien,seyn,v%inf,Parliament of Fowls 35,data/oxford_txts/PF_oxford.txt,Of his sentence° I wol you seyn the grete.°,OXFORD,PF_gui_complete.csv
shulen,shal,v%pr_pl,Parliament of Fowls 55,data/oxford_txts/PF_oxford.txt,"And rightful folk shal go, after they die",OXFORD,PF_gui_complete.csv
shulen,shul,v%pr_pl,Parliament of Fowls 83,data/oxford_txts/PF_oxford.txt,Than shul they come unto that blisful place,OXFORD,PF_gui_complete.csv
meten,met,v%inf,Parliament of Fowls 108,data/oxford_txts/PF_oxford.txt,That made me to met° that he stood there;,OXFORD,PF_gui_complete.csv
shulen,shal,v%pr_1,Parliament of Fowls 126,data/oxford_txts/PF_oxford.txt,Of which I shal yow sey the plein sentence.°,OXFORD,PF_gui_complete.csv
seien,sey,v%inf,Parliament of Fowls 126,data/oxford_txts/PF_oxford.txt,Of which I shal yow sey the plein sentence.°,OXFORD,PF_gui_complete.csv
ben,be,v%imp,Parliament of Fowls 132,data/oxford_txts/PF_oxford.txt,"Be glad, thou reder, and thy sorwe ofcaste,°",OXFORD,PF_gui_complete.csv
speden,the,v%imp,Parliament of Fowls 133,data/oxford_txts/PF_oxford.txt,"Al open am I; passe in, and hi the faste!”°",OXFORD,PF_gui_complete.csv
gon,goon,v%pr_pl,Parliament of Fowls 134,data/oxford_txts/PF_oxford.txt,"“Thorgh me men goon,” than spak that other side",OXFORD,PF_gui_complete.csv
demen,demeth,v%inf,Parliament of Fowls 166,data/oxford_txts/PF_oxford.txt,And demeth° yit wher he do bet° or he;,OXFORD,PF_gui_complete.csv
shulen,shal,v%pr_1,Parliament of Fowls 168,data/oxford_txts/PF_oxford.txt,I shal thee shewen mater of to write.”°,OXFORD,PF_gui_complete.csv
bisien,besied,v%pt_pl,Parliament of Fowls 192,data/oxford_txts/PF_oxford.txt,Som besied hem° hir briddes° forth to bringe;,OXFORD,PF_gui_complete.csv
shulen,shuld,v%pt_pl,Parliament of Fowls 216,data/oxford_txts/PF_oxford.txt,"She couched hem° after as they shuld serve,°",OXFORD,PF_gui_complete.csv
don,doon,v%inf,Parliament of Fowls 221,data/oxford_txts/PF_oxford.txt,To doon° by force a wight° to do folie—,OXFORD,PF_gui_complete.csv
shulen,shul,v%pr_pl,Parliament of Fowls 229,data/oxford_txts/PF_oxford.txt,Hir names shul noght here be told for me—,OXFORD,PF_gui_complete.csv
wenden,went,v%pt_pl,Parliament of Fowls 235,data/oxford_txts/PF_oxford.txt,"In kirtels,° al disshevele,° went they there—",OXFORD,PF_gui_complete.csv
sitten,sitting,v%prp_abs,Parliament of Fowls 242,data/oxford_txts/PF_oxford.txt,Dame Pacience sitting ther I fond,OXFORD,PF_gui_complete.csv
ginnen,gan,v%pt_pl,Parliament of Fowls 312,data/oxford_txts/PF_oxford.txt,And that so huge a noise gan they mak,OXFORD,PF_gui_complete.csv
stonden,stond,v%inf,Parliament of Fowls 315,data/oxford_txts/PF_oxford.txt,"For me to stond, so ful was al the place.",OXFORD,PF_gui_complete.csv
seien,seyn,v%inf,Parliament of Fowls 323,data/oxford_txts/PF_oxford.txt,"That is to seyn, the foules of ravine°",OXFORD,PF_gui_complete.csv
tellen,tell,v%pr_1,Parliament of Fowls 326,data/oxford_txts/PF_oxford.txt,As worm or thing of whiche I tell no tale;,OXFORD,PF_gui_complete.csv
haven,han,v%pr_pl,Parliament of Fowls 366,data/oxford_txts/PF_oxford.txt,"That in this world han fethres and stature,°",OXFORD,PF_gui_complete.csv
mouen,may,v%pr_1,Parliament of Fowls 385,data/oxford_txts/PF_oxford.txt,"As faste° as I may speke, I wol me spede.°",OXFORD,PF_gui_complete.csv
willen,wol,v%pr_1,Parliament of Fowls 385,data/oxford_txts/PF_oxford.txt,"As faste° as I may speke, I wol me spede.°",OXFORD,PF_gui_complete.csv
knouen,know,v%pr_pl,Parliament of Fowls 386,data/oxford_txts/PF_oxford.txt,"Ye know wel how, Seint Valentines day",OXFORD,PF_gui_complete.csv
priken,prik,v%pr_1,Parliament of Fowls 389,data/oxford_txts/PF_oxford.txt,"Your makes, as I prik° yow with plesaunce.°",OXFORD,PF_gui_complete.csv
knouen,know,v%pr_pl,Parliament of Fowls 393,data/oxford_txts/PF_oxford.txt,"The tercel° egle, as that ye know ful wel",OXFORD,PF_gui_complete.csv
mouen,may,v%pr_pl,Parliament of Fowls 396,data/oxford_txts/PF_oxford.txt,"The which I formed have, as ye may see",OXFORD,PF_gui_complete.csv
shulen,shul,v%pr_pl,Parliament of Fowls 400,data/oxford_txts/PF_oxford.txt,"And after him, by order shul ye chese",OXFORD,PF_gui_complete.csv
shulen,shul,v%pr_pl,Parliament of Fowls 402,data/oxford_txts/PF_oxford.txt,"And, as your hap° is, shul ye winne or lese;",OXFORD,PF_gui_complete.csv
mouen,may,v%pr_1,Parliament of Fowls 424,data/oxford_txts/PF_oxford.txt,"For certes, long I may not live in peine;",OXFORD,PF_gui_complete.csv
preien,pray,v%pr_1,Parliament of Fowls 431,data/oxford_txts/PF_oxford.txt,I pray to you this be my jugement,OXFORD,PF_gui_complete.csv
dreden,drede,v%imp,Parliament of Fowls 448,data/oxford_txts/PF_oxford.txt,"Seid “Doghter, drede yow noght, I yow assure.”",OXFORD,PF_gui_complete.csv
don,do,v%pr_pl,Parliament of Fowls 451,data/oxford_txts/PF_oxford.txt,"I love hir bet than ye do, by Seint Iohn",OXFORD,PF_gui_complete.csv
moten,mot,v%pr_1,Parliament of Fowls 469,data/oxford_txts/PF_oxford.txt,"And but I speke,° I mot° for° sorwe deie.",OXFORD,PF_gui_complete.csv
seien,sey,v%pr_1,Parliament of Fowls 477,data/oxford_txts/PF_oxford.txt,“I sey not this by me° for I ne can,OXFORD,PF_gui_complete.csv
durren,dar,v%pr_1,Parliament of Fowls 479,data/oxford_txts/PF_oxford.txt,"But I dar seyn, I am hir trewest man",OXFORD,PF_gui_complete.csv
willen,wol,v%pr_1,Parliament of Fowls 482,data/oxford_txts/PF_oxford.txt,"I wol ben hires, whether I wake or winke,°",OXFORD,PF_gui_complete.csv
haven,have,v%imp,Parliament of Fowls 492,data/oxford_txts/PF_oxford.txt,"So loude rong, “Have doon and let us wende!”°",OXFORD,PF_gui_complete.csv
connen,can,v%pr_1,Parliament of Fowls 502,data/oxford_txts/PF_oxford.txt,But I can shape° hereof a remedie,OXFORD,PF_gui_complete.csv
willen,wol,v%pr_1,Parliament of Fowls 503,data/oxford_txts/PF_oxford.txt,And I wol sey my verdit° faire and swithe°,OXFORD,PF_gui_complete.csv
seien,sey,v%inf,Parliament of Fowls 503,data/oxford_txts/PF_oxford.txt,And I wol sey my verdit° faire and swithe°,OXFORD,PF_gui_complete.csv
taken,take,v%imp,Parliament of Fowls 507,data/oxford_txts/PF_oxford.txt,"For comune profit,° take the charge° now",OXFORD,PF_gui_complete.csv
shulen,shal,v%pr_1,Parliament of Fowls 522,data/oxford_txts/PF_oxford.txt,"And I shal sone, I hope, a counseil° finde°",OXFORD,PF_gui_complete.csv
seien,seyn,v%inf,Parliament of Fowls 525,data/oxford_txts/PF_oxford.txt,To seyn the verdit° for you foules alle.”,OXFORD,PF_gui_complete.csv
haven,han,v%pr_pl,Parliament of Fowls 528,data/oxford_txts/PF_oxford.txt,"Han chosen first, by plein eleccioun",OXFORD,PF_gui_complete.csv
quethen,quod,v%pt_pl,Parliament of Fowls 540,data/oxford_txts/PF_oxford.txt,“Al redy!” quod these egles tercels tho.,OXFORD,PF_gui_complete.csv
don,doon,v%pr_pl,Parliament of Fowls 542,data/oxford_txts/PF_oxford.txt,"Ye doon me wrong, my tale° is not ydo!°",OXFORD,PF_gui_complete.csv
haven,han,v%pr_pl,Parliament of Fowls 545,data/oxford_txts/PF_oxford.txt,"Oures is the vois that han the charge on honde,°",OXFORD,PF_gui_complete.csv
thinken,think,v%inf,Parliament of Fowls 548,data/oxford_txts/PF_oxford.txt,Me wolde think how that the worthieste,OXFORD,PF_gui_complete.csv
shulen,shal,v%pr_1,Parliament of Fowls 564,data/oxford_txts/PF_oxford.txt,And herkeneth° which a reson I shal bringe;,OXFORD,PF_gui_complete.csv
holden,hold,v%ppl,Parliament of Fowls 572,data/oxford_txts/PF_oxford.txt,"Have hold thy pees, than shewen thy nicete!°",OXFORD,PF_gui_complete.csv
seien,sey,v%inf,Parliament of Fowls 578,data/oxford_txts/PF_oxford.txt,And preiden hir to sey he sothe sadde°,OXFORD,PF_gui_complete.csv
asken,asked,v%pt_pl,Parliament of Fowls 579,data/oxford_txts/PF_oxford.txt,"Of this matere, and asked what she radde;°",OXFORD,PF_gui_complete.csv
willen,wol,v%pr_1,Parliament of Fowls 588,data/oxford_txts/PF_oxford.txt,"I wol ben hires, til that the deth me take.”",OXFORD,PF_gui_complete.csv
shulen,shuld,v%pt_pl,Parliament of Fowls 590,data/oxford_txts/PF_oxford.txt,That men shuld loven alwey causeles,OXFORD,PF_gui_complete.csv
queken,quek,v%pr_pl,Parliament of Fowls 594,data/oxford_txts/PF_oxford.txt,"“Quek, quek!” yit seith the doke, ful wel and faire",OXFORD,PF_gui_complete.csv
queken,quek,v%pr_pl,Parliament of Fowls 594,data/oxford_txts/PF_oxford.txt,"“Quek, quek!” yit seith the doke, ful wel and faire",OXFORD,PF_gui_complete.csv
don,doon,v%pr_pl,Parliament of Fowls 599,data/oxford_txts/PF_oxford.txt,Thou farest by love as oules doon by light,OXFORD,PF_gui_complete.csv
mouen,may,v%pr_pl,Parliament of Fowls 608,data/oxford_txts/PF_oxford.txt,"This is my reed,° sin they may not acorde;",OXFORD,PF_gui_complete.csv
liven,live,v%imp,Parliament of Fowls 614,data/oxford_txts/PF_oxford.txt,"Live thou solein, wormes corrupcioun!",OXFORD,PF_gui_complete.csv
haven,han,v%inf,Parliament of Fowls 621,data/oxford_txts/PF_oxford.txt,That she hirself shal han the eleccioun,OXFORD,PF_gui_complete.csv
